,0,1,2,3,4
0,-1.0,179415371.0,2496200149.0,2878019294.0,7.27385453553406e+17
1,179415371.0,0.0,14.0,9.0,31.0
2,2496200149.0,14.0,0.0,44.0,18.0
3,2878019294.0,9.0,44.0,0.0,13.0
4,7.27385453553406e+17,31.0,18.0,13.0,0.0
