,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
21,232663395.0,204.0,20.0,170.0,49.0,52.0,69.0,98.0,1.0,112.0,53.0,45.0,176.0,37.0,33.0,19.0,86.0,218.0,32.0,18.0,45.0,0.0,58.0,38.0,122.0,105.0,11.0,20.0,44.0,225.0,55.0,7.0,101.0,57.0,117.0,42.0,51.0,69.0,7.0,78.0,47.0,52.0,10.0,59.0,64.0,11.0,37.0,42.0,5.0,5.0,122.0,79.0,57.0,4.0
22,238169051.0,104.0,100.0,58.0,50.0,63.0,167.0,31.0,2.0,22.0,34.0,114.0,68.0,5.0,32.0,22.0,30.0,91.0,66.0,19.0,18.0,58.0,0.0,49.0,47.0,71.0,20.0,143.0,42.0,132.0,133.0,35.0,73.0,23.0,96.0,28.0,29.0,99.0,0.0,58.0,12.0,16.0,14.0,16.0,37.0,5.0,59.0,102.0,1.0,1.0,85.0,90.0,238.0,5.0
23,238662181.0,58.0,27.0,34.0,29.0,16.0,38.0,22.0,1.0,25.0,16.0,36.0,40.0,10.0,6.0,8.0,23.0,41.0,22.0,9.0,16.0,38.0,49.0,0.0,24.0,33.0,5.0,39.0,19.0,63.0,54.0,2.0,28.0,19.0,44.0,13.0,14.0,42.0,1.0,32.0,14.0,11.0,2.0,11.0,13.0,5.0,13.0,39.0,0.0,0.0,34.0,36.0,57.0,0.0
24,243601314.0,119.0,25.0,116.0,34.0,42.0,77.0,56.0,0.0,88.0,36.0,33.0,80.0,34.0,18.0,11.0,73.0,157.0,25.0,12.0,31.0,122.0,47.0,24.0,0.0,96.0,15.0,24.0,18.0,137.0,50.0,5.0,61.0,42.0,87.0,32.0,38.0,48.0,2.0,65.0,38.0,35.0,1.0,43.0,40.0,9.0,15.0,26.0,1.0,2.0,63.0,70.0,57.0,2.0
25,244152633.0,131.0,42.0,95.0,73.0,77.0,119.0,36.0,0.0,101.0,36.0,70.0,51.0,22.0,107.0,13.0,95.0,153.0,75.0,27.0,27.0,105.0,71.0,33.0,96.0,0.0,27.0,86.0,39.0,167.0,180.0,25.0,82.0,52.0,123.0,41.0,36.0,126.0,3.0,96.0,26.0,24.0,18.0,33.0,65.0,7.0,70.0,64.0,5.0,3.0,91.0,196.0,114.0,4.0
26,247494866.0,29.0,25.0,14.0,16.0,52.0,76.0,21.0,0.0,5.0,5.0,33.0,21.0,7.0,27.0,8.0,29.0,42.0,11.0,4.0,15.0,11.0,20.0,5.0,15.0,27.0,0.0,13.0,3.0,48.0,31.0,97.0,11.0,14.0,22.0,29.0,7.0,34.0,0.0,25.0,4.0,6.0,1.0,5.0,23.0,2.0,10.0,28.0,0.0,0.0,16.0,50.0,28.0,0.0
27,249644051.0,63.0,84.0,22.0,42.0,34.0,77.0,13.0,1.0,22.0,11.0,47.0,30.0,5.0,32.0,13.0,14.0,33.0,42.0,6.0,9.0,20.0,143.0,39.0,24.0,86.0,13.0,0.0,24.0,79.0,199.0,10.0,62.0,15.0,97.0,11.0,10.0,88.0,0.0,68.0,9.0,5.0,6.0,6.0,18.0,1.0,24.0,102.0,1.0,0.0,65.0,79.0,182.0,1.0
28,250334613.0,42.0,30.0,21.0,22.0,17.0,34.0,14.0,0.0,9.0,14.0,26.0,20.0,3.0,61.0,12.0,11.0,44.0,24.0,6.0,4.0,44.0,42.0,19.0,18.0,39.0,3.0,24.0,0.0,56.0,42.0,27.0,36.0,9.0,47.0,9.0,11.0,45.0,0.0,30.0,6.0,3.0,80.0,3.0,22.0,3.0,69.0,28.0,32.0,0.0,29.0,25.0,70.0,2.0
29,258536563.0,372.0,95.0,241.0,110.0,140.0,202.0,189.0,2.0,130.0,88.0,114.0,308.0,34.0,69.0,25.0,130.0,409.0,93.0,31.0,81.0,225.0,132.0,63.0,137.0,167.0,48.0,79.0,56.0,0.0,189.0,13.0,176.0,94.0,198.0,121.0,73.0,206.0,6.0,169.0,77.0,91.0,17.0,86.0,125.0,14.0,39.0,120.0,2.0,5.0,212.0,232.0,170.0,5.0
30,260314188.0,167.0,74.0,55.0,66.0,105.0,116.0,50.0,1.0,47.0,22.0,93.0,65.0,2.0,65.0,8.0,67.0,140.0,48.0,20.0,27.0,55.0,133.0,54.0,50.0,180.0,31.0,199.0,42.0,189.0,0.0,18.0,155.0,38.0,199.0,39.0,33.0,253.0,0.0,177.0,13.0,21.0,15.0,10.0,56.0,5.0,65.0,142.0,2.0,1.0,156.0,332.0,148.0,3.0
31,263515257.0,10.0,28.0,9.0,11.0,16.0,118.0,2.0,0.0,1.0,1.0,5.0,1.0,7.0,419.0,1.0,7.0,12.0,14.0,17.0,1.0,7.0,35.0,2.0,5.0,25.0,97.0,10.0,27.0,13.0,18.0,0.0,2.0,3.0,10.0,9.0,0.0,15.0,0.0,6.0,0.0,0.0,47.0,1.0,7.0,0.0,242.0,81.0,7.0,0.0,5.0,11.0,42.0,0.0
32,267088381.0,159.0,35.0,89.0,58.0,40.0,48.0,66.0,0.0,52.0,19.0,48.0,116.0,5.0,26.0,9.0,56.0,116.0,50.0,6.0,39.0,101.0,73.0,28.0,61.0,82.0,11.0,62.0,36.0,176.0,155.0,2.0,0.0,42.0,203.0,23.0,30.0,122.0,3.0,176.0,17.0,18.0,3.0,20.0,40.0,4.0,34.0,64.0,0.0,1.0,150.0,160.0,101.0,4.0
33,268274442.0,92.0,19.0,66.0,24.0,29.0,23.0,46.0,0.0,60.0,19.0,13.0,64.0,9.0,8.0,2.0,44.0,91.0,10.0,4.0,28.0,57.0,23.0,19.0,42.0,52.0,14.0,15.0,9.0,94.0,38.0,3.0,42.0,0.0,60.0,22.0,29.0,39.0,3.0,40.0,16.0,30.0,0.0,33.0,25.0,6.0,4.0,16.0,0.0,0.0,41.0,53.0,20.0,4.0
34,268529448.0,201.0,55.0,134.0,88.0,59.0,86.0,70.0,2.0,82.0,31.0,81.0,110.0,12.0,63.0,19.0,103.0,141.0,66.0,17.0,47.0,117.0,96.0,44.0,87.0,123.0,22.0,97.0,47.0,198.0,199.0,10.0,203.0,60.0,0.0,29.0,47.0,174.0,5.0,233.0,30.0,29.0,8.0,45.0,70.0,5.0,51.0,120.0,2.0,0.0,177.0,221.0,150.0,5.0
35,274246546.0,75.0,30.0,43.0,24.0,50.0,42.0,44.0,0.0,16.0,20.0,27.0,49.0,10.0,23.0,8.0,50.0,87.0,28.0,15.0,20.0,42.0,28.0,13.0,32.0,41.0,29.0,11.0,9.0,121.0,39.0,9.0,23.0,22.0,29.0,0.0,18.0,46.0,1.0,25.0,12.0,20.0,1.0,8.0,42.0,6.0,6.0,24.0,1.0,0.0,46.0,46.0,35.0,1.0
36,275519557.0,74.0,11.0,50.0,26.0,16.0,13.0,34.0,0.0,32.0,30.0,26.0,60.0,10.0,5.0,9.0,19.0,61.0,10.0,5.0,17.0,51.0,29.0,14.0,38.0,36.0,7.0,10.0,11.0,73.0,33.0,0.0,30.0,29.0,47.0,18.0,0.0,26.0,2.0,30.0,15.0,28.0,1.0,21.0,20.0,6.0,5.0,11.0,0.0,2.0,49.0,44.0,23.0,4.0
37,275670270.0,153.0,65.0,69.0,81.0,132.0,144.0,38.0,2.0,49.0,28.0,84.0,50.0,6.0,69.0,12.0,64.0,141.0,71.0,25.0,31.0,69.0,99.0,42.0,48.0,126.0,34.0,88.0,45.0,206.0,253.0,15.0,122.0,39.0,174.0,46.0,26.0,0.0,0.0,144.0,13.0,12.0,13.0,9.0,83.0,6.0,37.0,112.0,4.0,0.0,124.0,257.0,129.0,4.0
38,276228017.0,6.0,0.0,17.0,0.0,0.0,2.0,1.0,1.0,7.0,3.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,7.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,3.0,5.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
39,276676924.0,147.0,42.0,90.0,80.0,52.0,60.0,54.0,2.0,76.0,24.0,52.0,77.0,14.0,42.0,13.0,65.0,115.0,48.0,9.0,31.0,78.0,58.0,32.0,65.0,96.0,25.0,68.0,30.0,169.0,177.0,6.0,176.0,40.0,233.0,25.0,30.0,144.0,4.0,0.0,16.0,15.0,4.0,32.0,59.0,3.0,31.0,86.0,0.0,0.0,133.0,206.0,105.0,4.0
40,286791919.0,63.0,8.0,86.0,10.0,11.0,11.0,38.0,0.0,33.0,17.0,7.0,82.0,23.0,2.0,2.0,35.0,93.0,1.0,5.0,27.0,47.0,12.0,14.0,38.0,26.0,4.0,9.0,6.0,77.0,13.0,0.0,17.0,16.0,30.0,12.0,15.0,13.0,1.0,16.0,0.0,44.0,0.0,70.0,15.0,9.0,2.0,4.0,0.0,3.0,38.0,23.0,3.0,0.0
41,300918727.0,82.0,3.0,61.0,11.0,11.0,7.0,46.0,0.0,33.0,28.0,6.0,79.0,9.0,1.0,4.0,36.0,88.0,3.0,3.0,25.0,52.0,16.0,11.0,35.0,24.0,6.0,5.0,3.0,91.0,21.0,0.0,18.0,30.0,29.0,20.0,28.0,12.0,1.0,15.0,44.0,0.0,0.0,61.0,12.0,10.0,2.0,5.0,0.0,2.0,46.0,33.0,5.0,2.0
42,302144631.0,7.0,5.0,2.0,4.0,2.0,10.0,2.0,0.0,4.0,3.0,2.0,3.0,0.0,83.0,0.0,5.0,7.0,2.0,3.0,1.0,10.0,14.0,2.0,1.0,18.0,1.0,6.0,80.0,17.0,15.0,47.0,3.0,0.0,8.0,1.0,1.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,93.0,9.0,46.0,0.0,4.0,4.0,12.0,1.0
43,311943676.0,84.0,1.0,148.0,8.0,3.0,5.0,55.0,0.0,81.0,31.0,5.0,84.0,15.0,1.0,5.0,57.0,98.0,1.0,1.0,40.0,59.0,16.0,11.0,43.0,33.0,5.0,6.0,3.0,86.0,10.0,1.0,20.0,33.0,45.0,8.0,21.0,9.0,3.0,32.0,70.0,61.0,0.0,0.0,10.0,6.0,3.0,3.0,0.0,1.0,34.0,30.0,6.0,2.0
44,330185697.0,102.0,22.0,68.0,71.0,70.0,144.0,36.0,2.0,43.0,25.0,33.0,31.0,17.0,43.0,7.0,65.0,118.0,47.0,17.0,19.0,64.0,37.0,13.0,40.0,65.0,23.0,18.0,22.0,125.0,56.0,7.0,40.0,25.0,70.0,42.0,20.0,83.0,2.0,59.0,15.0,12.0,1.0,10.0,0.0,3.0,21.0,82.0,0.0,0.0,49.0,84.0,69.0,0.0
45,332757755.0,15.0,2.0,7.0,5.0,2.0,3.0,7.0,0.0,7.0,8.0,3.0,13.0,1.0,0.0,0.0,7.0,14.0,0.0,1.0,6.0,11.0,5.0,5.0,9.0,7.0,2.0,1.0,3.0,14.0,5.0,0.0,4.0,6.0,5.0,6.0,6.0,6.0,0.0,3.0,9.0,10.0,0.0,6.0,3.0,0.0,1.0,3.0,0.0,3.0,9.0,6.0,3.0,0.0
46,359509980.0,26.0,24.0,21.0,16.0,25.0,107.0,7.0,1.0,14.0,6.0,27.0,11.0,6.0,277.0,6.0,11.0,37.0,44.0,13.0,1.0,37.0,59.0,13.0,15.0,70.0,10.0,24.0,69.0,39.0,65.0,242.0,34.0,4.0,51.0,6.0,5.0,37.0,1.0,31.0,2.0,2.0,93.0,3.0,21.0,1.0,0.0,57.0,25.0,0.0,26.0,41.0,105.0,1.0
47,360201349.0,100.0,61.0,30.0,80.0,71.0,196.0,26.0,1.0,14.0,18.0,75.0,20.0,10.0,58.0,17.0,39.0,62.0,65.0,11.0,14.0,42.0,102.0,39.0,26.0,64.0,28.0,102.0,28.0,120.0,142.0,81.0,64.0,16.0,120.0,24.0,11.0,112.0,0.0,86.0,4.0,5.0,9.0,3.0,82.0,3.0,57.0,0.0,2.0,0.0,90.0,113.0,265.0,3.0
48,370501016.0,3.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,1.0,32.0,2.0,2.0,7.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,2.0,1.0,9.0,0.0
49,385160961.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
50,394285779.0,187.0,42.0,97.0,68.0,59.0,63.0,79.0,1.0,43.0,37.0,64.0,123.0,17.0,23.0,15.0,65.0,154.0,61.0,15.0,44.0,122.0,85.0,34.0,63.0,91.0,16.0,65.0,29.0,212.0,156.0,5.0,150.0,41.0,177.0,46.0,49.0,124.0,2.0,133.0,38.0,46.0,4.0,34.0,49.0,9.0,26.0,90.0,2.0,3.0,0.0,156.0,115.0,3.0
51,402037439.0,197.0,48.0,92.0,95.0,127.0,95.0,72.0,1.0,76.0,35.0,85.0,90.0,8.0,58.0,13.0,108.0,184.0,72.0,26.0,39.0,79.0,90.0,36.0,70.0,196.0,50.0,79.0,25.0,232.0,332.0,11.0,160.0,53.0,221.0,46.0,44.0,257.0,0.0,206.0,23.0,33.0,4.0,30.0,84.0,6.0,41.0,113.0,1.0,2.0,156.0,0.0,124.0,4.0
52,405438023.0,127.0,128.0,57.0,96.0,84.0,200.0,31.0,0.0,23.0,40.0,143.0,40.0,6.0,74.0,38.0,34.0,86.0,125.0,21.0,18.0,57.0,238.0,57.0,57.0,114.0,28.0,182.0,70.0,170.0,148.0,42.0,101.0,20.0,150.0,35.0,23.0,129.0,1.0,105.0,3.0,5.0,12.0,6.0,69.0,3.0,105.0,265.0,9.0,0.0,115.0,124.0,0.0,4.0
53,428978217.0,6.0,1.0,1.0,5.0,3.0,2.0,2.0,0.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,4.0,5.0,0.0,2.0,4.0,0.0,1.0,2.0,5.0,3.0,0.0,4.0,4.0,5.0,1.0,4.0,4.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,4.0,4.0,0.0
