,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
27,336076027.0,20.0,0.0,3.0,3.0,13.0,3.0,16.0,4.0,19.0,0.0,16.0,55.0,38.0,30.0,18.0,30.0,35.0,1.0,14.0,0.0,3.0,6.0,19.0,0.0,0.0,23.0,0.0,0.0,91.0,5.0,10.0,0.0,175.0,3.0,10.0,5.0,2.0
28,339474731.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,49.0,4.0,3.0,3.0,1.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
29,344839662.0,2.0,0.0,0.0,7.0,6.0,1.0,4.0,1.0,6.0,0.0,7.0,20.0,13.0,7.0,9.0,5.0,11.0,0.0,6.0,0.0,1.0,1.0,7.0,0.0,0.0,2.0,91.0,0.0,0.0,2.0,2.0,0.0,127.0,5.0,1.0,4.0,0.0
30,346585747.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,19.0,0.0,16.0,0.0,21.0,0.0,0.0
31,347873395.0,17.0,0.0,5.0,1.0,2.0,2.0,18.0,1.0,11.0,0.0,6.0,12.0,22.0,16.0,4.0,12.0,19.0,2.0,7.0,0.0,0.0,1.0,9.0,2.0,2.0,17.0,10.0,0.0,2.0,19.0,0.0,0.0,12.0,2.0,17.0,0.0,2.0
32,362115130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,369028288.0,40.0,0.0,9.0,14.0,56.0,5.0,51.0,23.0,54.0,0.0,56.0,168.0,105.0,83.0,48.0,74.0,119.0,4.0,23.0,0.0,6.0,6.0,37.0,0.0,3.0,47.0,175.0,2.0,127.0,16.0,12.0,0.0,0.0,12.0,9.0,20.0,4.0
34,369039876.0,8.0,0.0,1.0,0.0,12.0,0.0,15.0,3.0,2.0,0.0,6.0,5.0,11.0,10.0,4.0,21.0,22.0,1.0,5.0,0.0,0.0,0.0,23.0,0.0,1.0,6.0,3.0,0.0,5.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,1.0
35,406647184.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,10.0,0.0,1.0,21.0,17.0,0.0,9.0,0.0,0.0,0.0,0.0
36,412282117.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,7.0,1.0,0.0,1.0,5.0,12.0,3.0,10.0,4.0,33.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
37,412663554.0,5.0,0.0,2.0,0.0,2.0,2.0,10.0,2.0,3.0,1.0,7.0,2.0,2.0,4.0,5.0,13.0,11.0,4.0,5.0,0.0,1.0,1.0,12.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0
