,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
10,19712559.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,10.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,1.0,0.0,0.0,4.0,29.0,1.0,0.0,2.0,2.0,1.0,0.0,27.0,6.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,8.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,28.0,1.0,14.0,2.0,0.0,1.0,0.0,0.0,12.0,0.0,1.0,28.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,20097381.0,23.0,2.0,11.0,13.0,44.0,68.0,27.0,2.0,17.0,0.0,0.0,6.0,1.0,18.0,5.0,31.0,15.0,2.0,8.0,140.0,41.0,8.0,27.0,117.0,52.0,106.0,3.0,0.0,15.0,33.0,24.0,2.0,6.0,1.0,0.0,10.0,37.0,0.0,1.0,3.0,56.0,1.0,0.0,1.0,45.0,2.0,2.0,14.0,18.0,46.0,70.0,11.0,72.0,2.0,50.0,35.0,13.0,90.0,0.0,0.0,7.0,9.0,1.0,10.0,7.0,18.0,0.0,1.0,73.0,31.0,0.0,11.0,1.0,1.0,3.0,37.0,2.0,22.0,35.0,0.0,0.0,6.0,1.0,4.0,0.0,51.0,1.0,2.0,6.0,10.0,1.0,33.0,6.0,2.0,23.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
12,20640999.0,20.0,1.0,5.0,2.0,6.0,31.0,23.0,4.0,24.0,1.0,6.0,0.0,1.0,14.0,4.0,16.0,9.0,7.0,1.0,14.0,17.0,17.0,46.0,46.0,5.0,3.0,2.0,8.0,2.0,7.0,10.0,3.0,0.0,5.0,2.0,31.0,25.0,6.0,3.0,0.0,24.0,0.0,0.0,4.0,12.0,2.0,2.0,13.0,14.0,33.0,3.0,6.0,14.0,1.0,26.0,22.0,17.0,16.0,0.0,1.0,0.0,5.0,4.0,5.0,2.0,0.0,7.0,0.0,18.0,8.0,0.0,8.0,8.0,2.0,2.0,21.0,4.0,15.0,15.0,1.0,1.0,11.0,6.0,3.0,2.0,20.0,0.0,8.0,1.0,7.0,0.0,0.0,9.0,12.0,7.0,0.0,0.0,3.0,5.0,1.0,0.0,2.0
13,29604379.0,24.0,1.0,5.0,4.0,5.0,41.0,12.0,0.0,20.0,0.0,1.0,1.0,0.0,8.0,3.0,5.0,6.0,1.0,0.0,12.0,7.0,4.0,23.0,24.0,12.0,1.0,0.0,0.0,3.0,4.0,11.0,3.0,1.0,1.0,0.0,10.0,12.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,8.0,3.0,5.0,17.0,24.0,1.0,4.0,6.0,0.0,27.0,20.0,7.0,29.0,0.0,0.0,1.0,22.0,1.0,2.0,0.0,6.0,1.0,0.0,13.0,7.0,0.0,1.0,4.0,0.0,0.0,7.0,1.0,13.0,1.0,0.0,0.0,49.0,3.0,8.0,3.0,8.0,0.0,12.0,0.0,7.0,0.0,11.0,20.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
14,31668901.0,118.0,6.0,23.0,31.0,8.0,90.0,79.0,17.0,135.0,1.0,18.0,14.0,8.0,0.0,9.0,167.0,250.0,6.0,3.0,208.0,86.0,87.0,73.0,112.0,40.0,17.0,4.0,19.0,15.0,51.0,150.0,10.0,6.0,11.0,5.0,55.0,221.0,14.0,4.0,182.0,45.0,158.0,0.0,4.0,35.0,12.0,123.0,28.0,71.0,73.0,29.0,42.0,30.0,16.0,72.0,200.0,299.0,129.0,13.0,21.0,159.0,11.0,6.0,9.0,155.0,87.0,11.0,7.0,334.0,64.0,0.0,84.0,62.0,67.0,7.0,95.0,17.0,135.0,1.0,44.0,1.0,20.0,18.0,19.0,20.0,37.0,5.0,48.0,2.0,119.0,17.0,5.0,9.0,50.0,197.0,1.0,1.0,21.0,12.0,69.0,4.0,0.0
15,33971579.0,7.0,1.0,0.0,1.0,3.0,12.0,7.0,1.0,21.0,0.0,5.0,4.0,3.0,9.0,0.0,10.0,4.0,0.0,0.0,4.0,4.0,14.0,19.0,20.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,6.0,23.0,1.0,0.0,2.0,18.0,0.0,0.0,0.0,7.0,5.0,1.0,6.0,6.0,15.0,2.0,2.0,3.0,0.0,4.0,12.0,11.0,6.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0,2.0,0.0,2.0,3.0,2.0,0.0,7.0,1.0,7.0,5.0,0.0,4.0,3.0,0.0,3.0,3.0,5.0,0.0,29.0,0.0,4.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0
16,40506219.0,130.0,9.0,37.0,46.0,12.0,113.0,102.0,19.0,177.0,1.0,31.0,16.0,5.0,167.0,10.0,0.0,103.0,17.0,3.0,164.0,80.0,113.0,113.0,154.0,28.0,12.0,4.0,11.0,35.0,30.0,198.0,12.0,7.0,18.0,6.0,38.0,270.0,22.0,7.0,85.0,77.0,32.0,3.0,3.0,64.0,25.0,46.0,35.0,98.0,83.0,37.0,26.0,34.0,9.0,73.0,171.0,154.0,118.0,12.0,13.0,124.0,15.0,8.0,9.0,56.0,122.0,9.0,1.0,308.0,76.0,0.0,88.0,31.0,33.0,5.0,98.0,14.0,115.0,0.0,71.0,1.0,14.0,13.0,7.0,12.0,51.0,3.0,56.0,1.0,79.0,7.0,1.0,10.0,44.0,163.0,0.0,1.0,14.0,14.0,32.0,6.0,0.0
17,43282075.0,109.0,4.0,19.0,30.0,7.0,80.0,64.0,8.0,91.0,0.0,15.0,9.0,6.0,250.0,4.0,103.0,0.0,5.0,2.0,178.0,57.0,36.0,39.0,65.0,38.0,14.0,2.0,10.0,7.0,22.0,120.0,7.0,6.0,5.0,2.0,36.0,147.0,5.0,4.0,117.0,19.0,84.0,1.0,1.0,22.0,7.0,92.0,25.0,63.0,45.0,28.0,43.0,26.0,14.0,48.0,174.0,185.0,127.0,6.0,19.0,134.0,17.0,2.0,5.0,127.0,66.0,5.0,5.0,269.0,61.0,0.0,49.0,57.0,38.0,5.0,91.0,11.0,123.0,3.0,29.0,1.0,22.0,10.0,18.0,5.0,35.0,3.0,29.0,5.0,70.0,15.0,6.0,16.0,29.0,171.0,1.0,1.0,8.0,9.0,68.0,2.0,1.0
18,45365156.0,19.0,0.0,7.0,2.0,3.0,49.0,10.0,6.0,16.0,0.0,2.0,7.0,1.0,6.0,0.0,17.0,5.0,0.0,0.0,17.0,12.0,9.0,56.0,57.0,3.0,2.0,0.0,1.0,95.0,2.0,14.0,3.0,6.0,108.0,0.0,10.0,12.0,2.0,1.0,0.0,27.0,0.0,0.0,2.0,16.0,22.0,1.0,9.0,34.0,41.0,5.0,2.0,7.0,0.0,76.0,14.0,12.0,27.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,4.0,2.0,0.0,8.0,5.0,0.0,7.0,2.0,0.0,3.0,10.0,0.0,13.0,1.0,2.0,0.0,14.0,2.0,2.0,1.0,21.0,0.0,21.0,0.0,8.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
19,48110601.0,3.0,0.0,6.0,2.0,2.0,5.0,7.0,2.0,10.0,0.0,8.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,11.0,7.0,4.0,1.0,13.0,1.0,2.0,2.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,4.0,0.0,0.0,14.0,5.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,10.0,4.0,0.0,8.0,1.0,2.0,0.0,3.0,1.0,7.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
