,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
31,114775132.0,247.0,50.0,670.0,102.0,462.0,37.0,224.0,92.0,68.0,28.0,303.0,247.0,213.0,190.0,495.0,273.0,76.0,244.0,26.0,104.0,53.0,8.0,28.0,494.0,16.0,90.0,26.0,0.0,0.0,27.0,0.0,38.0,279.0,612.0,47.0,55.0,261.0,0.0,50.0,51.0,132.0,62.0,46.0,326.0,154.0,299.0,31.0,187.0,272.0,195.0,399.0,279.0,26.0,6.0,137.0,39.0,0.0,85.0,17.0,16.0,19.0,187.0,41.0,74.0,21.0,147.0,148.0,202.0,5.0,174.0,72.0,67.0,0.0,19.0,84.0,31.0,145.0,36.0,26.0,12.0,117.0,24.0,52.0,8.0,34.0,13.0,98.0,104.0,114.0,55.0,4.0,148.0,16.0,0.0,149.0,199.0,0.0,113.0,132.0,1.0,62.0
32,117802966.0,9.0,1.0,67.0,1.0,34.0,0.0,11.0,12.0,4.0,5.0,7.0,13.0,5.0,14.0,30.0,17.0,2.0,19.0,37.0,2.0,1.0,0.0,48.0,28.0,2.0,13.0,0.0,0.0,0.0,18.0,38.0,0.0,24.0,31.0,9.0,9.0,16.0,0.0,8.0,18.0,8.0,12.0,1.0,18.0,2.0,16.0,3.0,10.0,17.0,8.0,18.0,25.0,35.0,0.0,1.0,2.0,0.0,8.0,28.0,23.0,0.0,8.0,4.0,11.0,0.0,11.0,13.0,10.0,1.0,9.0,3.0,3.0,0.0,40.0,3.0,2.0,11.0,17.0,32.0,1.0,5.0,1.0,3.0,0.0,7.0,0.0,75.0,6.0,47.0,4.0,0.0,10.0,3.0,0.0,5.0,12.0,0.0,23.0,6.0,0.0,4.0
33,130810427.0,207.0,83.0,304.0,43.0,183.0,25.0,87.0,45.0,70.0,35.0,133.0,172.0,154.0,114.0,215.0,291.0,30.0,258.0,11.0,40.0,19.0,2.0,17.0,245.0,12.0,83.0,9.0,0.0,0.0,17.0,279.0,24.0,0.0,335.0,46.0,38.0,91.0,0.0,66.0,29.0,134.0,32.0,13.0,209.0,50.0,182.0,27.0,116.0,151.0,114.0,171.0,142.0,23.0,6.0,39.0,14.0,0.0,44.0,10.0,11.0,7.0,77.0,19.0,52.0,8.0,55.0,67.0,94.0,15.0,72.0,19.0,33.0,0.0,9.0,23.0,13.0,89.0,17.0,13.0,14.0,61.0,4.0,18.0,4.0,22.0,8.0,90.0,22.0,95.0,54.0,3.0,62.0,11.0,0.0,69.0,57.0,0.0,62.0,45.0,0.0,39.0
34,133483236.0,83.0,31.0,575.0,153.0,262.0,28.0,159.0,36.0,30.0,22.0,714.0,91.0,60.0,65.0,200.0,272.0,38.0,269.0,9.0,80.0,35.0,3.0,14.0,679.0,12.0,82.0,31.0,0.0,0.0,15.0,612.0,31.0,335.0,0.0,38.0,44.0,105.0,0.0,39.0,25.0,189.0,34.0,20.0,134.0,42.0,173.0,80.0,69.0,125.0,205.0,125.0,115.0,54.0,8.0,54.0,12.0,0.0,39.0,11.0,12.0,5.0,62.0,18.0,46.0,6.0,60.0,64.0,75.0,10.0,98.0,21.0,31.0,0.0,8.0,30.0,7.0,71.0,42.0,10.0,4.0,66.0,5.0,56.0,5.0,19.0,5.0,69.0,143.0,70.0,32.0,2.0,88.0,11.0,0.0,50.0,70.0,0.0,61.0,66.0,0.0,25.0
35,135643063.0,27.0,4.0,69.0,6.0,34.0,2.0,14.0,8.0,11.0,15.0,18.0,29.0,18.0,12.0,37.0,27.0,9.0,18.0,0.0,7.0,4.0,1.0,8.0,61.0,2.0,13.0,5.0,0.0,0.0,5.0,47.0,9.0,46.0,38.0,0.0,18.0,13.0,0.0,7.0,11.0,11.0,8.0,3.0,25.0,10.0,24.0,6.0,30.0,23.0,20.0,31.0,35.0,4.0,2.0,8.0,6.0,0.0,11.0,2.0,2.0,0.0,13.0,5.0,12.0,1.0,15.0,10.0,14.0,1.0,19.0,5.0,6.0,0.0,0.0,3.0,7.0,17.0,9.0,3.0,2.0,14.0,2.0,6.0,1.0,7.0,3.0,18.0,10.0,16.0,6.0,1.0,17.0,5.0,0.0,13.0,12.0,0.0,26.0,3.0,0.0,10.0
36,145401113.0,8.0,0.0,51.0,6.0,42.0,2.0,12.0,8.0,4.0,10.0,16.0,14.0,5.0,7.0,40.0,16.0,11.0,30.0,3.0,17.0,3.0,0.0,2.0,58.0,4.0,7.0,5.0,0.0,0.0,8.0,55.0,9.0,38.0,44.0,18.0,0.0,12.0,0.0,3.0,7.0,7.0,14.0,4.0,19.0,6.0,30.0,7.0,24.0,30.0,29.0,20.0,41.0,6.0,1.0,5.0,11.0,0.0,19.0,4.0,3.0,2.0,6.0,4.0,15.0,0.0,18.0,17.0,16.0,0.0,28.0,10.0,11.0,0.0,0.0,1.0,2.0,40.0,9.0,2.0,1.0,27.0,5.0,8.0,2.0,5.0,3.0,12.0,9.0,22.0,4.0,2.0,20.0,3.0,0.0,17.0,8.0,0.0,27.0,3.0,1.0,5.0
37,148653311.0,176.0,55.0,331.0,36.0,223.0,14.0,82.0,29.0,43.0,18.0,96.0,192.0,229.0,244.0,276.0,108.0,26.0,83.0,13.0,32.0,25.0,3.0,6.0,132.0,1.0,25.0,19.0,0.0,0.0,9.0,261.0,16.0,91.0,105.0,13.0,12.0,0.0,0.0,16.0,10.0,37.0,18.0,14.0,229.0,82.0,236.0,12.0,82.0,222.0,40.0,220.0,98.0,30.0,6.0,100.0,17.0,0.0,25.0,5.0,7.0,9.0,109.0,16.0,20.0,2.0,57.0,95.0,95.0,3.0,106.0,26.0,17.0,0.0,10.0,50.0,16.0,51.0,8.0,13.0,5.0,36.0,4.0,4.0,0.0,8.0,3.0,58.0,20.0,34.0,51.0,0.0,52.0,6.0,0.0,85.0,180.0,0.0,60.0,90.0,1.0,28.0
38,159167229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,180261346.0,49.0,8.0,66.0,6.0,30.0,14.0,22.0,18.0,33.0,6.0,9.0,61.0,36.0,19.0,52.0,89.0,9.0,41.0,10.0,2.0,0.0,1.0,21.0,32.0,4.0,35.0,3.0,0.0,0.0,8.0,50.0,8.0,66.0,39.0,7.0,3.0,16.0,0.0,0.0,8.0,8.0,9.0,3.0,83.0,14.0,33.0,10.0,50.0,33.0,12.0,54.0,27.0,42.0,0.0,6.0,3.0,0.0,7.0,3.0,35.0,1.0,25.0,1.0,10.0,0.0,9.0,9.0,34.0,23.0,4.0,3.0,8.0,0.0,12.0,7.0,4.0,12.0,4.0,13.0,7.0,7.0,2.0,2.0,0.0,4.0,0.0,168.0,4.0,46.0,23.0,0.0,16.0,2.0,0.0,20.0,11.0,0.0,7.0,8.0,0.0,20.0
40,182197793.0,15.0,2.0,40.0,5.0,25.0,0.0,12.0,3.0,7.0,6.0,15.0,8.0,8.0,5.0,31.0,16.0,8.0,20.0,15.0,2.0,2.0,1.0,17.0,27.0,5.0,3.0,2.0,0.0,0.0,9.0,51.0,18.0,29.0,25.0,11.0,7.0,10.0,0.0,8.0,0.0,11.0,5.0,4.0,10.0,4.0,11.0,2.0,16.0,16.0,10.0,23.0,29.0,8.0,0.0,8.0,6.0,0.0,8.0,3.0,3.0,1.0,10.0,6.0,14.0,1.0,14.0,11.0,17.0,0.0,15.0,6.0,8.0,0.0,15.0,0.0,2.0,10.0,7.0,12.0,0.0,8.0,2.0,11.0,2.0,6.0,2.0,10.0,8.0,35.0,3.0,1.0,6.0,1.0,0.0,16.0,5.0,0.0,12.0,4.0,0.0,6.0
41,191990026.0,55.0,16.0,125.0,31.0,80.0,1.0,45.0,11.0,21.0,7.0,129.0,43.0,50.0,33.0,83.0,38.0,17.0,70.0,1.0,16.0,6.0,0.0,2.0,122.0,3.0,15.0,5.0,0.0,0.0,8.0,132.0,8.0,134.0,189.0,11.0,7.0,37.0,0.0,8.0,11.0,0.0,7.0,6.0,55.0,26.0,60.0,3.0,20.0,44.0,45.0,59.0,52.0,1.0,4.0,27.0,7.0,0.0,19.0,4.0,0.0,3.0,33.0,20.0,27.0,6.0,21.0,24.0,34.0,1.0,34.0,19.0,17.0,0.0,3.0,17.0,4.0,29.0,12.0,4.0,2.0,20.0,0.0,20.0,3.0,4.0,1.0,17.0,18.0,20.0,9.0,1.0,19.0,4.0,0.0,31.0,36.0,0.0,18.0,27.0,0.0,9.0
42,209651406.0,22.0,2.0,60.0,11.0,64.0,5.0,29.0,10.0,16.0,12.0,6.0,22.0,21.0,15.0,78.0,34.0,39.0,47.0,5.0,51.0,5.0,2.0,4.0,46.0,3.0,19.0,5.0,0.0,0.0,6.0,62.0,12.0,32.0,34.0,8.0,14.0,18.0,0.0,9.0,5.0,7.0,0.0,28.0,20.0,21.0,45.0,8.0,36.0,18.0,21.0,31.0,83.0,2.0,1.0,16.0,30.0,0.0,54.0,2.0,5.0,21.0,36.0,12.0,33.0,8.0,85.0,52.0,50.0,3.0,78.0,41.0,34.0,0.0,1.0,9.0,10.0,79.0,2.0,5.0,1.0,95.0,44.0,4.0,6.0,5.0,32.0,13.0,4.0,28.0,6.0,3.0,74.0,4.0,0.0,49.0,50.0,0.0,78.0,4.0,2.0,14.0
43,210824047.0,17.0,1.0,30.0,17.0,53.0,5.0,18.0,1.0,13.0,3.0,16.0,13.0,25.0,14.0,89.0,16.0,66.0,41.0,1.0,49.0,9.0,4.0,1.0,35.0,0.0,6.0,5.0,0.0,0.0,1.0,46.0,1.0,13.0,20.0,3.0,4.0,14.0,0.0,3.0,4.0,6.0,28.0,0.0,19.0,26.0,45.0,15.0,15.0,9.0,15.0,27.0,57.0,1.0,2.0,39.0,22.0,0.0,33.0,0.0,0.0,10.0,31.0,17.0,32.0,5.0,49.0,63.0,53.0,0.0,53.0,30.0,31.0,0.0,1.0,12.0,7.0,57.0,2.0,0.0,1.0,62.0,14.0,3.0,2.0,1.0,14.0,2.0,3.0,8.0,1.0,1.0,32.0,4.0,0.0,44.0,39.0,0.0,88.0,7.0,2.0,19.0
44,235718672.0,486.0,138.0,408.0,16.0,327.0,65.0,118.0,137.0,87.0,15.0,65.0,989.0,263.0,266.0,1243.0,476.0,29.0,137.0,13.0,38.0,21.0,6.0,16.0,158.0,8.0,154.0,74.0,0.0,0.0,7.0,326.0,18.0,209.0,134.0,25.0,19.0,229.0,0.0,83.0,10.0,55.0,20.0,19.0,0.0,161.0,310.0,33.0,165.0,277.0,46.0,514.0,147.0,206.0,4.0,90.0,10.0,0.0,37.0,4.0,22.0,9.0,171.0,18.0,27.0,7.0,85.0,81.0,151.0,11.0,43.0,23.0,20.0,0.0,16.0,91.0,27.0,47.0,5.0,15.0,22.0,24.0,5.0,3.0,1.0,9.0,0.0,216.0,21.0,96.0,189.0,0.0,96.0,9.0,0.0,97.0,194.0,0.0,28.0,126.0,2.0,50.0
45,244896607.0,118.0,32.0,116.0,13.0,126.0,29.0,61.0,9.0,51.0,7.0,47.0,93.0,146.0,93.0,264.0,87.0,55.0,83.0,7.0,32.0,33.0,5.0,3.0,85.0,0.0,41.0,36.0,0.0,0.0,4.0,154.0,2.0,50.0,42.0,10.0,6.0,82.0,0.0,14.0,4.0,26.0,21.0,26.0,161.0,0.0,154.0,36.0,55.0,74.0,40.0,192.0,112.0,11.0,5.0,114.0,19.0,0.0,54.0,1.0,2.0,15.0,141.0,24.0,28.0,14.0,72.0,104.0,145.0,3.0,44.0,43.0,29.0,0.0,2.0,75.0,30.0,49.0,1.0,5.0,13.0,34.0,3.0,1.0,2.0,2.0,0.0,29.0,12.0,17.0,20.0,0.0,49.0,10.0,0.0,109.0,182.0,0.0,68.0,60.0,2.0,49.0
46,247012412.0,263.0,104.0,350.0,45.0,332.0,27.0,113.0,46.0,60.0,12.0,110.0,245.0,304.0,263.0,498.0,189.0,69.0,255.0,12.0,59.0,37.0,1.0,6.0,214.0,10.0,53.0,29.0,0.0,0.0,7.0,299.0,16.0,182.0,173.0,24.0,30.0,236.0,0.0,33.0,11.0,60.0,45.0,45.0,310.0,154.0,0.0,36.0,108.0,237.0,68.0,327.0,207.0,13.0,11.0,181.0,34.0,0.0,98.0,5.0,6.0,27.0,217.0,35.0,65.0,16.0,115.0,226.0,174.0,7.0,148.0,69.0,61.0,0.0,7.0,119.0,36.0,125.0,5.0,11.0,12.0,95.0,9.0,5.0,5.0,6.0,9.0,58.0,17.0,61.0,58.0,4.0,102.0,19.0,0.0,206.0,317.0,0.0,115.0,131.0,4.0,56.0
47,247494866.0,18.0,7.0,35.0,2.0,31.0,70.0,13.0,20.0,25.0,5.0,13.0,20.0,23.0,20.0,64.0,75.0,21.0,38.0,1.0,60.0,20.0,2.0,3.0,18.0,1.0,66.0,62.0,0.0,0.0,0.0,31.0,3.0,27.0,80.0,6.0,7.0,12.0,0.0,10.0,2.0,3.0,8.0,15.0,33.0,36.0,36.0,0.0,12.0,21.0,11.0,38.0,26.0,95.0,1.0,11.0,5.0,0.0,18.0,1.0,3.0,3.0,34.0,2.0,10.0,1.0,21.0,27.0,41.0,2.0,5.0,7.0,9.0,0.0,1.0,15.0,8.0,13.0,0.0,0.0,2.0,12.0,3.0,1.0,0.0,0.0,0.0,21.0,12.0,8.0,13.0,0.0,22.0,4.0,0.0,16.0,49.0,0.0,15.0,11.0,0.0,17.0
48,253451653.0,121.0,30.0,195.0,18.0,144.0,37.0,68.0,29.0,48.0,15.0,22.0,126.0,105.0,84.0,197.0,154.0,22.0,84.0,14.0,51.0,14.0,2.0,20.0,99.0,9.0,57.0,8.0,0.0,0.0,10.0,187.0,10.0,116.0,69.0,30.0,24.0,82.0,0.0,50.0,16.0,20.0,36.0,15.0,165.0,55.0,108.0,12.0,0.0,141.0,53.0,208.0,125.0,15.0,1.0,52.0,53.0,0.0,45.0,6.0,11.0,4.0,75.0,13.0,37.0,5.0,66.0,51.0,95.0,20.0,60.0,17.0,32.0,0.0,7.0,26.0,14.0,83.0,9.0,16.0,7.0,65.0,46.0,9.0,4.0,14.0,20.0,90.0,13.0,91.0,32.0,2.0,65.0,5.0,0.0,69.0,64.0,0.0,46.0,39.0,2.0,38.0
49,255040592.0,207.0,62.0,359.0,18.0,240.0,41.0,87.0,69.0,52.0,11.0,85.0,186.0,224.0,229.0,336.0,209.0,13.0,113.0,14.0,25.0,28.0,2.0,15.0,140.0,5.0,46.0,12.0,0.0,0.0,8.0,272.0,17.0,151.0,125.0,23.0,30.0,222.0,0.0,33.0,16.0,44.0,18.0,9.0,277.0,74.0,237.0,21.0,141.0,0.0,79.0,314.0,115.0,31.0,4.0,76.0,11.0,0.0,41.0,7.0,14.0,3.0,117.0,14.0,25.0,6.0,44.0,59.0,103.0,6.0,52.0,19.0,21.0,0.0,14.0,59.0,16.0,45.0,7.0,13.0,4.0,32.0,3.0,11.0,1.0,7.0,2.0,75.0,39.0,61.0,83.0,3.0,45.0,5.0,0.0,72.0,151.0,0.0,24.0,105.0,3.0,27.0
50,258047934.0,51.0,10.0,157.0,20.0,110.0,3.0,70.0,16.0,17.0,10.0,99.0,40.0,46.0,43.0,123.0,76.0,25.0,94.0,7.0,36.0,23.0,1.0,5.0,196.0,7.0,25.0,1.0,0.0,0.0,8.0,195.0,8.0,114.0,205.0,20.0,29.0,40.0,0.0,12.0,10.0,45.0,21.0,15.0,46.0,40.0,68.0,11.0,53.0,79.0,0.0,83.0,92.0,0.0,3.0,34.0,18.0,0.0,47.0,3.0,3.0,7.0,53.0,15.0,32.0,7.0,43.0,49.0,62.0,0.0,66.0,24.0,24.0,0.0,1.0,21.0,10.0,59.0,2.0,6.0,5.0,56.0,3.0,26.0,5.0,3.0,2.0,20.0,28.0,34.0,11.0,2.0,40.0,5.0,0.0,44.0,60.0,0.0,44.0,23.0,1.0,18.0
51,261885661.0,348.0,95.0,412.0,30.0,364.0,35.0,109.0,97.0,118.0,27.0,80.0,332.0,403.0,421.0,698.0,364.0,57.0,173.0,15.0,45.0,42.0,9.0,24.0,174.0,10.0,89.0,32.0,0.0,0.0,11.0,399.0,18.0,171.0,125.0,31.0,20.0,220.0,0.0,54.0,23.0,59.0,31.0,27.0,514.0,192.0,327.0,38.0,208.0,314.0,83.0,0.0,227.0,27.0,5.0,156.0,21.0,0.0,83.0,5.0,18.0,13.0,303.0,44.0,57.0,19.0,123.0,147.0,267.0,11.0,86.0,52.0,50.0,0.0,21.0,116.0,41.0,92.0,8.0,23.0,18.0,54.0,3.0,9.0,2.0,18.0,2.0,119.0,34.0,115.0,62.0,0.0,112.0,15.0,0.0,186.0,305.0,0.0,70.0,152.0,1.0,76.0
52,262821567.0,155.0,19.0,246.0,46.0,256.0,13.0,102.0,38.0,55.0,29.0,62.0,124.0,151.0,105.0,403.0,130.0,114.0,189.0,25.0,98.0,28.0,10.0,25.0,201.0,9.0,57.0,13.0,0.0,0.0,20.0,279.0,25.0,142.0,115.0,35.0,41.0,98.0,0.0,27.0,29.0,52.0,83.0,57.0,147.0,112.0,207.0,26.0,125.0,115.0,92.0,227.0,0.0,13.0,9.0,136.0,67.0,0.0,130.0,13.0,10.0,23.0,147.0,62.0,109.0,25.0,190.0,219.0,193.0,3.0,185.0,98.0,109.0,0.0,15.0,52.0,26.0,225.0,19.0,29.0,12.0,171.0,50.0,12.0,9.0,27.0,22.0,52.0,26.0,98.0,35.0,3.0,137.0,24.0,0.0,162.0,178.0,0.0,237.0,51.0,3.0,55.0
53,263515257.0,21.0,21.0,82.0,6.0,22.0,106.0,13.0,104.0,28.0,3.0,11.0,73.0,23.0,30.0,42.0,111.0,2.0,7.0,22.0,57.0,8.0,0.0,37.0,10.0,2.0,446.0,76.0,0.0,0.0,6.0,26.0,35.0,23.0,54.0,4.0,6.0,30.0,0.0,42.0,8.0,1.0,2.0,1.0,206.0,11.0,13.0,95.0,15.0,31.0,0.0,27.0,13.0,0.0,0.0,2.0,0.0,0.0,1.0,25.0,121.0,0.0,14.0,1.0,2.0,1.0,5.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,48.0,7.0,4.0,0.0,5.0,11.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,305.0,4.0,46.0,66.0,0.0,9.0,0.0,0.0,4.0,11.0,0.0,2.0,5.0,0.0,2.0
54,266562398.0,4.0,0.0,6.0,8.0,10.0,0.0,7.0,0.0,3.0,2.0,10.0,3.0,7.0,9.0,12.0,1.0,3.0,12.0,1.0,7.0,4.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,8.0,2.0,1.0,6.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,5.0,11.0,1.0,1.0,4.0,3.0,5.0,9.0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,5.0,11.0,6.0,0.0,6.0,6.0,1.0,0.0,0.0,2.0,2.0,10.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,7.0,0.0,13.0,1.0,0.0,2.0
55,267088381.0,96.0,19.0,120.0,27.0,142.0,7.0,58.0,4.0,35.0,6.0,67.0,55.0,168.0,112.0,305.0,48.0,66.0,110.0,3.0,53.0,32.0,5.0,2.0,101.0,0.0,12.0,11.0,0.0,0.0,5.0,137.0,1.0,39.0,54.0,8.0,5.0,100.0,0.0,6.0,8.0,27.0,16.0,39.0,90.0,114.0,181.0,11.0,52.0,76.0,34.0,156.0,136.0,2.0,10.0,0.0,32.0,0.0,54.0,0.0,2.0,12.0,122.0,23.0,46.0,11.0,90.0,178.0,118.0,3.0,93.0,48.0,47.0,0.0,3.0,58.0,24.0,95.0,0.0,4.0,5.0,84.0,5.0,5.0,2.0,3.0,6.0,25.0,18.0,15.0,23.0,1.0,34.0,10.0,0.0,150.0,160.0,0.0,160.0,59.0,5.0,36.0
56,268184418.0,8.0,0.0,27.0,17.0,32.0,2.0,13.0,1.0,5.0,8.0,9.0,6.0,19.0,8.0,78.0,10.0,44.0,35.0,1.0,42.0,11.0,2.0,2.0,30.0,6.0,5.0,2.0,0.0,0.0,2.0,39.0,2.0,14.0,12.0,6.0,11.0,17.0,0.0,3.0,6.0,7.0,30.0,22.0,10.0,19.0,34.0,5.0,53.0,11.0,18.0,21.0,67.0,0.0,1.0,32.0,0.0,0.0,39.0,0.0,1.0,11.0,19.0,16.0,33.0,8.0,48.0,65.0,37.0,0.0,63.0,30.0,51.0,0.0,0.0,5.0,2.0,86.0,1.0,2.0,1.0,62.0,47.0,4.0,4.0,3.0,16.0,2.0,2.0,12.0,2.0,2.0,32.0,1.0,0.0,46.0,27.0,0.0,89.0,3.0,2.0,10.0
57,269680826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,271201613.0,36.0,3.0,62.0,14.0,108.0,9.0,36.0,14.0,22.0,11.0,16.0,36.0,50.0,26.0,166.0,50.0,61.0,112.0,7.0,45.0,16.0,2.0,2.0,82.0,6.0,30.0,9.0,0.0,0.0,8.0,85.0,8.0,44.0,39.0,11.0,19.0,25.0,0.0,7.0,8.0,19.0,54.0,33.0,37.0,54.0,98.0,18.0,45.0,41.0,47.0,83.0,130.0,1.0,4.0,54.0,39.0,0.0,0.0,4.0,2.0,17.0,61.0,25.0,58.0,11.0,86.0,98.0,106.0,1.0,84.0,61.0,61.0,0.0,1.0,25.0,19.0,96.0,4.0,7.0,8.0,103.0,13.0,3.0,7.0,7.0,15.0,9.0,6.0,43.0,6.0,2.0,59.0,13.0,0.0,87.0,99.0,0.0,90.0,11.0,1.0,32.0
59,272259832.0,3.0,1.0,21.0,0.0,15.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,5.0,4.0,13.0,3.0,0.0,8.0,10.0,0.0,0.0,0.0,19.0,7.0,0.0,5.0,0.0,0.0,0.0,13.0,17.0,28.0,10.0,11.0,2.0,4.0,5.0,0.0,3.0,3.0,4.0,2.0,0.0,4.0,1.0,5.0,1.0,6.0,7.0,3.0,5.0,13.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,4.0,1.0,4.0,0.0,4.0,3.0,4.0,0.0,6.0,3.0,3.0,0.0,20.0,0.0,1.0,3.0,10.0,14.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,35.0,1.0,17.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0
60,272323854.0,13.0,3.0,30.0,0.0,9.0,10.0,10.0,25.0,8.0,2.0,1.0,6.0,17.0,8.0,10.0,18.0,0.0,9.0,17.0,1.0,0.0,1.0,31.0,6.0,2.0,23.0,5.0,0.0,0.0,14.0,16.0,23.0,11.0,12.0,2.0,3.0,7.0,0.0,35.0,3.0,0.0,5.0,0.0,22.0,2.0,6.0,3.0,11.0,14.0,3.0,18.0,10.0,121.0,0.0,2.0,1.0,0.0,2.0,14.0,0.0,0.0,5.0,1.0,2.0,0.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,49.0,0.0,2.0,3.0,2.0,24.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,178.0,0.0,32.0,19.0,0.0,10.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,7.0
61,274052325.0,7.0,0.0,13.0,3.0,26.0,2.0,7.0,1.0,4.0,1.0,2.0,8.0,10.0,7.0,35.0,8.0,14.0,20.0,0.0,11.0,4.0,1.0,3.0,15.0,0.0,6.0,6.0,0.0,0.0,0.0,19.0,0.0,7.0,5.0,0.0,2.0,9.0,0.0,1.0,1.0,3.0,21.0,10.0,9.0,15.0,27.0,3.0,4.0,3.0,7.0,13.0,23.0,0.0,0.0,12.0,11.0,0.0,17.0,0.0,0.0,0.0,18.0,4.0,8.0,4.0,25.0,29.0,17.0,0.0,30.0,20.0,13.0,0.0,2.0,8.0,8.0,19.0,2.0,1.0,0.0,30.0,9.0,1.0,2.0,0.0,6.0,5.0,3.0,5.0,0.0,0.0,15.0,3.0,0.0,26.0,31.0,0.0,25.0,3.0,0.0,2.0
62,275670270.0,156.0,35.0,198.0,19.0,198.0,24.0,63.0,28.0,65.0,15.0,49.0,123.0,217.0,190.0,342.0,144.0,38.0,134.0,11.0,33.0,29.0,2.0,11.0,109.0,3.0,54.0,28.0,0.0,0.0,11.0,187.0,8.0,77.0,62.0,13.0,6.0,109.0,0.0,25.0,10.0,33.0,36.0,31.0,171.0,141.0,217.0,34.0,75.0,117.0,53.0,303.0,147.0,14.0,4.0,122.0,19.0,0.0,61.0,4.0,5.0,18.0,0.0,28.0,33.0,14.0,91.0,131.0,149.0,5.0,57.0,41.0,27.0,0.0,13.0,92.0,43.0,54.0,4.0,14.0,8.0,43.0,3.0,4.0,2.0,7.0,2.0,50.0,17.0,52.0,29.0,0.0,66.0,7.0,0.0,124.0,257.0,0.0,61.0,82.0,3.0,46.0
63,279573378.0,24.0,4.0,24.0,7.0,38.0,3.0,15.0,2.0,15.0,1.0,14.0,18.0,47.0,19.0,67.0,13.0,26.0,39.0,1.0,19.0,4.0,2.0,2.0,30.0,0.0,10.0,2.0,0.0,0.0,2.0,41.0,4.0,19.0,18.0,5.0,4.0,16.0,0.0,1.0,6.0,20.0,12.0,17.0,18.0,24.0,35.0,2.0,13.0,14.0,15.0,44.0,62.0,1.0,2.0,23.0,16.0,0.0,25.0,1.0,1.0,4.0,28.0,0.0,43.0,21.0,24.0,30.0,48.0,0.0,37.0,24.0,41.0,0.0,3.0,11.0,5.0,40.0,3.0,4.0,1.0,28.0,5.0,4.0,3.0,1.0,2.0,3.0,2.0,17.0,1.0,0.0,20.0,4.0,0.0,22.0,33.0,0.0,29.0,10.0,2.0,13.0
