,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
20,64149875.0,23.0,6.0,105.0,56.0,94.0,26.0,38.0,24.0,16.0,11.0,44.0,16.0,41.0,31.0,116.0,35.0,59.0,61.0,3.0,0.0,38.0,8.0,1.0,73.0,3.0,20.0,25.0,0.0,0.0,2.0,104.0,2.0,40.0,80.0,7.0,17.0,32.0,0.0,2.0,2.0,16.0,51.0,49.0,38.0,32.0,59.0,60.0,51.0,25.0,36.0,45.0,98.0,57.0,7.0,53.0,42.0,0.0,45.0,0.0,1.0,11.0,33.0,19.0,42.0,9.0,82.0,100.0,55.0,1.0,110.0,47.0,37.0,0.0,1.0,18.0,8.0,144.0,1.0,2.0,3.0,82.0,58.0,3.0,5.0,4.0,21.0,11.0,31.0,8.0,10.0,1.0,86.0,6.0,0.0,56.0,53.0,0.0,132.0,15.0,1.0,21.0
21,67964859.0,17.0,9.0,31.0,9.0,40.0,11.0,17.0,3.0,15.0,2.0,22.0,7.0,33.0,20.0,72.0,24.0,14.0,25.0,2.0,38.0,0.0,3.0,3.0,26.0,1.0,14.0,6.0,0.0,0.0,1.0,53.0,1.0,19.0,35.0,4.0,3.0,25.0,0.0,0.0,2.0,6.0,5.0,9.0,21.0,33.0,37.0,20.0,14.0,28.0,23.0,42.0,28.0,8.0,4.0,32.0,11.0,0.0,16.0,0.0,0.0,4.0,29.0,4.0,8.0,0.0,17.0,30.0,41.0,1.0,18.0,13.0,7.0,0.0,2.0,16.0,7.0,19.0,2.0,1.0,2.0,13.0,3.0,1.0,0.0,1.0,1.0,9.0,16.0,3.0,3.0,0.0,15.0,4.0,0.0,27.0,40.0,0.0,23.0,18.0,1.0,10.0
22,69179772.0,3.0,0.0,6.0,3.0,5.0,3.0,6.0,1.0,2.0,1.0,0.0,0.0,5.0,2.0,18.0,9.0,9.0,5.0,1.0,8.0,3.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,4.0,6.0,5.0,1.0,2.0,2.0,2.0,1.0,9.0,10.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,5.0,7.0,16.0,8.0,0.0,13.0,6.0,7.0,0.0,0.0,2.0,0.0,26.0,0.0,1.0,2.0,7.0,6.0,1.0,0.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,6.0,7.0,0.0,30.0,1.0,0.0,1.0
23,71294722.0,11.0,2.0,32.0,1.0,22.0,4.0,5.0,7.0,7.0,2.0,4.0,13.0,12.0,12.0,29.0,19.0,3.0,16.0,43.0,1.0,3.0,0.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,29.0,28.0,48.0,17.0,14.0,8.0,2.0,6.0,0.0,21.0,17.0,2.0,4.0,1.0,16.0,3.0,6.0,3.0,20.0,15.0,5.0,24.0,25.0,37.0,0.0,2.0,2.0,0.0,2.0,19.0,31.0,3.0,11.0,2.0,6.0,0.0,10.0,9.0,10.0,0.0,10.0,2.0,4.0,0.0,90.0,2.0,1.0,5.0,5.0,44.0,0.0,10.0,2.0,1.0,0.0,10.0,0.0,88.0,4.0,63.0,8.0,0.0,9.0,1.0,0.0,6.0,5.0,0.0,7.0,4.0,0.0,3.0
24,73025086.0,122.0,23.0,446.0,102.0,290.0,13.0,152.0,27.0,43.0,33.0,330.0,110.0,125.0,90.0,284.0,164.0,54.0,314.0,17.0,73.0,26.0,4.0,15.0,0.0,10.0,58.0,14.0,0.0,0.0,17.0,494.0,28.0,245.0,679.0,61.0,58.0,132.0,0.0,32.0,27.0,122.0,46.0,35.0,158.0,85.0,214.0,18.0,99.0,140.0,196.0,174.0,201.0,10.0,11.0,101.0,30.0,0.0,82.0,7.0,6.0,15.0,109.0,30.0,58.0,10.0,93.0,123.0,131.0,5.0,127.0,54.0,52.0,0.0,9.0,49.0,24.0,135.0,24.0,17.0,12.0,124.0,10.0,56.0,7.0,19.0,9.0,63.0,70.0,78.0,28.0,3.0,95.0,13.0,0.0,109.0,125.0,0.0,115.0,57.0,2.0,52.0
25,78985632.0,7.0,0.0,17.0,2.0,13.0,0.0,4.0,2.0,1.0,5.0,1.0,15.0,4.0,4.0,17.0,10.0,2.0,9.0,3.0,3.0,1.0,0.0,0.0,10.0,0.0,2.0,2.0,0.0,0.0,1.0,16.0,2.0,12.0,12.0,2.0,4.0,1.0,0.0,4.0,5.0,3.0,3.0,0.0,8.0,0.0,10.0,1.0,9.0,5.0,7.0,10.0,9.0,2.0,0.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,4.0,1.0,6.0,2.0,6.0,0.0,2.0,2.0,5.0,0.0,1.0,2.0,1.0,9.0,1.0,2.0,0.0,5.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,9.0,2.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,3.0
26,80791048.0,67.0,29.0,95.0,5.0,66.0,56.0,32.0,53.0,45.0,7.0,15.0,109.0,45.0,26.0,97.0,183.0,16.0,58.0,5.0,20.0,14.0,3.0,8.0,58.0,2.0,0.0,69.0,0.0,0.0,5.0,90.0,13.0,83.0,82.0,13.0,7.0,25.0,0.0,35.0,3.0,15.0,19.0,6.0,154.0,41.0,53.0,66.0,57.0,46.0,25.0,89.0,57.0,446.0,1.0,12.0,5.0,0.0,30.0,5.0,23.0,6.0,54.0,10.0,19.0,5.0,24.0,26.0,48.0,17.0,16.0,11.0,15.0,0.0,4.0,18.0,18.0,19.0,7.0,7.0,4.0,14.0,3.0,3.0,1.0,6.0,0.0,92.0,11.0,44.0,65.0,0.0,37.0,8.0,0.0,27.0,48.0,0.0,10.0,13.0,1.0,22.0
27,87250666.0,24.0,5.0,25.0,3.0,24.0,35.0,7.0,12.0,17.0,4.0,5.0,39.0,25.0,16.0,62.0,65.0,5.0,15.0,0.0,25.0,6.0,1.0,0.0,14.0,2.0,69.0,0.0,0.0,0.0,1.0,26.0,0.0,9.0,31.0,5.0,5.0,19.0,0.0,3.0,2.0,5.0,5.0,5.0,74.0,36.0,29.0,62.0,8.0,12.0,1.0,32.0,13.0,76.0,1.0,11.0,2.0,0.0,9.0,0.0,5.0,6.0,28.0,2.0,4.0,1.0,13.0,23.0,19.0,3.0,8.0,6.0,3.0,0.0,1.0,19.0,12.0,6.0,2.0,0.0,1.0,6.0,2.0,1.0,0.0,2.0,0.0,17.0,8.0,6.0,14.0,0.0,6.0,3.0,0.0,17.0,45.0,0.0,10.0,9.0,0.0,9.0
28,96894552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,97101016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,108590056.0,6.0,0.0,37.0,3.0,15.0,1.0,5.0,2.0,3.0,1.0,10.0,7.0,15.0,4.0,22.0,8.0,7.0,17.0,21.0,2.0,1.0,0.0,29.0,17.0,1.0,5.0,1.0,0.0,0.0,0.0,27.0,18.0,17.0,15.0,5.0,8.0,9.0,0.0,8.0,9.0,8.0,6.0,1.0,7.0,4.0,7.0,0.0,10.0,8.0,8.0,11.0,20.0,6.0,0.0,5.0,2.0,0.0,8.0,13.0,14.0,0.0,11.0,2.0,5.0,1.0,7.0,8.0,11.0,0.0,17.0,6.0,6.0,0.0,25.0,2.0,1.0,7.0,10.0,22.0,2.0,8.0,0.0,4.0,1.0,2.0,0.0,20.0,4.0,28.0,2.0,0.0,8.0,2.0,0.0,10.0,8.0,0.0,6.0,1.0,0.0,4.0
