,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
20,194008664.0,7.0,144.0,4.0,17.0,0.0,10.0,65.0,5.0,95.0,155.0,7.0,126.0,69.0,0.0,0.0,67.0,11.0,58.0,6.0,0.0,5.0,134.0,39.0,18.0,51.0,35.0,17.0,4.0,18.0,11.0,16.0,56.0,5.0,38.0,14.0,5.0,14.0,11.0,8.0,11.0,4.0,0.0,60.0,2.0,4.0,1.0,0.0,11.0,3.0,2.0,0.0,0.0,7.0,1.0,0.0,6.0,6.0,30.0,21.0,3.0,2.0,14.0,44.0,0.0,9.0,0.0,47.0,72.0,5.0,2.0,26.0,3.0,4.0
21,210824047.0,0.0,30.0,0.0,3.0,1.0,5.0,11.0,1.0,15.0,14.0,0.0,7.0,3.0,0.0,1.0,1.0,1.0,11.0,1.0,5.0,0.0,21.0,6.0,1.0,9.0,0.0,38.0,1.0,0.0,15.0,1.0,3.0,3.0,15.0,8.0,0.0,1.0,1.0,9.0,8.0,0.0,15.0,5.0,0.0,2.0,5.0,5.0,5.0,24.0,1.0,0.0,0.0,2.0,0.0,7.0,1.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,8.0,39.0,0.0,0.0,1.0,1.0,1.0
22,217078361.0,30.0,237.0,4.0,39.0,0.0,44.0,220.0,13.0,181.0,247.0,15.0,314.0,139.0,0.0,5.0,167.0,15.0,142.0,12.0,134.0,21.0,0.0,65.0,44.0,114.0,68.0,36.0,3.0,29.0,54.0,30.0,98.0,17.0,56.0,16.0,10.0,27.0,14.0,13.0,27.0,8.0,6.0,92.0,4.0,48.0,5.0,3.0,19.0,8.0,18.0,0.0,2.0,6.0,2.0,5.0,7.0,4.0,52.0,28.0,3.0,23.0,27.0,160.0,0.0,28.0,0.0,95.0,105.0,7.0,10.0,55.0,3.0,10.0
23,217207174.0,5.0,140.0,3.0,11.0,4.0,8.0,30.0,8.0,57.0,62.0,6.0,62.0,36.0,0.0,2.0,20.0,6.0,53.0,7.0,39.0,6.0,65.0,0.0,9.0,47.0,25.0,17.0,0.0,5.0,8.0,7.0,54.0,7.0,52.0,18.0,4.0,13.0,7.0,14.0,17.0,7.0,7.0,52.0,4.0,3.0,9.0,2.0,35.0,3.0,4.0,0.0,2.0,7.0,1.0,6.0,6.0,9.0,15.0,12.0,1.0,1.0,12.0,34.0,0.0,7.0,0.0,58.0,18.0,3.0,3.0,31.0,3.0,3.0
24,240401589.0,25.0,47.0,3.0,6.0,0.0,60.0,47.0,13.0,24.0,26.0,27.0,37.0,12.0,0.0,0.0,33.0,2.0,19.0,8.0,18.0,1.0,44.0,9.0,0.0,26.0,12.0,4.0,1.0,4.0,12.0,9.0,30.0,2.0,6.0,1.0,13.0,7.0,3.0,1.0,4.0,9.0,0.0,30.0,2.0,1.0,0.0,0.0,2.0,1.0,30.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,34.0,8.0,1.0,24.0,6.0,68.0,0.0,34.0,0.0,27.0,18.0,5.0,5.0,6.0,4.0,2.0
25,241314646.0,14.0,284.0,3.0,31.0,1.0,29.0,29.0,10.0,165.0,79.0,23.0,112.0,31.0,0.0,0.0,24.0,131.0,65.0,7.0,51.0,9.0,114.0,47.0,26.0,0.0,80.0,91.0,50.0,19.0,14.0,22.0,493.0,14.0,43.0,121.0,4.0,60.0,189.0,25.0,69.0,17.0,20.0,182.0,1.0,1.0,6.0,3.0,23.0,7.0,15.0,0.0,1.0,205.0,0.0,7.0,226.0,123.0,30.0,236.0,49.0,8.0,126.0,83.0,0.0,31.0,0.0,60.0,42.0,2.0,3.0,28.0,2.0,4.0
26,244646001.0,15.0,102.0,3.0,17.0,0.0,22.0,18.0,8.0,72.0,55.0,19.0,89.0,24.0,0.0,0.0,29.0,11.0,36.0,4.0,35.0,0.0,68.0,25.0,12.0,80.0,0.0,12.0,2.0,16.0,6.0,15.0,51.0,5.0,21.0,12.0,9.0,13.0,12.0,5.0,13.0,6.0,4.0,78.0,2.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0,0.0,7.0,0.0,1.0,11.0,7.0,18.0,19.0,3.0,5.0,12.0,51.0,0.0,15.0,0.0,29.0,14.0,5.0,2.0,19.0,3.0,9.0
27,246194449.0,4.0,143.0,0.0,8.0,0.0,4.0,20.0,2.0,57.0,24.0,4.0,25.0,16.0,0.0,1.0,5.0,6.0,21.0,3.0,17.0,38.0,36.0,17.0,4.0,91.0,12.0,0.0,2.0,7.0,7.0,3.0,61.0,7.0,49.0,20.0,2.0,6.0,8.0,23.0,22.0,3.0,63.0,24.0,2.0,2.0,12.0,17.0,31.0,22.0,3.0,0.0,2.0,12.0,0.0,17.0,34.0,11.0,7.0,10.0,0.0,3.0,9.0,17.0,0.0,4.0,0.0,17.0,62.0,2.0,3.0,8.0,1.0,1.0
28,246223044.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,50.0,2.0,2.0,0.0,0.0,1.0,3.0,60.0,2.0,0.0,35.0,0.0,6.0,48.0,3.0,10.0,0.0,3.0,23.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,47.0,0.0,5.0,50.0,33.0,0.0,48.0,17.0,0.0,24.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
29,246698340.0,4.0,72.0,3.0,1.0,0.0,5.0,21.0,3.0,52.0,22.0,4.0,43.0,33.0,0.0,0.0,18.0,1.0,12.0,0.0,18.0,0.0,29.0,5.0,4.0,19.0,16.0,7.0,0.0,0.0,7.0,1.0,8.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,3.0,24.0,0.0,2.0,0.0,5.0,48.0,1.0,2.0,2.0,0.0,1.0
30,247494866.0,2.0,35.0,1.0,2.0,0.0,106.0,60.0,21.0,31.0,37.0,3.0,22.0,25.0,0.0,1.0,8.0,2.0,29.0,1.0,11.0,15.0,54.0,8.0,12.0,14.0,6.0,7.0,1.0,7.0,0.0,8.0,12.0,1.0,11.0,2.0,0.0,4.0,1.0,0.0,3.0,1.0,4.0,10.0,1.0,27.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,2.0,5.0,21.0,0.0,1.0,0.0,8.0,50.0,1.0,3.0,6.0,0.0,1.0
31,253512128.0,8.0,22.0,3.0,5.0,1.0,20.0,22.0,11.0,19.0,26.0,15.0,19.0,10.0,0.0,1.0,17.0,6.0,17.0,4.0,16.0,1.0,30.0,7.0,9.0,22.0,15.0,3.0,3.0,1.0,8.0,0.0,27.0,2.0,5.0,4.0,3.0,6.0,8.0,2.0,4.0,2.0,0.0,26.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,4.0,4.0,18.0,13.0,3.0,5.0,10.0,43.0,0.0,1.0,0.0,33.0,8.0,18.0,9.0,8.0,2.0,2.0
32,254181639.0,23.0,259.0,2.0,20.0,1.0,31.0,32.0,11.0,141.0,64.0,17.0,75.0,51.0,0.0,2.0,29.0,108.0,65.0,7.0,56.0,3.0,98.0,54.0,30.0,493.0,51.0,61.0,60.0,8.0,12.0,27.0,0.0,17.0,33.0,133.0,9.0,58.0,209.0,25.0,59.0,22.0,19.0,173.0,6.0,4.0,13.0,4.0,31.0,6.0,17.0,0.0,3.0,222.0,1.0,15.0,238.0,146.0,37.0,243.0,47.0,9.0,137.0,119.0,0.0,46.0,0.0,84.0,29.0,7.0,10.0,42.0,3.0,5.0
33,254397078.0,1.0,20.0,0.0,3.0,2.0,3.0,3.0,1.0,11.0,9.0,2.0,9.0,3.0,0.0,27.0,8.0,2.0,5.0,0.0,5.0,3.0,17.0,7.0,2.0,14.0,5.0,7.0,2.0,0.0,1.0,2.0,17.0,0.0,7.0,14.0,1.0,6.0,5.0,91.0,104.0,0.0,28.0,6.0,0.0,4.0,68.0,45.0,4.0,2.0,1.0,0.0,34.0,3.0,0.0,118.0,2.0,5.0,5.0,8.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,9.0,8.0,0.0,1.0,10.0,0.0,0.0
34,258047934.0,2.0,157.0,1.0,8.0,3.0,5.0,24.0,3.0,73.0,53.0,1.0,48.0,43.0,0.0,0.0,11.0,1.0,38.0,2.0,38.0,15.0,56.0,52.0,6.0,43.0,21.0,49.0,0.0,7.0,11.0,5.0,33.0,7.0,0.0,4.0,1.0,5.0,2.0,8.0,5.0,3.0,7.0,27.0,1.0,6.0,2.0,2.0,50.0,8.0,1.0,0.0,1.0,5.0,0.0,7.0,5.0,5.0,14.0,7.0,2.0,0.0,6.0,20.0,0.0,5.0,0.0,34.0,60.0,2.0,2.0,17.0,0.0,1.0
35,260258650.0,1.0,61.0,0.0,5.0,0.0,2.0,3.0,1.0,33.0,14.0,2.0,19.0,4.0,0.0,1.0,2.0,50.0,8.0,1.0,14.0,8.0,16.0,18.0,1.0,121.0,12.0,20.0,35.0,0.0,2.0,4.0,133.0,14.0,4.0,0.0,1.0,13.0,106.0,26.0,49.0,1.0,23.0,46.0,1.0,0.0,22.0,9.0,8.0,5.0,2.0,0.0,9.0,93.0,0.0,21.0,89.0,67.0,2.0,92.0,28.0,0.0,44.0,7.0,0.0,1.0,0.0,13.0,6.0,0.0,0.0,9.0,0.0,0.0
36,262320091.0,23.0,13.0,1.0,3.0,0.0,11.0,5.0,6.0,4.0,5.0,14.0,8.0,3.0,0.0,0.0,9.0,0.0,6.0,4.0,5.0,0.0,10.0,4.0,13.0,4.0,9.0,2.0,0.0,1.0,0.0,3.0,9.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,8.0,0.0,12.0,4.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,5.0,0.0,8.0,3.0,39.0,0.0,17.0,0.0,16.0,2.0,3.0,3.0,1.0,5.0,2.0
37,263937073.0,3.0,30.0,1.0,4.0,0.0,3.0,5.0,4.0,25.0,19.0,2.0,19.0,10.0,0.0,0.0,10.0,19.0,15.0,4.0,14.0,1.0,27.0,13.0,7.0,60.0,13.0,6.0,6.0,1.0,4.0,6.0,58.0,6.0,5.0,13.0,2.0,0.0,32.0,5.0,12.0,1.0,1.0,34.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,28.0,0.0,3.0,20.0,13.0,6.0,44.0,8.0,0.0,25.0,12.0,0.0,2.0,0.0,13.0,7.0,1.0,1.0,10.0,0.0,3.0
38,264649934.0,1.0,51.0,0.0,4.0,0.0,2.0,0.0,2.0,31.0,8.0,8.0,11.0,4.0,0.0,0.0,4.0,78.0,7.0,0.0,11.0,1.0,14.0,7.0,3.0,189.0,12.0,8.0,48.0,0.0,1.0,8.0,209.0,5.0,2.0,106.0,1.0,32.0,0.0,7.0,37.0,1.0,3.0,67.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,155.0,0.0,5.0,125.0,96.0,4.0,185.0,47.0,1.0,79.0,21.0,0.0,4.0,0.0,13.0,3.0,3.0,0.0,6.0,1.0,1.0
39,269348194.0,0.0,33.0,0.0,3.0,4.0,2.0,2.0,1.0,19.0,9.0,2.0,11.0,1.0,0.0,40.0,2.0,3.0,5.0,2.0,8.0,9.0,13.0,14.0,1.0,25.0,5.0,23.0,3.0,0.0,0.0,2.0,25.0,91.0,8.0,26.0,1.0,5.0,7.0,0.0,132.0,0.0,61.0,9.0,0.0,4.0,131.0,65.0,6.0,16.0,0.0,0.0,43.0,8.0,0.0,168.0,4.0,5.0,1.0,16.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,9.0,0.0,1.0
40,270626776.0,2.0,39.0,0.0,6.0,2.0,2.0,5.0,2.0,24.0,23.0,1.0,24.0,10.0,0.0,36.0,4.0,23.0,20.0,3.0,11.0,8.0,27.0,17.0,4.0,69.0,13.0,22.0,10.0,3.0,3.0,4.0,59.0,104.0,5.0,49.0,2.0,12.0,37.0,132.0,0.0,1.0,56.0,22.0,1.0,2.0,139.0,72.0,5.0,10.0,1.0,0.0,43.0,25.0,1.0,179.0,23.0,27.0,7.0,38.0,12.0,0.0,32.0,8.0,0.0,3.0,0.0,20.0,10.0,1.0,1.0,19.0,0.0,1.0
41,272259832.0,14.0,21.0,1.0,2.0,0.0,9.0,6.0,5.0,7.0,6.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,5.0,2.0,4.0,0.0,8.0,7.0,9.0,17.0,6.0,3.0,0.0,0.0,1.0,2.0,22.0,0.0,3.0,1.0,8.0,1.0,1.0,0.0,1.0,0.0,1.0,16.0,4.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,6.0,3.0,9.0,1.0,1.0,13.0,4.0,35.0,0.0,26.0,0.0,17.0,2.0,1.0,0.0,4.0,2.0,1.0
42,273325600.0,0.0,44.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,5.0,1.0,5.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,15.0,6.0,7.0,0.0,20.0,4.0,63.0,3.0,0.0,4.0,0.0,19.0,28.0,7.0,23.0,0.0,1.0,3.0,61.0,56.0,1.0,0.0,10.0,0.0,0.0,65.0,59.0,12.0,21.0,0.0,0.0,20.0,10.0,0.0,103.0,7.0,9.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,8.0,10.0,0.0,0.0,6.0,0.0,0.0
43,278440078.0,18.0,148.0,4.0,18.0,0.0,22.0,29.0,14.0,89.0,79.0,33.0,93.0,37.0,0.0,0.0,69.0,41.0,47.0,4.0,60.0,5.0,92.0,52.0,30.0,182.0,78.0,24.0,23.0,15.0,10.0,26.0,173.0,6.0,27.0,46.0,12.0,34.0,67.0,9.0,22.0,16.0,10.0,0.0,5.0,0.0,1.0,3.0,14.0,4.0,27.0,0.0,0.0,63.0,1.0,3.0,60.0,36.0,44.0,89.0,15.0,12.0,55.0,88.0,0.0,29.0,0.0,71.0,32.0,10.0,5.0,23.0,5.0,6.0
