,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
20,244101797.0,63.0,1.0,0.0,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,74.0,24.0,0.0,143.0,1.0,0.0,5.0,0.0,0.0,61.0,35.0,2.0,6.0,2.0,1.0,48.0,97.0,3.0,0.0,0.0,1.0,0.0,7.0,1.0,59.0,5.0,2.0,0.0,2.0,4.0,20.0,1.0,0.0,2.0,1.0,2.0,14.0,3.0,1.0,0.0,0.0,3.0,0.0,4.0,2.0,107.0,19.0,11.0,4.0,0.0,7.0,40.0,0.0,3.0,2.0,1.0,4.0,1.0,0.0,3.0,0.0,63.0,3.0,110.0,1.0,0.0,0.0,112.0,0.0,0.0,0.0,90.0,1.0,6.0,3.0,115.0,70.0,101.0,0.0,1.0,34.0,7.0,3.0,0.0,52.0,0.0,0.0,2.0,0.0,127.0,1.0,48.0,82.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,34.0,10.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
21,244511558.0,93.0,0.0,2.0,5.0,0.0,27.0,4.0,8.0,8.0,2.0,1.0,36.0,46.0,4.0,81.0,4.0,0.0,144.0,0.0,61.0,0.0,15.0,11.0,7.0,3.0,3.0,60.0,101.0,10.0,4.0,5.0,8.0,1.0,23.0,1.0,43.0,8.0,15.0,0.0,1.0,8.0,25.0,2.0,2.0,13.0,8.0,4.0,16.0,21.0,12.0,1.0,3.0,24.0,16.0,59.0,0.0,76.0,10.0,62.0,12.0,0.0,4.0,22.0,3.0,56.0,4.0,0.0,19.0,11.0,0.0,5.0,1.0,30.0,6.0,77.0,14.0,1.0,3.0,62.0,0.0,1.0,1.0,54.0,0.0,3.0,8.0,104.0,50.0,53.0,1.0,18.0,10.0,29.0,26.0,0.0,22.0,2.0,6.0,3.0,0.0,125.0,7.0,26.0,47.0,0.0,19.0,12.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,15.0,194.0,0.0,6.0,3.0,7.0,2.0,0.0,0.0,0.0,3.0,42.0,4.0,13.0,0.0,8.0,1.0,39.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0
22,246223044.0,36.0,0.0,0.0,2.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,26.0,14.0,1.0,63.0,1.0,0.0,0.0,0.0,35.0,15.0,0.0,2.0,6.0,6.0,1.0,21.0,41.0,1.0,1.0,2.0,4.0,0.0,7.0,1.0,35.0,4.0,1.0,0.0,2.0,4.0,11.0,3.0,1.0,3.0,5.0,3.0,10.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,56.0,12.0,5.0,4.0,0.0,5.0,14.0,0.0,4.0,2.0,1.0,2.0,4.0,0.0,4.0,1.0,34.0,5.0,47.0,3.0,2.0,2.0,49.0,0.0,0.0,0.0,44.0,0.0,7.0,2.0,51.0,33.0,48.0,0.0,2.0,17.0,7.0,3.0,0.0,24.0,0.0,0.0,0.0,1.0,51.0,1.0,20.0,31.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,246922506.0,5.0,2.0,2.0,32.0,1.0,102.0,0.0,3.0,11.0,39.0,2.0,0.0,136.0,7.0,6.0,3.0,1.0,20.0,0.0,2.0,11.0,2.0,0.0,84.0,34.0,34.0,3.0,10.0,74.0,56.0,29.0,88.0,1.0,97.0,1.0,18.0,70.0,4.0,18.0,13.0,28.0,90.0,78.0,65.0,94.0,52.0,74.0,108.0,78.0,11.0,5.0,11.0,67.0,23.0,26.0,8.0,3.0,0.0,1.0,131.0,0.0,2.0,1.0,13.0,66.0,9.0,22.0,66.0,108.0,0.0,80.0,58.0,4.0,138.0,2.0,56.0,53.0,73.0,1.0,0.0,1.0,0.0,6.0,41.0,0.0,130.0,0.0,1.0,3.0,11.0,142.0,1.0,127.0,150.0,0.0,3.0,41.0,5.0,2.0,10.0,8.0,56.0,1.0,12.0,0.0,1.0,76.0,0.0,0.0,9.0,2.0,12.0,60.0,5.0,43.0,0.0,14.0,1.0,8.0,11.0,46.0,60.0,18.0,22.0,0.0,2.0,19.0,5.0,3.0,0.0,9.0,7.0,20.0,0.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0
24,252013761.0,11.0,3.0,2.0,28.0,1.0,98.0,3.0,0.0,15.0,32.0,1.0,4.0,107.0,6.0,12.0,6.0,0.0,34.0,0.0,6.0,7.0,6.0,84.0,0.0,30.0,39.0,6.0,22.0,77.0,64.0,33.0,76.0,0.0,96.0,5.0,24.0,76.0,2.0,14.0,22.0,40.0,73.0,57.0,61.0,103.0,66.0,86.0,113.0,78.0,11.0,0.0,14.0,59.0,19.0,26.0,12.0,6.0,3.0,1.0,144.0,2.0,6.0,1.0,9.0,59.0,13.0,25.0,68.0,100.0,0.0,88.0,66.0,8.0,114.0,8.0,62.0,47.0,66.0,5.0,1.0,0.0,0.0,14.0,38.0,2.0,117.0,3.0,8.0,10.0,10.0,126.0,1.0,107.0,119.0,0.0,7.0,33.0,3.0,2.0,16.0,8.0,43.0,6.0,22.0,0.0,2.0,79.0,0.0,0.0,9.0,0.0,14.0,49.0,2.0,39.0,1.0,11.0,3.0,21.0,13.0,42.0,62.0,20.0,23.0,0.0,0.0,24.0,5.0,0.0,0.0,3.0,6.0,18.0,0.0,1.0,4.0,0.0,8.0,3.0,1.0,1.0
25,252052670.0,2.0,2.0,0.0,7.0,3.0,36.0,2.0,3.0,5.0,9.0,1.0,0.0,36.0,6.0,4.0,2.0,0.0,3.0,0.0,2.0,3.0,6.0,34.0,30.0,0.0,12.0,2.0,6.0,22.0,26.0,18.0,23.0,3.0,40.0,2.0,9.0,26.0,3.0,1.0,5.0,17.0,31.0,23.0,19.0,40.0,45.0,23.0,40.0,20.0,3.0,0.0,9.0,31.0,17.0,5.0,4.0,1.0,1.0,0.0,41.0,0.0,2.0,0.0,6.0,28.0,5.0,6.0,24.0,27.0,0.0,26.0,11.0,1.0,38.0,4.0,19.0,16.0,31.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,35.0,5.0,0.0,2.0,1.0,44.0,0.0,50.0,38.0,0.0,2.0,2.0,3.0,0.0,5.0,6.0,25.0,1.0,5.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,4.0,12.0,2.0,9.0,1.0,1.0,1.0,2.0,3.0,18.0,19.0,6.0,5.0,0.0,0.0,7.0,2.0,0.0,0.0,3.0,5.0,12.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
26,252076958.0,5.0,1.0,2.0,14.0,1.0,42.0,2.0,2.0,8.0,11.0,2.0,4.0,43.0,4.0,5.0,2.0,1.0,7.0,0.0,1.0,3.0,1.0,34.0,39.0,12.0,0.0,2.0,13.0,37.0,27.0,11.0,41.0,2.0,47.0,3.0,12.0,35.0,0.0,6.0,16.0,13.0,24.0,19.0,30.0,45.0,33.0,33.0,54.0,30.0,5.0,0.0,6.0,29.0,9.0,10.0,8.0,3.0,1.0,0.0,60.0,0.0,2.0,2.0,6.0,30.0,1.0,19.0,37.0,51.0,0.0,37.0,33.0,3.0,44.0,2.0,16.0,23.0,34.0,3.0,0.0,0.0,0.0,5.0,18.0,2.0,46.0,1.0,2.0,7.0,3.0,45.0,0.0,39.0,46.0,0.0,5.0,11.0,2.0,3.0,8.0,3.0,19.0,2.0,12.0,0.0,0.0,34.0,0.0,0.0,7.0,0.0,12.0,22.0,0.0,19.0,1.0,4.0,2.0,5.0,7.0,24.0,28.0,14.0,14.0,0.0,0.0,8.0,3.0,1.0,0.0,4.0,0.0,10.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
27,253423791.0,84.0,1.0,0.0,1.0,1.0,24.0,3.0,1.0,2.0,0.0,0.0,36.0,17.0,0.0,92.0,1.0,1.0,12.0,0.0,48.0,60.0,21.0,3.0,6.0,2.0,2.0,0.0,98.0,1.0,0.0,0.0,3.0,1.0,7.0,4.0,39.0,1.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,5.0,4.0,1.0,16.0,0.0,1.0,2.0,0.0,5.0,2.0,4.0,0.0,75.0,13.0,18.0,8.0,0.0,5.0,23.0,0.0,6.0,1.0,0.0,2.0,3.0,0.0,4.0,0.0,30.0,5.0,81.0,2.0,0.0,3.0,72.0,0.0,0.0,0.0,71.0,1.0,6.0,2.0,57.0,36.0,92.0,0.0,3.0,22.0,3.0,4.0,0.0,36.0,0.0,0.0,1.0,0.0,54.0,4.0,33.0,64.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,4.0,3.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
28,253753754.0,174.0,19.0,6.0,3.0,12.0,48.0,25.0,26.0,21.0,0.0,3.0,93.0,107.0,4.0,212.0,17.0,7.0,31.0,0.0,97.0,101.0,41.0,10.0,22.0,6.0,13.0,98.0,0.0,13.0,3.0,4.0,10.0,7.0,30.0,40.0,112.0,66.0,31.0,0.0,20.0,6.0,31.0,1.0,2.0,22.0,11.0,10.0,66.0,6.0,25.0,0.0,1.0,44.0,6.0,18.0,4.0,191.0,40.0,22.0,89.0,3.0,41.0,44.0,2.0,19.0,7.0,3.0,54.0,13.0,0.0,5.0,1.0,101.0,6.0,175.0,10.0,2.0,3.0,185.0,0.0,4.0,1.0,146.0,6.0,41.0,6.0,122.0,102.0,243.0,1.0,18.0,53.0,43.0,24.0,0.0,143.0,0.0,1.0,26.0,4.0,158.0,14.0,74.0,161.0,0.0,52.0,34.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,46.0,31.0,33.0,4.0,3.0,14.0,5.0,0.0,1.0,0.0,9.0,12.0,0.0,8.0,0.0,51.0,2.0,32.0,0.0,20.0,0.0,4.0,0.0,2.0,0.0,0.0
29,253766102.0,2.0,1.0,1.0,30.0,3.0,76.0,5.0,3.0,15.0,54.0,1.0,4.0,86.0,10.0,6.0,7.0,0.0,6.0,0.0,3.0,10.0,1.0,74.0,77.0,22.0,37.0,1.0,13.0,0.0,64.0,26.0,74.0,4.0,68.0,3.0,15.0,54.0,7.0,16.0,26.0,26.0,66.0,56.0,57.0,68.0,49.0,64.0,88.0,52.0,12.0,1.0,15.0,61.0,27.0,16.0,9.0,3.0,2.0,0.0,123.0,4.0,2.0,2.0,18.0,64.0,3.0,25.0,71.0,78.0,0.0,63.0,50.0,6.0,95.0,5.0,48.0,39.0,62.0,3.0,0.0,1.0,0.0,9.0,38.0,0.0,112.0,4.0,7.0,6.0,14.0,114.0,2.0,94.0,106.0,0.0,6.0,27.0,7.0,6.0,21.0,11.0,33.0,3.0,16.0,0.0,0.0,76.0,0.0,0.0,7.0,2.0,12.0,44.0,4.0,34.0,0.0,12.0,2.0,9.0,10.0,39.0,49.0,14.0,22.0,0.0,1.0,8.0,5.0,3.0,0.0,8.0,1.0,19.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0
30,254510174.0,0.0,0.0,0.0,20.0,0.0,58.0,0.0,0.0,10.0,45.0,1.0,1.0,70.0,9.0,1.0,1.0,0.0,6.0,0.0,0.0,4.0,1.0,56.0,64.0,26.0,27.0,0.0,3.0,64.0,0.0,26.0,57.0,2.0,54.0,0.0,8.0,39.0,9.0,6.0,18.0,18.0,54.0,50.0,47.0,65.0,39.0,75.0,76.0,46.0,5.0,0.0,17.0,55.0,15.0,11.0,8.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,16.0,56.0,5.0,14.0,60.0,64.0,0.0,49.0,31.0,2.0,77.0,1.0,46.0,32.0,47.0,1.0,0.0,0.0,0.0,5.0,22.0,0.0,89.0,0.0,4.0,0.0,5.0,107.0,0.0,82.0,81.0,0.0,2.0,17.0,8.0,2.0,13.0,3.0,35.0,1.0,7.0,0.0,0.0,60.0,0.0,0.0,6.0,0.0,11.0,26.0,2.0,27.0,0.0,3.0,1.0,6.0,9.0,29.0,44.0,14.0,19.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,1.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
31,254516366.0,2.0,0.0,0.0,12.0,0.0,38.0,1.0,1.0,10.0,8.0,1.0,0.0,34.0,6.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,29.0,33.0,18.0,11.0,0.0,4.0,26.0,26.0,0.0,29.0,1.0,33.0,0.0,6.0,22.0,5.0,7.0,5.0,20.0,33.0,19.0,26.0,30.0,26.0,29.0,29.0,31.0,3.0,0.0,13.0,28.0,13.0,10.0,3.0,2.0,1.0,0.0,32.0,0.0,0.0,0.0,7.0,35.0,5.0,7.0,27.0,26.0,0.0,37.0,22.0,2.0,30.0,3.0,21.0,17.0,27.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,32.0,3.0,3.0,0.0,3.0,36.0,0.0,39.0,41.0,0.0,2.0,11.0,5.0,0.0,7.0,5.0,19.0,2.0,6.0,0.0,0.0,26.0,0.0,0.0,7.0,0.0,6.0,17.0,3.0,17.0,0.0,11.0,0.0,5.0,6.0,20.0,25.0,10.0,8.0,0.0,0.0,5.0,3.0,1.0,0.0,2.0,4.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
32,254918743.0,3.0,2.0,1.0,29.0,2.0,77.0,2.0,2.0,17.0,20.0,3.0,2.0,95.0,6.0,3.0,7.0,1.0,23.0,0.0,1.0,8.0,4.0,88.0,76.0,23.0,41.0,3.0,10.0,74.0,57.0,29.0,0.0,2.0,103.0,1.0,21.0,67.0,1.0,8.0,17.0,32.0,55.0,42.0,65.0,100.0,61.0,62.0,88.0,57.0,14.0,2.0,12.0,50.0,21.0,27.0,9.0,2.0,2.0,0.0,102.0,2.0,1.0,1.0,10.0,48.0,0.0,16.0,52.0,96.0,0.0,64.0,53.0,7.0,100.0,3.0,44.0,50.0,65.0,2.0,0.0,1.0,0.0,9.0,20.0,0.0,90.0,3.0,3.0,7.0,10.0,102.0,1.0,87.0,108.0,0.0,5.0,34.0,4.0,2.0,14.0,4.0,48.0,5.0,16.0,0.0,1.0,65.0,0.0,0.0,8.0,2.0,15.0,35.0,2.0,34.0,1.0,15.0,4.0,12.0,11.0,36.0,64.0,20.0,24.0,0.0,3.0,12.0,5.0,2.0,0.0,8.0,2.0,21.0,0.0,1.0,9.0,2.0,9.0,5.0,6.0,6.0
33,257155988.0,4.0,0.0,0.0,1.0,0.0,1.0,46.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,7.0,4.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
34,259166764.0,14.0,1.0,2.0,25.0,1.0,97.0,2.0,1.0,21.0,21.0,3.0,2.0,119.0,5.0,9.0,8.0,0.0,38.0,0.0,7.0,23.0,7.0,97.0,96.0,40.0,47.0,7.0,30.0,68.0,54.0,33.0,103.0,2.0,0.0,1.0,31.0,78.0,3.0,11.0,20.0,37.0,71.0,43.0,60.0,130.0,83.0,76.0,122.0,70.0,20.0,0.0,15.0,70.0,29.0,46.0,7.0,6.0,4.0,1.0,105.0,1.0,4.0,3.0,12.0,60.0,12.0,26.0,67.0,118.0,0.0,85.0,55.0,15.0,107.0,9.0,39.0,47.0,74.0,7.0,0.0,2.0,0.0,15.0,27.0,2.0,91.0,7.0,9.0,10.0,10.0,116.0,3.0,112.0,131.0,0.0,8.0,29.0,6.0,7.0,11.0,13.0,70.0,10.0,24.0,0.0,4.0,77.0,0.0,0.0,7.0,1.0,15.0,40.0,2.0,39.0,3.0,29.0,4.0,23.0,13.0,52.0,61.0,28.0,25.0,0.0,3.0,30.0,5.0,4.0,0.0,7.0,8.0,28.0,0.0,1.0,4.0,1.0,6.0,4.0,0.0,0.0
35,260004196.0,14.0,6.0,3.0,0.0,70.0,1.0,7.0,12.0,6.0,1.0,1.0,2.0,12.0,3.0,5.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,40.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,12.0,6.0,0.0,5.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,1.0,6.0,6.0,2.0,38.0,1.0,12.0,1.0,1.0,2.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,9.0,1.0,1.0,0.0,15.0,1.0,1.0,1.0,8.0,1.0,0.0,9.0,0.0,0.0,6.0,1.0,3.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,12.0,0.0,3.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0
36,260258650.0,53.0,3.0,3.0,4.0,2.0,49.0,9.0,8.0,10.0,1.0,2.0,50.0,52.0,2.0,110.0,8.0,1.0,11.0,0.0,59.0,43.0,35.0,18.0,24.0,9.0,12.0,39.0,112.0,15.0,8.0,6.0,21.0,1.0,31.0,7.0,0.0,25.0,1.0,3.0,4.0,9.0,33.0,7.0,12.0,20.0,19.0,19.0,49.0,13.0,12.0,0.0,4.0,19.0,11.0,7.0,1.0,87.0,21.0,13.0,28.0,0.0,11.0,30.0,3.0,13.0,5.0,6.0,22.0,20.0,0.0,15.0,12.0,69.0,21.0,93.0,12.0,9.0,14.0,104.0,0.0,0.0,0.0,88.0,4.0,10.0,11.0,89.0,67.0,92.0,2.0,20.0,28.0,34.0,23.0,0.0,44.0,3.0,4.0,7.0,2.0,84.0,13.0,45.0,77.0,0.0,23.0,21.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,7.0,26.0,21.0,3.0,6.0,2.0,18.0,14.0,4.0,6.0,0.0,3.0,12.0,3.0,6.0,0.0,10.0,3.0,28.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0
37,260689065.0,11.0,6.0,4.0,20.0,4.0,69.0,6.0,7.0,17.0,11.0,3.0,7.0,88.0,7.0,8.0,5.0,5.0,14.0,0.0,5.0,8.0,4.0,70.0,76.0,26.0,35.0,1.0,66.0,54.0,39.0,22.0,67.0,2.0,78.0,12.0,25.0,0.0,7.0,8.0,26.0,22.0,57.0,39.0,43.0,65.0,50.0,57.0,85.0,48.0,14.0,0.0,8.0,47.0,20.0,21.0,9.0,5.0,5.0,2.0,92.0,2.0,16.0,1.0,6.0,43.0,6.0,18.0,59.0,67.0,0.0,50.0,39.0,12.0,73.0,3.0,32.0,37.0,54.0,1.0,0.0,1.0,1.0,11.0,28.0,7.0,72.0,2.0,6.0,20.0,7.0,81.0,1.0,82.0,89.0,0.0,15.0,25.0,1.0,16.0,13.0,10.0,40.0,6.0,23.0,0.0,2.0,67.0,0.0,0.0,8.0,1.0,11.0,39.0,1.0,26.0,1.0,10.0,14.0,7.0,12.0,46.0,42.0,15.0,14.0,0.0,5.0,10.0,3.0,5.0,0.0,15.0,2.0,26.0,0.0,6.0,3.0,4.0,6.0,2.0,0.0,0.0
38,261351451.0,4.0,1.0,0.0,4.0,6.0,1.0,14.0,3.0,8.0,2.0,3.0,1.0,8.0,7.0,7.0,0.0,3.0,2.0,0.0,2.0,15.0,1.0,4.0,2.0,3.0,0.0,0.0,31.0,7.0,9.0,5.0,1.0,1.0,3.0,6.0,1.0,7.0,0.0,0.0,3.0,5.0,11.0,3.0,0.0,2.0,3.0,0.0,6.0,4.0,5.0,0.0,6.0,7.0,3.0,2.0,3.0,8.0,0.0,0.0,21.0,8.0,2.0,0.0,6.0,29.0,2.0,1.0,19.0,1.0,0.0,7.0,1.0,1.0,1.0,0.0,17.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,8.0,2.0,2.0,1.0,14.0,0.0,10.0,9.0,0.0,0.0,0.0,6.0,3.0,1.0,5.0,2.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,12.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,20.0,8.0,13.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0
39,264909253.0,0.0,0.0,0.0,8.0,0.0,18.0,0.0,0.0,3.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,14.0,1.0,6.0,0.0,0.0,16.0,6.0,7.0,8.0,0.0,11.0,0.0,3.0,8.0,0.0,0.0,1.0,4.0,12.0,13.0,14.0,9.0,6.0,16.0,13.0,13.0,0.0,0.0,1.0,8.0,4.0,3.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,11.0,1.0,6.0,8.0,14.0,0.0,8.0,12.0,1.0,17.0,0.0,8.0,9.0,15.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,18.0,0.0,0.0,0.0,0.0,20.0,0.0,13.0,17.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,7.0,1.0,2.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,3.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,9.0,11.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,265608153.0,5.0,7.0,1.0,5.0,2.0,16.0,3.0,2.0,6.0,7.0,0.0,3.0,35.0,5.0,4.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,13.0,22.0,5.0,16.0,1.0,20.0,26.0,18.0,5.0,17.0,0.0,20.0,5.0,4.0,26.0,3.0,1.0,0.0,8.0,15.0,7.0,13.0,19.0,12.0,12.0,30.0,8.0,8.0,0.0,6.0,23.0,3.0,1.0,8.0,2.0,3.0,2.0,55.0,1.0,14.0,1.0,3.0,11.0,2.0,9.0,20.0,18.0,0.0,11.0,8.0,4.0,19.0,2.0,11.0,6.0,18.0,1.0,0.0,1.0,1.0,5.0,7.0,4.0,23.0,1.0,3.0,11.0,7.0,18.0,0.0,24.0,16.0,0.0,11.0,6.0,0.0,7.0,9.0,1.0,5.0,2.0,9.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,4.0,7.0,0.0,8.0,0.0,1.0,8.0,2.0,1.0,14.0,11.0,3.0,5.0,0.0,2.0,2.0,2.0,1.0,0.0,6.0,0.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
41,265821444.0,2.0,1.0,1.0,14.0,0.0,26.0,3.0,1.0,13.0,14.0,2.0,2.0,40.0,5.0,7.0,4.0,1.0,6.0,0.0,4.0,8.0,4.0,28.0,40.0,17.0,13.0,0.0,6.0,26.0,18.0,20.0,32.0,1.0,37.0,1.0,9.0,22.0,5.0,4.0,8.0,0.0,25.0,31.0,16.0,40.0,43.0,28.0,31.0,30.0,5.0,4.0,8.0,29.0,17.0,10.0,3.0,2.0,0.0,0.0,40.0,0.0,1.0,0.0,6.0,27.0,7.0,6.0,38.0,35.0,0.0,30.0,18.0,3.0,41.0,2.0,23.0,28.0,24.0,2.0,0.0,1.0,0.0,5.0,9.0,0.0,32.0,0.0,3.0,3.0,3.0,55.0,0.0,41.0,52.0,0.0,5.0,5.0,4.0,0.0,4.0,2.0,27.0,2.0,7.0,0.0,0.0,22.0,0.0,0.0,4.0,1.0,5.0,14.0,1.0,15.0,0.0,11.0,1.0,7.0,3.0,14.0,25.0,11.0,7.0,0.0,2.0,10.0,6.0,1.0,1.0,2.0,8.0,24.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
42,266701788.0,18.0,0.0,1.0,34.0,0.0,110.0,4.0,1.0,20.0,26.0,3.0,10.0,109.0,11.0,31.0,5.0,0.0,21.0,0.0,20.0,25.0,11.0,90.0,73.0,31.0,24.0,10.0,31.0,66.0,54.0,33.0,55.0,1.0,71.0,3.0,33.0,57.0,11.0,12.0,15.0,25.0,0.0,77.0,45.0,65.0,54.0,59.0,106.0,63.0,14.0,1.0,12.0,78.0,31.0,30.0,3.0,25.0,7.0,4.0,102.0,0.0,2.0,7.0,13.0,95.0,10.0,18.0,80.0,71.0,0.0,63.0,40.0,21.0,89.0,25.0,44.0,38.0,64.0,26.0,0.0,1.0,0.0,34.0,40.0,2.0,100.0,21.0,22.0,23.0,7.0,137.0,8.0,132.0,106.0,0.0,15.0,22.0,10.0,3.0,7.0,27.0,56.0,19.0,31.0,0.0,7.0,71.0,0.0,0.0,6.0,1.0,14.0,43.0,4.0,31.0,6.0,37.0,2.0,12.0,12.0,47.0,63.0,16.0,18.0,0.0,3.0,10.0,6.0,3.0,0.0,18.0,2.0,36.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
