,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
20,101824385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
21,107913356.0,0.0,0.0,2.0,2.0,2.0,8.0,0.0,0.0,1.0,1.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
22,118027407.0,37.0,30.0,29.0,26.0,56.0,117.0,0.0,4.0,20.0,30.0,32.0,32.0,26.0,52.0,2.0,6.0,2.0,117.0,7.0,1.0,3.0,0.0,108.0,40.0,6.0,37.0,206.0,18.0,53.0,4.0,74.0,14.0,8.0,4.0,1.0,0.0,46.0,0.0,14.0,10.0,7.0,6.0,6.0,7.0,8.0,25.0,2.0,8.0,10.0,8.0,1.0,10.0,13.0,0.0,57.0,12.0,56.0,7.0,8.0,3.0,0.0,0.0,1.0,20.0,11.0,0.0,0.0,0.0,27.0,5.0,2.0,1.0,21.0,6.0,0.0,17.0,116.0,10.0,3.0,45.0,4.0,2.0,1.0,2.0,7.0
23,122928586.0,26.0,20.0,71.0,23.0,94.0,230.0,1.0,9.0,34.0,38.0,93.0,21.0,101.0,100.0,6.0,12.0,14.0,106.0,34.0,2.0,3.0,108.0,0.0,71.0,83.0,88.0,227.0,52.0,90.0,15.0,163.0,79.0,28.0,9.0,7.0,1.0,99.0,0.0,12.0,15.0,46.0,4.0,28.0,15.0,12.0,36.0,6.0,29.0,39.0,13.0,5.0,12.0,25.0,2.0,99.0,42.0,126.0,18.0,14.0,7.0,3.0,0.0,12.0,61.0,2.0,0.0,0.0,0.0,26.0,23.0,5.0,1.0,40.0,20.0,0.0,31.0,90.0,10.0,16.0,93.0,13.0,1.0,9.0,17.0,7.0
24,180261346.0,16.0,39.0,47.0,39.0,58.0,62.0,0.0,6.0,8.0,12.0,34.0,39.0,35.0,55.0,5.0,10.0,4.0,35.0,15.0,0.0,1.0,40.0,71.0,0.0,5.0,53.0,117.0,23.0,27.0,3.0,84.0,26.0,9.0,4.0,1.0,0.0,49.0,0.0,13.0,5.0,3.0,2.0,6.0,15.0,4.0,10.0,17.0,10.0,2.0,24.0,1.0,17.0,13.0,1.0,44.0,13.0,44.0,5.0,24.0,11.0,0.0,0.0,11.0,32.0,12.0,0.0,0.0,0.0,5.0,13.0,8.0,2.0,20.0,12.0,0.0,15.0,168.0,17.0,4.0,46.0,18.0,3.0,2.0,4.0,10.0
25,189881047.0,0.0,0.0,4.0,2.0,5.0,19.0,0.0,0.0,3.0,2.0,6.0,1.0,5.0,8.0,1.0,0.0,0.0,24.0,4.0,1.0,1.0,6.0,83.0,5.0,0.0,5.0,19.0,5.0,6.0,0.0,23.0,7.0,1.0,1.0,3.0,0.0,6.0,0.0,1.0,1.0,16.0,1.0,0.0,1.0,3.0,5.0,2.0,5.0,20.0,2.0,1.0,2.0,1.0,0.0,7.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,7.0,1.0,5.0,7.0,0.0,0.0,0.0,2.0,0.0
26,190932580.0,68.0,18.0,48.0,21.0,36.0,116.0,0.0,8.0,14.0,41.0,116.0,103.0,109.0,115.0,14.0,18.0,10.0,87.0,33.0,0.0,3.0,37.0,88.0,53.0,5.0,0.0,466.0,35.0,37.0,3.0,114.0,38.0,22.0,9.0,2.0,2.0,156.0,0.0,8.0,5.0,3.0,9.0,28.0,5.0,13.0,24.0,2.0,20.0,3.0,3.0,3.0,28.0,39.0,1.0,52.0,33.0,158.0,5.0,4.0,0.0,7.0,0.0,1.0,18.0,20.0,0.0,0.0,0.0,19.0,3.0,1.0,2.0,19.0,16.0,0.0,31.0,106.0,32.0,11.0,76.0,2.0,2.0,3.0,16.0,3.0
27,192477353.0,504.0,34.0,71.0,108.0,150.0,587.0,1.0,13.0,36.0,117.0,430.0,226.0,353.0,479.0,7.0,19.0,15.0,379.0,141.0,3.0,2.0,206.0,227.0,117.0,19.0,466.0,0.0,56.0,74.0,22.0,370.0,77.0,44.0,16.0,5.0,13.0,519.0,0.0,34.0,11.0,6.0,27.0,51.0,15.0,34.0,46.0,12.0,46.0,13.0,22.0,3.0,37.0,51.0,4.0,170.0,55.0,386.0,27.0,20.0,13.0,39.0,3.0,7.0,60.0,14.0,0.0,0.0,0.0,52.0,12.0,8.0,8.0,53.0,29.0,0.0,43.0,306.0,16.0,34.0,166.0,15.0,5.0,9.0,22.0,9.0
28,194920096.0,11.0,12.0,18.0,9.0,19.0,47.0,0.0,6.0,8.0,12.0,38.0,12.0,39.0,35.0,4.0,12.0,4.0,24.0,12.0,0.0,2.0,18.0,52.0,23.0,5.0,35.0,56.0,0.0,18.0,2.0,60.0,29.0,19.0,3.0,1.0,0.0,37.0,0.0,4.0,40.0,56.0,1.0,9.0,35.0,2.0,12.0,49.0,8.0,2.0,56.0,2.0,9.0,15.0,2.0,19.0,23.0,40.0,1.0,35.0,22.0,1.0,0.0,21.0,98.0,10.0,0.0,0.0,0.0,4.0,43.0,13.0,3.0,11.0,6.0,0.0,15.0,49.0,22.0,3.0,39.0,34.0,3.0,3.0,6.0,0.0
29,204811301.0,6.0,5.0,28.0,12.0,36.0,91.0,0.0,5.0,21.0,11.0,46.0,9.0,42.0,50.0,3.0,5.0,4.0,27.0,18.0,0.0,2.0,53.0,90.0,27.0,6.0,37.0,74.0,18.0,0.0,6.0,92.0,30.0,17.0,7.0,3.0,1.0,42.0,0.0,9.0,6.0,5.0,1.0,9.0,5.0,8.0,10.0,2.0,17.0,5.0,4.0,1.0,8.0,13.0,0.0,51.0,18.0,45.0,6.0,4.0,1.0,1.0,0.0,1.0,13.0,4.0,0.0,0.0,0.0,28.0,2.0,2.0,0.0,25.0,9.0,0.0,20.0,33.0,7.0,5.0,37.0,3.0,0.0,6.0,7.0,1.0
30,210824047.0,2.0,0.0,2.0,2.0,5.0,25.0,0.0,0.0,3.0,0.0,17.0,5.0,14.0,9.0,0.0,1.0,0.0,6.0,13.0,0.0,8.0,4.0,15.0,3.0,0.0,3.0,22.0,2.0,6.0,0.0,21.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,1.0,10.0,20.0,8.0,3.0,0.0,0.0,2.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,10.0,2.0,0.0,7.0,2.0,1.0,3.0,8.0,0.0,1.0,7.0,0.0,1.0
31,217078361.0,51.0,30.0,46.0,44.0,85.0,316.0,2.0,11.0,39.0,45.0,277.0,44.0,245.0,287.0,11.0,14.0,10.0,119.0,160.0,6.0,6.0,74.0,163.0,84.0,23.0,114.0,370.0,60.0,92.0,21.0,0.0,65.0,57.0,10.0,5.0,2.0,180.0,0.0,20.0,5.0,6.0,5.0,27.0,6.0,11.0,35.0,6.0,48.0,12.0,9.0,5.0,19.0,38.0,4.0,145.0,54.0,171.0,16.0,9.0,3.0,48.0,0.0,6.0,28.0,18.0,0.0,0.0,0.0,46.0,4.0,3.0,4.0,41.0,24.0,0.0,47.0,160.0,28.0,20.0,95.0,5.0,7.0,10.0,15.0,10.0
32,217207174.0,7.0,5.0,30.0,8.0,23.0,63.0,0.0,4.0,11.0,15.0,60.0,8.0,56.0,49.0,2.0,9.0,6.0,22.0,17.0,0.0,2.0,14.0,79.0,26.0,7.0,38.0,77.0,29.0,30.0,6.0,65.0,0.0,11.0,6.0,10.0,0.0,58.0,0.0,4.0,5.0,26.0,0.0,17.0,5.0,7.0,12.0,1.0,15.0,2.0,2.0,0.0,9.0,16.0,2.0,38.0,22.0,51.0,17.0,5.0,2.0,3.0,0.0,4.0,25.0,4.0,0.0,0.0,0.0,8.0,9.0,1.0,3.0,17.0,15.0,0.0,24.0,34.0,7.0,22.0,58.0,3.0,2.0,6.0,7.0,3.0
33,221706364.0,10.0,2.0,15.0,5.0,32.0,62.0,0.0,3.0,7.0,10.0,45.0,6.0,28.0,28.0,3.0,5.0,1.0,9.0,7.0,0.0,2.0,8.0,28.0,9.0,1.0,22.0,44.0,19.0,17.0,0.0,57.0,11.0,0.0,3.0,1.0,0.0,26.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,4.0,7.0,1.0,9.0,1.0,1.0,0.0,1.0,10.0,0.0,17.0,7.0,30.0,3.0,1.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,5.0,4.0,0.0,4.0,24.0,6.0,4.0,17.0,0.0,0.0,2.0,3.0,0.0
34,224191683.0,10.0,2.0,7.0,4.0,1.0,7.0,0.0,4.0,4.0,3.0,8.0,5.0,9.0,11.0,1.0,3.0,2.0,8.0,1.0,1.0,0.0,4.0,9.0,4.0,1.0,9.0,16.0,3.0,7.0,0.0,10.0,6.0,3.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,5.0,4.0,0.0,3.0,1.0,0.0,0.0,4.0,7.0,0.0,8.0,4.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,15.0,1.0,1.0,11.0,0.0,0.0,1.0,4.0,0.0
35,225931255.0,0.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,2.0,6.0,0.0,3.0,5.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,2.0,5.0,1.0,3.0,1.0,5.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,7.0,0.0,1.0,1.0,1.0,0.0
36,226985070.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
37,230847428.0,209.0,22.0,42.0,55.0,71.0,157.0,0.0,9.0,25.0,49.0,282.0,76.0,245.0,286.0,4.0,14.0,8.0,74.0,75.0,3.0,4.0,46.0,99.0,49.0,6.0,156.0,519.0,37.0,42.0,3.0,180.0,58.0,26.0,10.0,3.0,4.0,0.0,0.0,11.0,2.0,0.0,5.0,37.0,3.0,21.0,23.0,1.0,20.0,4.0,1.0,1.0,16.0,85.0,0.0,84.0,40.0,134.0,14.0,2.0,0.0,7.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,26.0,32.0,0.0,39.0,153.0,14.0,9.0,107.0,0.0,3.0,3.0,19.0,2.0
