,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
27,292655292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,292700867.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
29,292701683.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
30,292702777.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0
31,292703780.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
32,293550520.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
33,293967375.0,19.0,4.0,5.0,0.0,4.0,9.0,0.0,0.0,7.0,18.0,3.0,7.0,0.0,14.0,1.0,0.0,2.0,24.0,2.0,1.0,2.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,5.0
34,304993789.0,1.0,23.0,2.0,0.0,49.0,242.0,18.0,132.0,9.0,101.0,183.0,62.0,6.0,13.0,55.0,4.0,184.0,2.0,45.0,3.0,38.0,114.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,262.0,0.0,82.0,0.0,11.0,7.0,0.0,1.0,0.0,30.0,27.0
35,312702669.0,2.0,54.0,1.0,0.0,19.0,54.0,11.0,45.0,25.0,52.0,87.0,23.0,4.0,44.0,30.0,6.0,87.0,5.0,29.0,15.0,67.0,113.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,73.0,2.0,29.0,3.0,15.0,12.0,0.0,1.0,0.0,53.0,30.0
36,314048797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,317262357.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,325245445.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0,15.0,1.0,4.0,0.0,0.0,41.0,0.0,0.0,5.0,0.0,1.0,28.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,0.0,3.0,10.0,9.0,7.0
39,346880715.0,34.0,41.0,5.0,0.0,51.0,264.0,23.0,219.0,27.0,203.0,210.0,72.0,4.0,59.0,153.0,3.0,199.0,4.0,51.0,10.0,115.0,231.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,262.0,73.0,0.0,1.0,0.0,0.0,1.0,79.0,2.0,11.0,7.0,0.0,3.0,1.0,33.0,34.0
40,352800057.0,0.0,17.0,23.0,0.0,1.0,1.0,40.0,0.0,11.0,1.0,2.0,0.0,0.0,29.0,1.0,0.0,1.0,1.0,1.0,16.0,5.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,3.0,7.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,21.0,2.0,5.0,50.0
41,357807943.0,0.0,23.0,1.0,0.0,20.0,74.0,9.0,55.0,2.0,29.0,61.0,21.0,3.0,6.0,22.0,3.0,67.0,0.0,21.0,1.0,13.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,29.0,0.0,0.0,2.0,79.0,0.0,0.0,0.0,14.0,11.0,0.0,1.0,0.0,14.0,13.0
42,367279583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,369626003.0,0.0,35.0,1.0,0.0,4.0,17.0,2.0,4.0,3.0,6.0,44.0,5.0,7.0,10.0,3.0,3.0,31.0,5.0,8.0,5.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,2.0,11.0,0.0,14.0,0.0,0.0,29.0,0.0,0.0,3.0,12.0,14.0
44,370169964.0,0.0,52.0,0.0,0.0,3.0,18.0,3.0,3.0,7.0,3.0,16.0,5.0,6.0,10.0,3.0,2.0,16.0,2.0,6.0,5.0,2.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,12.0,0.0,0.0,4.0,7.0,1.0,11.0,0.0,29.0,0.0,0.0,0.0,4.0,11.0,19.0
45,370501016.0,0.0,0.0,27.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,9.0
46,375451125.0,1.0,1.0,63.0,0.0,0.0,4.0,30.0,2.0,11.0,6.0,1.0,1.0,1.0,31.0,2.0,0.0,1.0,0.0,1.0,10.0,4.0,6.0,4.0,6.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,3.0,3.0,21.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,2.0,30.0
47,386609235.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,4.0
48,395517232.0,0.0,80.0,3.0,0.0,13.0,24.0,11.0,23.0,32.0,30.0,66.0,10.0,39.0,68.0,14.0,13.0,56.0,4.0,15.0,27.0,36.0,82.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,53.0,0.0,0.0,9.0,33.0,5.0,14.0,1.0,12.0,11.0,0.0,2.0,3.0,0.0,79.0
49,402005387.0,2.0,95.0,29.0,0.0,10.0,39.0,48.0,16.0,33.0,21.0,65.0,12.0,15.0,67.0,8.0,7.0,63.0,2.0,13.0,27.0,22.0,26.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,27.0,30.0,0.0,0.0,7.0,34.0,50.0,13.0,0.0,14.0,19.0,9.0,30.0,4.0,79.0,0.0
