,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
23,73938917.0,443.0,60.0,34.0,98.0,52.0,103.0,49.0,578.0,93.0,148.0,131.0,81.0,98.0,23.0,0.0,1.0,55.0,0.0,267.0,17.0,186.0,13.0,0.0,58.0,35.0,0.0,31.0,40.0,34.0,2.0,66.0,98.0,41.0,189.0,43.0,393.0,1217.0,25.0,83.0,427.0,84.0,115.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,23.0,63.0,287.0,186.0,0.0,59.0,1.0,955.0,3.0,0.0,0.0,0.0,630.0,27.0,0.0,0.0,0.0,0.0,69.0,22.0,0.0,14.0,3.0,1.0,66.0,87.0,11.0,0.0,29.0,16.0,0.0,185.0,3.0,10.0,152.0,68.0,23.0,31.0,0.0,0.0,1.0,2.0,0.0,877.0,42.0,0.0
24,86976234.0,135.0,5.0,24.0,51.0,111.0,37.0,30.0,77.0,64.0,148.0,13.0,73.0,12.0,11.0,0.0,1.0,119.0,14.0,156.0,91.0,131.0,6.0,58.0,0.0,36.0,0.0,4.0,55.0,26.0,1.0,31.0,19.0,24.0,65.0,39.0,51.0,217.0,2.0,45.0,26.0,62.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,11.0,9.0,56.0,51.0,2.0,50.0,1.0,28.0,3.0,1.0,0.0,0.0,51.0,17.0,0.0,0.0,0.0,0.0,41.0,8.0,0.0,12.0,7.0,1.0,12.0,22.0,5.0,0.0,6.0,17.0,0.0,90.0,4.0,3.0,13.0,31.0,23.0,22.0,0.0,0.0,1.0,2.0,0.0,79.0,27.0,0.0
25,98730352.0,55.0,21.0,23.0,41.0,23.0,15.0,88.0,40.0,29.0,128.0,7.0,42.0,1.0,8.0,0.0,1.0,83.0,2.0,84.0,10.0,65.0,6.0,35.0,36.0,0.0,3.0,4.0,37.0,109.0,0.0,29.0,17.0,17.0,87.0,43.0,36.0,141.0,1.0,44.0,3.0,58.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,50.0,18.0,54.0,5.0,25.0,0.0,14.0,9.0,0.0,0.0,0.0,22.0,13.0,0.0,0.0,0.0,0.0,25.0,32.0,10.0,7.0,2.0,1.0,58.0,21.0,7.0,7.0,2.0,32.0,0.0,146.0,0.0,3.0,8.0,20.0,31.0,69.0,0.0,2.0,0.0,6.0,0.0,35.0,22.0,0.0
26,101824385.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,7.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0
27,103144765.0,17.0,0.0,1.0,3.0,5.0,13.0,25.0,17.0,19.0,15.0,12.0,11.0,18.0,2.0,0.0,0.0,8.0,0.0,24.0,5.0,12.0,2.0,31.0,4.0,4.0,0.0,0.0,2.0,7.0,0.0,2.0,24.0,2.0,11.0,3.0,12.0,81.0,0.0,4.0,33.0,7.0,5.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,8.0,7.0,3.0,0.0,4.0,0.0,35.0,1.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,1.0,0.0,2.0,1.0,0.0,15.0,0.0,6.0,20.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,61.0,3.0,0.0
28,111950228.0,128.0,2.0,39.0,22.0,44.0,66.0,18.0,90.0,80.0,161.0,16.0,103.0,9.0,4.0,0.0,1.0,176.0,7.0,145.0,42.0,101.0,13.0,40.0,55.0,37.0,0.0,2.0,0.0,39.0,0.0,27.0,23.0,11.0,46.0,41.0,31.0,152.0,1.0,27.0,9.0,113.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,18.0,33.0,31.0,26.0,1.0,38.0,9.0,34.0,11.0,5.0,0.0,4.0,30.0,18.0,3.0,0.0,0.0,3.0,16.0,26.0,0.0,19.0,2.0,1.0,7.0,8.0,3.0,0.0,14.0,30.0,0.0,67.0,1.0,4.0,16.0,44.0,64.0,85.0,0.0,2.0,3.0,4.0,0.0,50.0,10.0,0.0
29,132158439.0,67.0,16.0,17.0,33.0,15.0,15.0,121.0,38.0,29.0,63.0,5.0,34.0,4.0,10.0,0.0,4.0,54.0,1.0,84.0,7.0,41.0,7.0,34.0,26.0,109.0,2.0,7.0,39.0,0.0,1.0,15.0,12.0,25.0,52.0,19.0,27.0,112.0,11.0,111.0,16.0,25.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,23.0,31.0,38.0,0.0,29.0,0.0,27.0,4.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,24.0,13.0,0.0,4.0,1.0,0.0,88.0,19.0,7.0,0.0,2.0,10.0,0.0,143.0,1.0,2.0,11.0,16.0,16.0,20.0,0.0,1.0,0.0,1.0,0.0,65.0,17.0,0.0
30,145594058.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,21.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
31,145746533.0,92.0,22.0,202.0,20.0,32.0,26.0,34.0,91.0,40.0,87.0,7.0,62.0,6.0,6.0,0.0,1.0,36.0,0.0,136.0,9.0,108.0,6.0,66.0,31.0,29.0,4.0,2.0,27.0,15.0,1.0,0.0,27.0,29.0,111.0,21.0,84.0,246.0,1.0,101.0,4.0,110.0,377.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,17.0,54.0,244.0,0.0,31.0,1.0,32.0,0.0,1.0,0.0,0.0,28.0,33.0,0.0,0.0,0.0,0.0,18.0,19.0,0.0,8.0,1.0,0.0,5.0,13.0,4.0,0.0,0.0,9.0,0.0,160.0,5.0,5.0,9.0,70.0,12.0,40.0,0.0,0.0,1.0,2.0,0.0,54.0,33.0,0.0
32,150881077.0,166.0,2.0,18.0,17.0,32.0,43.0,32.0,113.0,49.0,91.0,20.0,73.0,16.0,8.0,0.0,2.0,73.0,0.0,145.0,63.0,53.0,10.0,98.0,19.0,17.0,1.0,24.0,23.0,12.0,1.0,27.0,0.0,21.0,144.0,24.0,58.0,175.0,4.0,31.0,31.0,63.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,27.0,27.0,41.0,35.0,0.0,46.0,5.0,117.0,1.0,2.0,0.0,2.0,38.0,13.0,1.0,0.0,0.0,2.0,31.0,17.0,0.0,16.0,0.0,1.0,16.0,13.0,15.0,0.0,3.0,6.0,0.0,121.0,1.0,103.0,44.0,50.0,23.0,58.0,0.0,1.0,5.0,1.0,0.0,214.0,27.0,0.0
33,150900080.0,47.0,12.0,18.0,28.0,6.0,22.0,19.0,33.0,23.0,24.0,8.0,32.0,1.0,15.0,0.0,3.0,18.0,0.0,66.0,0.0,14.0,0.0,41.0,24.0,17.0,0.0,2.0,11.0,25.0,2.0,29.0,21.0,0.0,55.0,26.0,57.0,75.0,5.0,58.0,3.0,28.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,10.0,49.0,57.0,0.0,29.0,1.0,9.0,1.0,0.0,0.0,0.0,34.0,19.0,0.0,0.0,0.0,0.0,37.0,16.0,0.0,8.0,3.0,0.0,4.0,26.0,6.0,0.0,1.0,10.0,0.0,82.0,5.0,4.0,9.0,23.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,39.0,31.0,0.0
34,151919653.0,516.0,49.0,57.0,102.0,36.0,132.0,161.0,379.0,100.0,337.0,70.0,186.0,7.0,29.0,0.0,2.0,207.0,0.0,326.0,16.0,62.0,28.0,189.0,65.0,87.0,7.0,11.0,46.0,52.0,21.0,111.0,144.0,55.0,0.0,84.0,226.0,341.0,13.0,156.0,9.0,122.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,49.0,26.0,325.0,178.0,1.0,97.0,3.0,73.0,5.0,2.0,0.0,2.0,173.0,56.0,1.0,1.0,0.0,2.0,92.0,69.0,0.0,23.0,6.0,2.0,68.0,70.0,16.0,0.0,9.0,32.0,1.0,457.0,3.0,18.0,39.0,127.0,63.0,168.0,0.0,0.0,4.0,6.0,0.0,213.0,50.0,0.0
35,161980094.0,73.0,8.0,22.0,45.0,13.0,35.0,21.0,64.0,44.0,103.0,15.0,85.0,6.0,14.0,0.0,1.0,82.0,0.0,79.0,8.0,25.0,0.0,43.0,39.0,43.0,0.0,3.0,41.0,19.0,2.0,21.0,24.0,26.0,84.0,0.0,53.0,86.0,2.0,40.0,1.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9.0,10.0,43.0,40.0,7.0,44.0,6.0,25.0,16.0,2.0,0.0,4.0,36.0,16.0,1.0,2.0,0.0,0.0,42.0,29.0,3.0,20.0,8.0,1.0,2.0,28.0,17.0,0.0,8.0,61.0,0.0,84.0,3.0,5.0,14.0,28.0,63.0,67.0,0.0,8.0,3.0,6.0,0.0,51.0,31.0,0.0
36,173591614.0,437.0,55.0,29.0,131.0,25.0,166.0,62.0,674.0,72.0,173.0,148.0,78.0,22.0,38.0,0.0,2.0,77.0,0.0,332.0,5.0,49.0,3.0,393.0,51.0,36.0,9.0,12.0,31.0,27.0,3.0,84.0,58.0,57.0,226.0,53.0,0.0,618.0,13.0,105.0,93.0,70.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,20.0,17.0,432.0,181.0,0.0,79.0,2.0,185.0,3.0,1.0,0.0,0.0,352.0,42.0,0.0,1.0,0.0,0.0,76.0,44.0,0.0,13.0,4.0,0.0,33.0,104.0,10.0,0.0,12.0,15.0,1.0,266.0,6.0,6.0,69.0,71.0,23.0,22.0,0.0,0.0,1.0,1.0,0.0,499.0,40.0,0.0
37,192477353.0,1079.0,61.0,206.0,157.0,256.0,294.0,135.0,2282.0,244.0,585.0,328.0,255.0,153.0,49.0,0.0,3.0,261.0,11.0,661.0,150.0,844.0,64.0,1217.0,217.0,141.0,3.0,81.0,152.0,112.0,5.0,246.0,175.0,75.0,341.0,86.0,618.0,0.0,55.0,188.0,1254.0,361.0,305.0,0.0,19.0,47.0,50.0,3.0,19.0,19.0,5.0,12.0,32.0,17.0,0.0,8.0,48.0,32.0,49.0,0.0,6.0,0.0,10.0,28.0,3.0,32.0,45.0,41.0,0.0,19.0,0.0,49.0,10.0,7.0,9.0,32.0,39.0,50.0,9.0,0.0,50.0,46.0,0.0,22.0,29.0,45.0,6.0,45.0,0.0,0.0,196.0,70.0,240.0,655.0,309.0,6.0,167.0,9.0,1205.0,8.0,17.0,0.0,9.0,1352.0,71.0,7.0,1.0,0.0,7.0,89.0,56.0,5.0,42.0,6.0,6.0,144.0,108.0,14.0,0.0,47.0,41.0,1.0,414.0,14.0,16.0,303.0,237.0,57.0,95.0,0.0,1.0,4.0,7.0,0.0,1401.0,59.0,0.0
38,193964230.0,33.0,0.0,2.0,11.0,5.0,11.0,23.0,48.0,5.0,7.0,12.0,4.0,2.0,4.0,0.0,0.0,3.0,0.0,12.0,0.0,8.0,0.0,25.0,2.0,1.0,0.0,0.0,1.0,11.0,1.0,1.0,4.0,5.0,13.0,2.0,13.0,55.0,0.0,6.0,20.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,3.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,26.0,7.0,0.0,0.0,0.0,1.0,0.0,41.0,2.0,2.0,9.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,27.0,2.0,0.0
39,207320806.0,178.0,72.0,53.0,58.0,19.0,41.0,67.0,109.0,43.0,88.0,24.0,68.0,4.0,23.0,0.0,5.0,48.0,0.0,135.0,8.0,53.0,4.0,83.0,45.0,44.0,1.0,4.0,27.0,111.0,2.0,101.0,31.0,58.0,156.0,40.0,105.0,188.0,6.0,0.0,5.0,61.0,156.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,12.0,115.0,204.0,1.0,58.0,2.0,29.0,1.0,0.0,0.0,0.0,75.0,29.0,0.0,0.0,0.0,0.0,49.0,20.0,0.0,10.0,2.0,0.0,20.0,46.0,8.0,0.0,2.0,13.0,0.0,192.0,4.0,3.0,18.0,63.0,13.0,20.0,0.0,0.0,0.0,1.0,0.0,89.0,36.0,0.0
40,212825417.0,53.0,0.0,2.0,8.0,44.0,22.0,15.0,1839.0,21.0,44.0,149.0,8.0,40.0,1.0,0.0,0.0,9.0,0.0,78.0,23.0,90.0,12.0,427.0,26.0,3.0,0.0,33.0,9.0,16.0,1.0,4.0,31.0,3.0,9.0,1.0,93.0,1254.0,20.0,5.0,0.0,19.0,1.0,0.0,2.0,8.0,1.0,0.0,3.0,0.0,5.0,6.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,7.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,77.0,33.0,3.0,0.0,4.0,0.0,525.0,0.0,0.0,0.0,0.0,737.0,4.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,36.0,4.0,0.0,0.0,21.0,2.0,0.0,17.0,1.0,2.0,85.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,582.0,1.0,0.0
41,219225568.0,165.0,5.0,70.0,37.0,45.0,90.0,37.0,146.0,126.0,273.0,22.0,162.0,17.0,16.0,0.0,1.0,243.0,2.0,196.0,41.0,188.0,17.0,84.0,62.0,58.0,0.0,7.0,113.0,25.0,2.0,110.0,63.0,28.0,122.0,62.0,70.0,361.0,2.0,61.0,19.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,38.0,59.0,46.0,86.0,2.0,64.0,9.0,68.0,8.0,7.0,0.0,6.0,58.0,25.0,3.0,0.0,0.0,5.0,35.0,45.0,0.0,31.0,4.0,2.0,11.0,22.0,10.0,0.0,11.0,35.0,0.0,114.0,4.0,10.0,26.0,94.0,83.0,146.0,0.0,1.0,3.0,3.0,0.0,129.0,33.0,0.0
42,227653209.0,201.0,44.0,253.0,84.0,30.0,70.0,73.0,142.0,86.0,152.0,24.0,131.0,7.0,17.0,0.0,2.0,113.0,2.0,340.0,8.0,89.0,15.0,115.0,65.0,48.0,6.0,5.0,53.0,34.0,2.0,377.0,64.0,57.0,239.0,62.0,140.0,305.0,5.0,156.0,1.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,23.0,14.0,118.0,330.0,2.0,92.0,3.0,46.0,5.0,0.0,0.0,0.0,72.0,108.0,0.0,1.0,0.0,0.0,73.0,32.0,1.0,21.0,6.0,1.0,24.0,43.0,13.0,1.0,6.0,23.0,0.0,315.0,5.0,11.0,19.0,112.0,46.0,61.0,0.0,1.0,2.0,2.0,0.0,110.0,51.0,0.0
43,232823702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,235017564.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,107.0,106.0,2.0,15.0,82.0,7.0,3.0,113.0,9.0,0.0,4.0,124.0,112.0,126.0,2.0,3.0,1.0,2.0,100.0,0.0,111.0,111.0,108.0,4.0,47.0,3.0,115.0,3.0,3.0,4.0,99.0,100.0,119.0,3.0,0.0,120.0,122.0,4.0,61.0,103.0,99.0,1.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
45,235023116.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,8.0,0.0,0.0,0.0,107.0,0.0,415.0,4.0,28.0,160.0,15.0,11.0,477.0,20.0,0.0,26.0,462.0,475.0,495.0,8.0,12.0,10.0,8.0,226.0,9.0,487.0,394.0,446.0,2.0,68.0,3.0,395.0,18.0,15.0,8.0,187.0,218.0,488.0,15.0,1.0,450.0,463.0,3.0,93.0,342.0,400.0,9.0,463.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
46,235035889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,106.0,415.0,0.0,13.0,38.0,156.0,15.0,6.0,468.0,43.0,0.0,34.0,1121.0,523.0,1078.0,15.0,12.0,26.0,3.0,216.0,30.0,443.0,1205.0,1155.0,7.0,61.0,11.0,1165.0,22.0,14.0,15.0,179.0,207.0,1314.0,5.0,0.0,1326.0,1030.0,18.0,95.0,304.0,985.0,14.0,1102.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
