,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
22,246580819.0,1.0,111.0,67.0,25.0,9.0,101.0,32.0,21.0,33.0,2.0,51.0,8.0,8.0,104.0,7.0,82.0,23.0,29.0,27.0,4.0,70.0,0.0,154.0,357.0,0.0,1.0,23.0,1.0,100.0,107.0,3.0,18.0,59.0,2.0,6.0,184.0,4.0,333.0,0.0,0.0,1.0,6.0,9.0,7.0,109.0,19.0,19.0,6.0,63.0,19.0,33.0,5.0,3.0,160.0,4.0,2.0,0.0,26.0,13.0,10.0,23.0,15.0,0.0,2.0,70.0,0.0,13.0,4.0,26.0,24.0,3.0,5.0,9.0,178.0,0.0,11.0,19.0,7.0,87.0,0.0,11.0,106.0,1.0,5.0,49.0,4.0,579.0,22.0,4.0,52.0,5.0,10.0,1.0,4.0,0.0,54.0,1.0,3.0,2.0,73.0,16.0,0.0,1.0,26.0,26.0
23,246875675.0,1.0,45.0,27.0,13.0,4.0,41.0,4.0,15.0,12.0,5.0,28.0,4.0,6.0,35.0,6.0,26.0,24.0,28.0,11.0,4.0,24.0,154.0,0.0,101.0,0.0,0.0,20.0,1.0,36.0,63.0,1.0,26.0,24.0,3.0,5.0,77.0,5.0,38.0,1.0,0.0,1.0,3.0,5.0,5.0,44.0,5.0,6.0,6.0,13.0,7.0,20.0,6.0,2.0,41.0,4.0,4.0,0.0,22.0,14.0,6.0,16.0,16.0,2.0,4.0,16.0,0.0,7.0,3.0,27.0,4.0,3.0,1.0,10.0,49.0,0.0,12.0,6.0,4.0,53.0,0.0,3.0,28.0,1.0,1.0,13.0,4.0,113.0,9.0,4.0,32.0,6.0,10.0,0.0,2.0,0.0,39.0,0.0,1.0,0.0,15.0,10.0,0.0,2.0,14.0,16.0
24,247012412.0,1.0,135.0,65.0,4.0,5.0,87.0,13.0,12.0,31.0,3.0,57.0,5.0,3.0,45.0,6.0,119.0,17.0,49.0,7.0,4.0,43.0,357.0,101.0,0.0,0.0,1.0,16.0,1.0,147.0,80.0,0.0,17.0,42.0,0.0,2.0,193.0,3.0,56.0,0.0,1.0,0.0,2.0,18.0,2.0,49.0,26.0,4.0,1.0,3.0,9.0,13.0,8.0,2.0,38.0,2.0,4.0,0.0,36.0,7.0,5.0,22.0,13.0,2.0,0.0,18.0,0.0,1.0,7.0,24.0,8.0,2.0,0.0,3.0,142.0,0.0,9.0,14.0,2.0,58.0,1.0,4.0,94.0,1.0,1.0,15.0,5.0,268.0,20.0,2.0,33.0,2.0,9.0,1.0,2.0,2.0,61.0,0.0,9.0,1.0,11.0,9.0,0.0,1.0,22.0,16.0
25,248575787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,1.0,0.0,11.0,0.0,11.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,7.0,12.0,15.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,1.0,2.0,0.0,2.0,9.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,6.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
26,250650627.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,27.0,1.0,35.0,10.0,0.0,68.0,1.0,84.0,0.0,19.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,55.0,5.0,10.0,0.0,3.0,0.0,0.0,0.0,45.0,4.0,1.0,1.0,43.0,39.0,16.0,39.0,3.0,75.0,0.0,0.0,1.0,68.0,2.0,1.0,5.0,27.0,0.0,6.0,50.0,5.0,31.0,21.0,70.0,44.0,6.0,60.0,47.0,1.0,0.0,28.0,0.0,0.0,56.0,0.0,30.0,0.0,0.0,0.0,11.0,77.0,1.0,0.0,0.0,0.0,75.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,0.0,56.0,45.0,40.0,53.0,0.0,1.0,16.0,0.0,0.0,2.0,0.0,0.0,60.0,36.0,4.0
27,252379338.0,0.0,27.0,11.0,11.0,2.0,17.0,9.0,11.0,3.0,50.0,10.0,67.0,34.0,4.0,119.0,18.0,172.0,1.0,41.0,36.0,18.0,23.0,20.0,16.0,3.0,55.0,0.0,15.0,26.0,4.0,10.0,16.0,4.0,6.0,74.0,16.0,4.0,10.0,67.0,68.0,25.0,100.0,3.0,111.0,8.0,5.0,11.0,121.0,12.0,12.0,30.0,75.0,0.0,54.0,91.0,9.0,39.0,40.0,135.0,91.0,23.0,102.0,72.0,8.0,3.0,46.0,13.0,4.0,111.0,0.0,55.0,3.0,10.0,5.0,11.0,134.0,2.0,0.0,8.0,0.0,139.0,14.0,3.0,1.0,13.0,0.0,22.0,5.0,120.0,4.0,97.0,117.0,59.0,82.0,0.0,18.0,25.0,0.0,0.0,25.0,0.0,0.0,97.0,66.0,16.0
28,253542253.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,23.0,0.0,9.0,5.0,0.0,21.0,0.0,33.0,0.0,17.0,12.0,1.0,1.0,1.0,1.0,7.0,5.0,15.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,44.0,1.0,0.0,2.0,13.0,13.0,13.0,35.0,0.0,11.0,1.0,0.0,2.0,27.0,0.0,5.0,5.0,18.0,0.0,6.0,25.0,3.0,3.0,3.0,14.0,19.0,1.0,13.0,9.0,0.0,1.0,4.0,1.0,1.0,12.0,0.0,13.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,2.0,0.0,34.0,1.0,4.0,0.0,2.0,1.0,3.0,0.0,18.0,1.0,14.0,14.0,6.0,8.0,0.0,4.0,6.0,0.0,0.0,4.0,0.0,0.0,8.0,3.0,4.0
29,255007697.0,3.0,48.0,183.0,4.0,92.0,96.0,197.0,5.0,19.0,8.0,58.0,25.0,5.0,15.0,42.0,422.0,28.0,34.0,6.0,7.0,20.0,100.0,36.0,147.0,0.0,10.0,26.0,1.0,0.0,15.0,1.0,6.0,25.0,0.0,22.0,181.0,3.0,4.0,16.0,15.0,7.0,16.0,34.0,10.0,9.0,82.0,0.0,17.0,2.0,0.0,1.0,16.0,3.0,26.0,14.0,3.0,5.0,31.0,16.0,30.0,33.0,38.0,15.0,0.0,7.0,11.0,0.0,9.0,28.0,1.0,11.0,0.0,1.0,41.0,2.0,26.0,70.0,3.0,23.0,1.0,21.0,158.0,1.0,0.0,2.0,14.0,59.0,11.0,14.0,9.0,9.0,15.0,9.0,14.0,0.0,40.0,3.0,21.0,7.0,0.0,8.0,0.0,23.0,40.0,11.0
30,255408158.0,0.0,34.0,15.0,8.0,7.0,47.0,1.0,8.0,14.0,2.0,15.0,5.0,7.0,34.0,3.0,19.0,15.0,12.0,3.0,3.0,13.0,107.0,63.0,80.0,0.0,0.0,4.0,0.0,15.0,0.0,1.0,14.0,15.0,2.0,3.0,45.0,3.0,37.0,2.0,1.0,1.0,2.0,1.0,2.0,40.0,13.0,4.0,1.0,8.0,5.0,5.0,6.0,2.0,32.0,3.0,3.0,0.0,24.0,5.0,3.0,13.0,9.0,2.0,2.0,14.0,0.0,4.0,1.0,16.0,6.0,2.0,1.0,6.0,45.0,0.0,9.0,2.0,4.0,59.0,0.0,5.0,23.0,0.0,1.0,10.0,3.0,93.0,12.0,6.0,33.0,0.0,8.0,0.0,0.0,0.0,47.0,0.0,1.0,1.0,11.0,12.0,0.0,0.0,14.0,12.0
31,256097262.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,0.0,6.0,0.0,18.0,0.0,12.0,4.0,3.0,3.0,1.0,0.0,0.0,3.0,10.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,3.0,4.0,8.0,8.0,0.0,5.0,0.0,0.0,1.0,13.0,0.0,6.0,2.0,12.0,0.0,6.0,15.0,5.0,1.0,0.0,8.0,4.0,1.0,8.0,5.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,2.0,3.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,3.0,5.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,3.0,2.0,1.0
32,258019953.0,0.0,28.0,16.0,7.0,5.0,27.0,12.0,21.0,6.0,9.0,9.0,3.0,10.0,6.0,2.0,11.0,23.0,6.0,16.0,11.0,12.0,18.0,26.0,17.0,0.0,0.0,16.0,4.0,6.0,14.0,1.0,0.0,6.0,0.0,6.0,9.0,0.0,15.0,0.0,2.0,1.0,5.0,2.0,5.0,17.0,9.0,7.0,11.0,7.0,10.0,17.0,13.0,1.0,28.0,3.0,2.0,0.0,13.0,14.0,5.0,9.0,8.0,2.0,1.0,0.0,0.0,3.0,2.0,23.0,0.0,8.0,1.0,6.0,6.0,0.0,6.0,5.0,0.0,14.0,1.0,9.0,15.0,1.0,1.0,9.0,1.0,39.0,3.0,7.0,9.0,10.0,9.0,1.0,6.0,0.0,28.0,1.0,2.0,1.0,23.0,4.0,0.0,1.0,11.0,16.0
33,260046126.0,1.0,22.0,20.0,6.0,5.0,28.0,4.0,3.0,6.0,0.0,9.0,1.0,1.0,11.0,1.0,20.0,5.0,11.0,0.0,0.0,10.0,59.0,24.0,42.0,0.0,0.0,4.0,0.0,25.0,15.0,0.0,6.0,0.0,0.0,2.0,55.0,2.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,9.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,11.0,1.0,2.0,0.0,14.0,1.0,3.0,14.0,4.0,1.0,0.0,3.0,2.0,0.0,1.0,9.0,1.0,2.0,0.0,0.0,30.0,0.0,4.0,3.0,3.0,18.0,1.0,3.0,27.0,0.0,2.0,4.0,2.0,40.0,4.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,1.0,2.0,2.0,4.0,0.0,1.0,8.0,3.0
34,260744761.0,0.0,3.0,1.0,58.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,10.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,59.0,1.0,36.0,17.0,29.0,4.0,7.0,39.0,2.0,0.0,2.0,26.0,3.0,1.0,3.0,1.0,2.0,26.0,2.0,0.0,55.0,0.0,5.0,0.0,0.0,13.0,52.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50.0,0.0,1.0,0.0,5.0,1.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,4.0
35,262067630.0,0.0,13.0,8.0,4.0,1.0,3.0,7.0,5.0,0.0,61.0,0.0,84.0,14.0,0.0,136.0,4.0,160.0,2.0,67.0,28.0,1.0,6.0,5.0,2.0,18.0,45.0,74.0,44.0,22.0,3.0,9.0,6.0,2.0,2.0,0.0,10.0,3.0,7.0,67.0,87.0,68.0,143.0,1.0,82.0,3.0,0.0,5.0,121.0,7.0,3.0,10.0,75.0,3.0,18.0,121.0,14.0,27.0,24.0,78.0,106.0,8.0,97.0,49.0,2.0,2.0,58.0,3.0,1.0,88.0,0.0,44.0,2.0,3.0,1.0,13.0,96.0,4.0,0.0,2.0,0.0,178.0,8.0,6.0,0.0,1.0,0.0,6.0,0.0,89.0,2.0,72.0,89.0,44.0,52.0,0.0,4.0,31.0,0.0,1.0,20.0,1.0,0.0,66.0,46.0,7.0
36,263022323.0,3.0,86.0,89.0,5.0,10.0,177.0,63.0,11.0,41.0,4.0,41.0,19.0,5.0,27.0,35.0,116.0,26.0,39.0,1.0,4.0,24.0,184.0,77.0,193.0,0.0,4.0,16.0,1.0,181.0,45.0,1.0,9.0,55.0,0.0,10.0,0.0,9.0,12.0,6.0,6.0,3.0,6.0,63.0,7.0,18.0,26.0,2.0,7.0,4.0,0.0,4.0,13.0,6.0,24.0,8.0,8.0,3.0,40.0,12.0,20.0,43.0,29.0,5.0,0.0,14.0,8.0,0.0,14.0,31.0,3.0,9.0,1.0,1.0,77.0,2.0,31.0,16.0,8.0,41.0,0.0,13.0,112.0,0.0,1.0,9.0,13.0,86.0,31.0,7.0,20.0,4.0,10.0,4.0,6.0,2.0,70.0,2.0,37.0,6.0,3.0,11.0,1.0,8.0,42.0,20.0
37,265393406.0,0.0,5.0,6.0,40.0,2.0,8.0,3.0,0.0,3.0,1.0,1.0,2.0,4.0,0.0,5.0,2.0,7.0,5.0,0.0,1.0,0.0,4.0,5.0,3.0,0.0,1.0,4.0,0.0,3.0,3.0,0.0,0.0,2.0,15.0,3.0,9.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,37.0,1.0,18.0,6.0,11.0,4.0,16.0,32.0,2.0,2.0,1.0,79.0,6.0,1.0,4.0,6.0,2.0,13.0,1.0,0.0,23.0,2.0,6.0,0.0,0.0,9.0,33.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,29.0,3.0,2.0,1.0,3.0,1.0,1.0,6.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
38,268234891.0,0.0,12.0,4.0,12.0,0.0,4.0,1.0,12.0,0.0,7.0,6.0,2.0,4.0,32.0,1.0,2.0,16.0,1.0,19.0,3.0,29.0,333.0,38.0,56.0,0.0,1.0,10.0,2.0,4.0,37.0,0.0,15.0,5.0,1.0,7.0,12.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,6.0,59.0,1.0,14.0,5.0,56.0,15.0,29.0,3.0,0.0,92.0,1.0,1.0,1.0,3.0,10.0,4.0,3.0,8.0,1.0,2.0,19.0,0.0,14.0,0.0,12.0,5.0,4.0,4.0,6.0,28.0,0.0,4.0,0.0,3.0,25.0,0.0,8.0,3.0,2.0,5.0,25.0,0.0,174.0,0.0,1.0,14.0,4.0,8.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,59.0,6.0,0.0,1.0,7.0,17.0
39,268358493.0,0.0,2.0,4.0,3.0,1.0,0.0,4.0,0.0,0.0,36.0,1.0,43.0,10.0,0.0,91.0,2.0,108.0,1.0,19.0,23.0,1.0,0.0,1.0,0.0,3.0,43.0,67.0,13.0,16.0,2.0,3.0,0.0,0.0,1.0,67.0,6.0,2.0,0.0,0.0,59.0,31.0,82.0,2.0,69.0,0.0,0.0,3.0,80.0,3.0,1.0,7.0,49.0,2.0,6.0,77.0,5.0,27.0,25.0,68.0,69.0,7.0,76.0,57.0,3.0,1.0,40.0,2.0,0.0,65.0,0.0,36.0,2.0,1.0,0.0,12.0,84.0,1.0,0.0,0.0,0.0,98.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,77.0,1.0,57.0,66.0,51.0,53.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,77.0,44.0,4.0
40,268444797.0,0.0,4.0,6.0,3.0,1.0,1.0,4.0,2.0,0.0,44.0,1.0,62.0,23.0,0.0,95.0,3.0,159.0,2.0,39.0,34.0,2.0,0.0,0.0,1.0,7.0,39.0,68.0,13.0,15.0,1.0,4.0,2.0,1.0,0.0,87.0,6.0,2.0,2.0,59.0,0.0,40.0,79.0,2.0,96.0,2.0,0.0,3.0,121.0,1.0,2.0,9.0,47.0,1.0,7.0,137.0,11.0,41.0,27.0,76.0,71.0,10.0,99.0,63.0,1.0,1.0,104.0,1.0,2.0,105.0,0.0,50.0,1.0,0.0,1.0,19.0,84.0,1.0,0.0,2.0,0.0,164.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,83.0,0.0,59.0,90.0,65.0,57.0,0.0,2.0,30.0,0.0,0.0,2.0,0.0,0.0,70.0,40.0,6.0
41,268982538.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,23.0,0.0,26.0,7.0,0.0,67.0,0.0,78.0,1.0,14.0,10.0,2.0,1.0,1.0,0.0,12.0,16.0,25.0,13.0,7.0,1.0,8.0,1.0,0.0,0.0,68.0,3.0,1.0,0.0,31.0,40.0,0.0,63.0,0.0,33.0,0.0,0.0,2.0,47.0,0.0,1.0,2.0,44.0,1.0,2.0,62.0,6.0,13.0,6.0,38.0,61.0,2.0,49.0,29.0,0.0,1.0,36.0,0.0,0.0,35.0,0.0,17.0,0.0,0.0,0.0,9.0,35.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,42.0,0.0,22.0,58.0,29.0,23.0,0.0,0.0,25.0,0.0,0.0,2.0,0.0,0.0,28.0,21.0,2.0
42,269938982.0,0.0,4.0,5.0,10.0,3.0,3.0,7.0,2.0,1.0,65.0,2.0,84.0,30.0,1.0,133.0,4.0,172.0,3.0,66.0,40.0,2.0,6.0,3.0,2.0,15.0,39.0,100.0,35.0,16.0,2.0,8.0,5.0,0.0,3.0,143.0,6.0,4.0,5.0,82.0,79.0,63.0,0.0,1.0,108.0,2.0,0.0,9.0,129.0,9.0,11.0,20.0,64.0,2.0,27.0,127.0,14.0,31.0,35.0,88.0,108.0,8.0,116.0,53.0,4.0,4.0,67.0,13.0,2.0,92.0,0.0,54.0,6.0,6.0,0.0,14.0,117.0,0.0,0.0,0.0,0.0,184.0,3.0,6.0,1.0,8.0,0.0,5.0,0.0,94.0,2.0,87.0,103.0,53.0,55.0,0.0,5.0,29.0,2.0,0.0,14.0,1.0,0.0,77.0,45.0,8.0
43,271791007.0,3.0,8.0,29.0,1.0,6.0,18.0,23.0,1.0,6.0,1.0,0.0,3.0,2.0,1.0,9.0,60.0,6.0,6.0,1.0,3.0,8.0,9.0,5.0,18.0,0.0,3.0,3.0,0.0,34.0,1.0,0.0,2.0,4.0,0.0,1.0,63.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,13.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,7.0,5.0,5.0,10.0,6.0,4.0,0.0,0.0,3.0,0.0,2.0,7.0,0.0,2.0,1.0,0.0,5.0,0.0,3.0,8.0,0.0,3.0,1.0,3.0,18.0,0.0,0.0,0.0,3.0,5.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,44.0,0.0,22.0,3.0,0.0,0.0,0.0,3.0,8.0,3.0
44,272100932.0,0.0,5.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,55.0,3.0,83.0,27.0,4.0,123.0,2.0,222.0,1.0,65.0,49.0,1.0,7.0,5.0,2.0,6.0,75.0,111.0,11.0,10.0,2.0,5.0,5.0,0.0,2.0,82.0,7.0,1.0,6.0,69.0,96.0,33.0,108.0,2.0,0.0,3.0,0.0,7.0,132.0,9.0,6.0,15.0,69.0,0.0,21.0,142.0,11.0,58.0,31.0,142.0,86.0,8.0,125.0,91.0,2.0,3.0,91.0,8.0,1.0,135.0,0.0,57.0,0.0,3.0,1.0,18.0,159.0,1.0,0.0,0.0,0.0,201.0,4.0,2.0,1.0,3.0,0.0,5.0,0.0,144.0,0.0,114.0,111.0,77.0,99.0,0.0,1.0,44.0,0.0,0.0,8.0,0.0,0.0,109.0,58.0,9.0
45,272308325.0,0.0,16.0,9.0,10.0,4.0,10.0,1.0,9.0,4.0,8.0,6.0,2.0,2.0,36.0,0.0,6.0,18.0,7.0,12.0,4.0,10.0,109.0,44.0,49.0,0.0,0.0,8.0,1.0,9.0,40.0,0.0,17.0,9.0,2.0,3.0,18.0,0.0,59.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0,14.0,4.0,19.0,16.0,21.0,2.0,1.0,30.0,1.0,1.0,0.0,8.0,6.0,3.0,5.0,4.0,2.0,1.0,27.0,0.0,11.0,0.0,12.0,3.0,6.0,1.0,12.0,24.0,0.0,4.0,2.0,3.0,29.0,1.0,3.0,3.0,0.0,8.0,21.0,1.0,81.0,2.0,2.0,24.0,4.0,6.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,9.0,16.0
46,275005312.0,2.0,30.0,74.0,3.0,28.0,68.0,117.0,1.0,7.0,0.0,9.0,1.0,4.0,0.0,8.0,135.0,8.0,10.0,1.0,2.0,9.0,19.0,5.0,26.0,0.0,0.0,5.0,0.0,82.0,13.0,0.0,9.0,5.0,0.0,0.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,19.0,2.0,3.0,0.0,19.0,1.0,5.0,14.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,33.0,0.0,8.0,1.0,0.0,99.0,1.0,0.0,4.0,13.0,21.0,7.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,39.0,0.0,25.0,6.0,0.0,1.0,0.0,1.0,17.0,4.0
47,275115527.0,0.0,13.0,4.0,177.0,1.0,8.0,1.0,6.0,1.0,6.0,10.0,2.0,7.0,6.0,4.0,0.0,27.0,4.0,13.0,4.0,7.0,19.0,6.0,4.0,0.0,1.0,11.0,2.0,0.0,4.0,1.0,7.0,1.0,59.0,5.0,2.0,37.0,14.0,3.0,3.0,2.0,9.0,1.0,7.0,14.0,0.0,0.0,5.0,93.0,59.0,92.0,8.0,15.0,138.0,5.0,0.0,3.0,113.0,5.0,2.0,3.0,4.0,2.0,50.0,17.0,1.0,146.0,0.0,15.0,0.0,2.0,67.0,158.0,1.0,1.0,4.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,15.0,225.0,0.0,10.0,0.0,10.0,6.0,4.0,19.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,20.0,2.0,0.0,1.0,4.0,9.0
48,275122708.0,0.0,13.0,4.0,7.0,1.0,1.0,5.0,9.0,0.0,61.0,1.0,63.0,30.0,2.0,141.0,3.0,234.0,0.0,91.0,49.0,3.0,6.0,6.0,1.0,4.0,68.0,121.0,27.0,17.0,1.0,13.0,11.0,2.0,1.0,121.0,7.0,1.0,5.0,80.0,121.0,47.0,129.0,2.0,132.0,4.0,0.0,5.0,0.0,1.0,6.0,20.0,87.0,0.0,22.0,151.0,29.0,53.0,36.0,140.0,113.0,12.0,143.0,84.0,3.0,3.0,81.0,5.0,3.0,145.0,0.0,72.0,3.0,2.0,1.0,17.0,148.0,2.0,0.0,4.0,0.0,215.0,8.0,8.0,0.0,5.0,0.0,6.0,0.0,119.0,1.0,109.0,127.0,82.0,86.0,0.0,8.0,37.0,0.0,1.0,8.0,0.0,0.0,112.0,63.0,12.0
49,276866236.0,0.0,2.0,6.0,76.0,2.0,6.0,1.0,4.0,1.0,1.0,5.0,5.0,6.0,12.0,3.0,3.0,22.0,1.0,9.0,1.0,6.0,63.0,13.0,3.0,0.0,2.0,12.0,0.0,2.0,8.0,0.0,7.0,0.0,36.0,7.0,4.0,18.0,56.0,3.0,1.0,0.0,9.0,0.0,9.0,19.0,1.0,93.0,1.0,0.0,31.0,56.0,7.0,7.0,129.0,5.0,0.0,3.0,45.0,10.0,5.0,6.0,8.0,4.0,30.0,11.0,1.0,82.0,1.0,15.0,1.0,1.0,28.0,80.0,2.0,1.0,8.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,8.0,107.0,1.0,24.0,0.0,11.0,3.0,3.0,14.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,2.0,2.0,10.0,13.0
50,277428389.0,0.0,13.0,4.0,69.0,0.0,3.0,0.0,8.0,0.0,9.0,6.0,2.0,5.0,5.0,1.0,1.0,24.0,1.0,26.0,6.0,11.0,19.0,7.0,9.0,0.0,1.0,12.0,5.0,0.0,5.0,6.0,10.0,0.0,17.0,3.0,0.0,6.0,15.0,1.0,2.0,1.0,11.0,0.0,6.0,16.0,0.0,59.0,6.0,31.0,0.0,64.0,10.0,2.0,87.0,5.0,0.0,2.0,20.0,7.0,3.0,4.0,5.0,2.0,11.0,13.0,1.0,64.0,0.0,10.0,0.0,4.0,7.0,35.0,1.0,1.0,4.0,0.0,1.0,5.0,0.0,4.0,0.0,1.0,2.0,83.0,0.0,14.0,0.0,8.0,4.0,6.0,15.0,2.0,4.0,0.0,8.0,2.0,0.0,0.0,49.0,2.0,0.0,1.0,4.0,11.0
51,277483604.0,0.0,28.0,3.0,82.0,1.0,14.0,2.0,26.0,1.0,17.0,15.0,13.0,15.0,5.0,10.0,3.0,42.0,1.0,42.0,12.0,12.0,33.0,20.0,13.0,0.0,5.0,30.0,5.0,1.0,5.0,2.0,17.0,1.0,29.0,10.0,4.0,11.0,29.0,7.0,9.0,2.0,20.0,1.0,15.0,21.0,0.0,92.0,20.0,56.0,64.0,0.0,14.0,3.0,112.0,17.0,5.0,5.0,32.0,23.0,13.0,8.0,17.0,11.0,23.0,17.0,8.0,76.0,1.0,30.0,0.0,14.0,17.0,70.0,1.0,1.0,19.0,0.0,1.0,5.0,0.0,26.0,2.0,4.0,6.0,105.0,0.0,22.0,0.0,19.0,5.0,20.0,28.0,5.0,10.0,0.0,15.0,3.0,0.0,0.0,58.0,2.0,0.0,14.0,10.0,18.0
52,278466160.0,0.0,12.0,6.0,12.0,3.0,8.0,7.0,7.0,2.0,28.0,5.0,32.0,14.0,1.0,90.0,8.0,116.0,4.0,49.0,25.0,9.0,5.0,6.0,8.0,3.0,27.0,75.0,18.0,16.0,6.0,12.0,13.0,2.0,4.0,75.0,13.0,4.0,3.0,49.0,47.0,44.0,64.0,3.0,69.0,2.0,4.0,8.0,87.0,7.0,10.0,14.0,0.0,1.0,22.0,70.0,13.0,28.0,25.0,89.0,85.0,11.0,80.0,40.0,2.0,5.0,38.0,16.0,1.0,82.0,0.0,39.0,3.0,4.0,0.0,10.0,69.0,2.0,0.0,2.0,0.0,86.0,7.0,3.0,1.0,7.0,0.0,6.0,3.0,67.0,1.0,47.0,71.0,33.0,44.0,0.0,7.0,19.0,1.0,0.0,16.0,1.0,0.0,72.0,46.0,9.0
53,279265814.0,0.0,1.0,4.0,10.0,2.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,7.0,3.0,6.0,16.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,15.0,0.0,7.0,2.0,3.0,1.0,0.0,9.0,1.0,0.0,0.0,20.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,11.0,0.0,4.0,0.0,0.0,5.0,11.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,8.0,0.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
