,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
20,238169051.0,69.0,259.0,45.0,100.0,50.0,189.0,63.0,142.0,98.0,3.0,7.0,89.0,6.0,5.0,5.0,39.0,95.0,38.0,14.0,0.0,31.0,73.0,2.0,3.0,18.0,49.0,51.0,11.0,133.0,99.0,73.0,50.0,11.0,28.0,41.0,0.0,13.0,49.0,0.0,10.0,243.0,0.0,0.0,37.0,30.0,59.0,40.0,4.0,42.0,5.0,0.0,20.0,39.0
21,238369902.0,51.0,35.0,10.0,22.0,4.0,20.0,13.0,16.0,17.0,0.0,1.0,17.0,16.0,0.0,0.0,61.0,36.0,1.0,1.0,31.0,0.0,16.0,1.0,0.0,7.0,3.0,8.0,18.0,5.0,18.0,4.0,8.0,1.0,11.0,27.0,0.0,0.0,3.0,0.0,6.0,56.0,0.0,2.0,12.0,3.0,24.0,5.0,12.0,2.0,0.0,0.0,5.0,24.0
22,239065881.0,99.0,104.0,50.0,35.0,42.0,128.0,72.0,65.0,151.0,19.0,9.0,46.0,13.0,9.0,10.0,44.0,13.0,89.0,71.0,73.0,16.0,0.0,3.0,1.0,75.0,78.0,36.0,30.0,69.0,224.0,96.0,123.0,50.0,63.0,43.0,0.0,28.0,67.0,0.0,32.0,125.0,4.0,2.0,93.0,75.0,36.0,97.0,15.0,95.0,4.0,0.0,36.0,12.0
23,253673210.0,3.0,2.0,1.0,0.0,0.0,6.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,253742998.0,3.0,12.0,1.0,3.0,0.0,9.0,10.0,10.0,5.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,2.0,4.0,6.0,3.0,0.0,1.0,0.0,0.0,12.0,2.0,6.0,2.0,19.0,4.0,4.0,3.0,3.0,1.0,2.0,0.0,1.0,4.0,0.0,3.0,6.0,0.0,0.0,3.0,2.0,1.0,10.0,0.0,4.0,0.0,0.0,3.0,2.0
25,253985692.0,48.0,45.0,11.0,14.0,7.0,38.0,36.0,38.0,73.0,30.0,1.0,24.0,2.0,5.0,6.0,20.0,9.0,38.0,11.0,18.0,7.0,75.0,1.0,12.0,0.0,19.0,17.0,16.0,27.0,107.0,20.0,58.0,42.0,33.0,25.0,0.0,5.0,7.0,0.0,13.0,38.0,1.0,1.0,41.0,41.0,12.0,96.0,4.0,29.0,0.0,0.0,45.0,4.0
26,255327405.0,13.0,46.0,22.0,29.0,25.0,65.0,19.0,24.0,54.0,5.0,5.0,20.0,0.0,5.0,2.0,1.0,4.0,32.0,10.0,49.0,3.0,78.0,0.0,2.0,19.0,0.0,15.0,5.0,49.0,70.0,34.0,45.0,11.0,24.0,15.0,0.0,16.0,31.0,0.0,7.0,49.0,1.0,1.0,18.0,31.0,9.0,32.0,0.0,32.0,2.0,0.0,22.0,5.0
27,256473884.0,77.0,111.0,17.0,23.0,11.0,177.0,44.0,132.0,44.0,1.0,3.0,107.0,2.0,1.0,1.0,24.0,29.0,15.0,32.0,51.0,8.0,36.0,5.0,6.0,17.0,15.0,0.0,8.0,99.0,64.0,54.0,45.0,6.0,11.0,54.0,0.0,17.0,33.0,0.0,17.0,60.0,0.0,0.0,35.0,15.0,61.0,20.0,2.0,14.0,2.0,0.0,10.0,6.0
28,257747817.0,29.0,23.0,28.0,9.0,3.0,19.0,20.0,18.0,24.0,0.0,20.0,18.0,5.0,2.0,0.0,19.0,12.0,3.0,21.0,11.0,18.0,30.0,0.0,2.0,16.0,5.0,8.0,0.0,13.0,31.0,19.0,14.0,4.0,9.0,25.0,0.0,1.0,7.0,0.0,4.0,43.0,0.0,1.0,18.0,7.0,33.0,8.0,4.0,17.0,0.0,0.0,4.0,8.0
29,260314188.0,65.0,250.0,50.0,74.0,37.0,300.0,104.0,314.0,103.0,3.0,8.0,169.0,5.0,7.0,4.0,8.0,25.0,70.0,84.0,133.0,5.0,69.0,2.0,19.0,27.0,49.0,99.0,13.0,0.0,136.0,155.0,82.0,25.0,39.0,61.0,0.0,20.0,115.0,0.0,40.0,161.0,0.0,0.0,56.0,27.0,65.0,69.0,8.0,61.0,3.0,0.0,30.0,13.0
30,262821567.0,111.0,159.0,84.0,55.0,54.0,175.0,88.0,105.0,189.0,33.0,13.0,73.0,5.0,20.0,12.0,35.0,27.0,124.0,53.0,99.0,18.0,224.0,1.0,4.0,107.0,70.0,64.0,31.0,136.0,0.0,136.0,148.0,73.0,60.0,81.0,0.0,31.0,101.0,0.0,43.0,147.0,3.0,2.0,104.0,83.0,44.0,177.0,12.0,131.0,6.0,0.0,66.0,17.0
31,267088381.0,49.0,168.0,77.0,35.0,41.0,167.0,40.0,112.0,110.0,6.0,16.0,52.0,1.0,17.0,6.0,1.0,18.0,93.0,87.0,73.0,4.0,96.0,1.0,4.0,20.0,34.0,54.0,19.0,155.0,136.0,0.0,73.0,29.0,23.0,50.0,0.0,17.0,97.0,0.0,44.0,100.0,1.0,0.0,40.0,22.0,34.0,72.0,1.0,113.0,4.0,0.0,19.0,13.0
32,269266951.0,63.0,104.0,31.0,29.0,27.0,107.0,46.0,69.0,108.0,17.0,5.0,46.0,2.0,4.0,5.0,11.0,14.0,50.0,26.0,50.0,8.0,123.0,0.0,3.0,58.0,45.0,45.0,14.0,82.0,148.0,73.0,0.0,33.0,38.0,44.0,0.0,19.0,53.0,0.0,27.0,86.0,4.0,0.0,52.0,54.0,16.0,91.0,5.0,68.0,5.0,0.0,48.0,5.0
33,269281101.0,24.0,26.0,10.0,4.0,9.0,25.0,21.0,15.0,46.0,13.0,1.0,11.0,0.0,3.0,8.0,2.0,1.0,51.0,27.0,11.0,1.0,50.0,0.0,3.0,42.0,11.0,6.0,4.0,25.0,73.0,29.0,33.0,0.0,20.0,9.0,0.0,3.0,25.0,0.0,22.0,25.0,1.0,0.0,27.0,24.0,1.0,68.0,2.0,34.0,1.0,0.0,33.0,3.0
34,274246546.0,31.0,50.0,11.0,30.0,11.0,61.0,50.0,19.0,55.0,7.0,2.0,18.0,2.0,3.0,0.0,16.0,12.0,29.0,15.0,28.0,11.0,63.0,1.0,1.0,33.0,24.0,11.0,9.0,39.0,60.0,23.0,38.0,20.0,0.0,28.0,0.0,9.0,28.0,0.0,9.0,68.0,1.0,0.0,42.0,32.0,6.0,26.0,5.0,19.0,1.0,0.0,16.0,5.0
35,276669698.0,91.0,91.0,30.0,38.0,15.0,104.0,44.0,56.0,64.0,1.0,6.0,54.0,13.0,5.0,0.0,19.0,53.0,15.0,10.0,41.0,27.0,43.0,1.0,2.0,25.0,15.0,54.0,25.0,61.0,81.0,50.0,44.0,9.0,28.0,0.0,0.0,8.0,33.0,0.0,13.0,83.0,0.0,4.0,40.0,21.0,55.0,23.0,8.0,15.0,2.0,0.0,19.0,45.0
36,294523668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,296532899.0,5.0,21.0,13.0,6.0,12.0,25.0,5.0,10.0,27.0,0.0,6.0,9.0,0.0,1.0,0.0,0.0,3.0,10.0,3.0,13.0,0.0,28.0,0.0,1.0,5.0,16.0,17.0,1.0,20.0,31.0,17.0,19.0,3.0,9.0,8.0,0.0,0.0,18.0,0.0,6.0,17.0,0.0,0.0,7.0,8.0,3.0,10.0,1.0,7.0,3.0,0.0,5.0,2.0
38,309041796.0,25.0,135.0,45.0,26.0,31.0,130.0,47.0,60.0,97.0,5.0,7.0,55.0,0.0,9.0,4.0,1.0,10.0,68.0,44.0,49.0,3.0,67.0,0.0,4.0,7.0,31.0,33.0,7.0,115.0,101.0,97.0,53.0,25.0,28.0,33.0,0.0,18.0,0.0,0.0,38.0,80.0,1.0,0.0,35.0,22.0,14.0,50.0,0.0,53.0,5.0,0.0,22.0,11.0
39,314048797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,316006382.0,23.0,61.0,18.0,4.0,9.0,56.0,25.0,30.0,72.0,4.0,2.0,19.0,0.0,1.0,0.0,3.0,5.0,35.0,25.0,10.0,6.0,32.0,1.0,3.0,13.0,7.0,17.0,4.0,40.0,43.0,44.0,27.0,22.0,9.0,13.0,0.0,6.0,38.0,0.0,0.0,20.0,1.0,0.0,25.0,4.0,4.0,19.0,0.0,14.0,1.0,0.0,10.0,2.0
41,317836964.0,175.0,305.0,59.0,137.0,43.0,262.0,132.0,144.0,155.0,5.0,5.0,153.0,10.0,7.0,1.0,66.0,90.0,50.0,23.0,243.0,56.0,125.0,2.0,6.0,38.0,49.0,60.0,43.0,161.0,147.0,100.0,86.0,25.0,68.0,83.0,0.0,17.0,80.0,0.0,20.0,0.0,0.0,5.0,99.0,45.0,85.0,54.0,15.0,53.0,3.0,0.0,28.0,60.0
42,321612773.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
43,326991289.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
44,330185697.0,98.0,107.0,25.0,22.0,10.0,96.0,70.0,54.0,112.0,12.0,2.0,45.0,0.0,4.0,3.0,27.0,13.0,33.0,20.0,37.0,12.0,93.0,1.0,3.0,41.0,18.0,35.0,18.0,56.0,104.0,40.0,52.0,27.0,42.0,40.0,0.0,7.0,35.0,0.0,25.0,99.0,1.0,1.0,0.0,38.0,21.0,22.0,5.0,24.0,0.0,0.0,12.0,6.0
45,349146547.0,24.0,35.0,20.0,14.0,16.0,52.0,28.0,23.0,73.0,17.0,2.0,11.0,0.0,8.0,0.0,10.0,10.0,26.0,10.0,30.0,3.0,75.0,1.0,2.0,41.0,31.0,15.0,7.0,27.0,83.0,22.0,54.0,24.0,32.0,21.0,0.0,8.0,22.0,0.0,4.0,45.0,2.0,1.0,38.0,0.0,16.0,53.0,3.0,29.0,2.0,0.0,29.0,2.0
46,359509980.0,93.0,77.0,31.0,24.0,13.0,60.0,25.0,98.0,53.0,2.0,13.0,42.0,42.0,4.0,0.0,54.0,52.0,8.0,18.0,59.0,24.0,36.0,4.0,1.0,12.0,9.0,61.0,33.0,65.0,44.0,34.0,16.0,1.0,6.0,55.0,0.0,3.0,14.0,0.0,4.0,85.0,0.0,5.0,21.0,16.0,0.0,10.0,11.0,17.0,1.0,0.0,16.0,36.0
47,364695005.0,35.0,57.0,34.0,23.0,28.0,69.0,28.0,39.0,84.0,26.0,2.0,21.0,0.0,11.0,9.0,7.0,5.0,111.0,34.0,40.0,5.0,97.0,1.0,10.0,96.0,32.0,20.0,8.0,69.0,177.0,72.0,91.0,68.0,26.0,23.0,0.0,10.0,50.0,0.0,19.0,54.0,3.0,0.0,22.0,53.0,10.0,0.0,1.0,108.0,1.0,0.0,79.0,4.0
48,378889645.0,13.0,6.0,1.0,2.0,0.0,8.0,12.0,13.0,6.0,0.0,0.0,1.0,37.0,0.0,0.0,12.0,4.0,1.0,1.0,4.0,12.0,15.0,0.0,0.0,4.0,0.0,2.0,4.0,8.0,12.0,1.0,5.0,2.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,3.0,11.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0
49,390244807.0,16.0,60.0,50.0,12.0,31.0,74.0,18.0,30.0,78.0,12.0,14.0,22.0,0.0,8.0,11.0,0.0,3.0,108.0,102.0,42.0,2.0,95.0,0.0,4.0,29.0,32.0,14.0,17.0,61.0,131.0,113.0,68.0,34.0,19.0,15.0,0.0,7.0,53.0,0.0,14.0,53.0,0.0,0.0,24.0,29.0,17.0,108.0,2.0,0.0,4.0,0.0,24.0,6.0
50,428978217.0,0.0,6.0,4.0,1.0,2.0,6.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,6.0,4.0,5.0,1.0,1.0,2.0,0.0,3.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0
51,428999682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,441155820.0,19.0,27.0,13.0,9.0,11.0,33.0,22.0,15.0,47.0,14.0,0.0,8.0,3.0,7.0,3.0,9.0,9.0,26.0,8.0,20.0,5.0,36.0,0.0,3.0,45.0,22.0,10.0,4.0,30.0,66.0,19.0,48.0,33.0,16.0,19.0,0.0,5.0,22.0,0.0,10.0,28.0,2.0,0.0,12.0,29.0,16.0,79.0,2.0,24.0,3.0,0.0,0.0,1.0
53,444279470.0,39.0,46.0,19.0,25.0,17.0,32.0,13.0,19.0,27.0,0.0,1.0,6.0,4.0,2.0,0.0,8.0,39.0,5.0,0.0,39.0,24.0,12.0,0.0,2.0,4.0,5.0,6.0,8.0,13.0,17.0,13.0,5.0,3.0,5.0,45.0,0.0,2.0,11.0,0.0,2.0,60.0,0.0,4.0,6.0,2.0,36.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0
