,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
20,41777879.0,5.0,1.0,11.0,13.0,13.0,2.0,7.0,7.0,9.0,0.0,0.0,5.0,7.0,10.0,8.0,0.0,0.0,5.0,1.0,0.0,1.0,11.0,7.0,1.0,8.0,0.0,7.0,5.0,15.0,5.0,10.0,0.0,9.0,5.0,0.0,11.0,3.0,3.0,1.0,2.0,10.0,11.0,1.0,1.0,5.0,9.0,6.0,2.0,0.0,1.0,7.0,7.0,0.0,1.0,14.0,11.0,5.0,11.0,1.0,0.0,15.0,4.0,0.0,1.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,5.0,2.0,2.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,2.0,8.0,5.0,3.0,0.0,7.0,3.0,4.0,10.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
21,43902958.0,1.0,0.0,3.0,3.0,2.0,5.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,13.0,3.0,0.0,13.0,0.0,0.0,7.0,2.0,1.0,6.0,38.0,1.0,6.0,5.0,2.0,1.0,9.0,16.0,0.0,3.0,7.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,2.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,48959778.0,54.0,4.0,97.0,116.0,34.0,7.0,107.0,85.0,44.0,3.0,0.0,8.0,53.0,22.0,35.0,4.0,0.0,10.0,2.0,11.0,0.0,0.0,38.0,5.0,14.0,0.0,26.0,17.0,60.0,14.0,70.0,3.0,2.0,36.0,0.0,31.0,23.0,12.0,28.0,6.0,17.0,28.0,7.0,5.0,65.0,35.0,28.0,19.0,21.0,2.0,11.0,19.0,0.0,3.0,36.0,29.0,11.0,54.0,16.0,0.0,140.0,109.0,2.0,1.0,18.0,2.0,4.0,5.0,72.0,1.0,12.0,50.0,54.0,17.0,4.0,4.0,7.0,18.0,47.0,10.0,9.0,1.0,46.0,15.0,30.0,58.0,2.0,16.0,23.0,20.0,16.0,127.0,2.0,2.0,1.0,4.0,4.0,6.0,3.0,0.0,2.0,0.0
23,48984831.0,26.0,2.0,38.0,35.0,15.0,4.0,39.0,32.0,13.0,2.0,0.0,5.0,33.0,15.0,31.0,3.0,0.0,11.0,0.0,7.0,0.0,38.0,0.0,3.0,8.0,0.0,18.0,15.0,35.0,9.0,38.0,0.0,1.0,18.0,0.0,12.0,18.0,9.0,31.0,2.0,10.0,35.0,1.0,4.0,25.0,37.0,12.0,3.0,7.0,3.0,9.0,11.0,0.0,1.0,31.0,19.0,6.0,21.0,5.0,0.0,43.0,46.0,2.0,1.0,4.0,0.0,2.0,1.0,5.0,1.0,1.0,15.0,12.0,27.0,1.0,3.0,6.0,13.0,8.0,5.0,3.0,1.0,8.0,14.0,14.0,21.0,2.0,14.0,5.0,7.0,6.0,18.0,0.0,1.0,0.0,2.0,5.0,0.0,4.0,0.0,2.0,0.0
24,55863784.0,6.0,0.0,12.0,6.0,6.0,0.0,9.0,16.0,2.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,3.0,0.0,1.0,0.0,2.0,1.0,8.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,11.0,4.0,3.0,0.0,0.0,0.0,57.0,2.0,0.0,1.0,3.0,1.0,9.0,19.0,43.0,4.0,6.0,13.0,37.0,1.0,2.0,0.0,0.0,2.0,1.0,32.0,0.0,3.0,2.0,3.0,0.0,49.0,58.0,30.0,1.0,51.0,0.0,0.0,1.0,1.0,3.0,11.0,26.0,2.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,37.0,0.0
25,60472240.0,28.0,0.0,69.0,14.0,9.0,6.0,40.0,37.0,30.0,4.0,0.0,9.0,7.0,4.0,8.0,2.0,0.0,4.0,0.0,8.0,2.0,14.0,8.0,1.0,0.0,0.0,18.0,7.0,20.0,3.0,22.0,2.0,3.0,9.0,0.0,10.0,3.0,7.0,1.0,2.0,9.0,26.0,4.0,0.0,16.0,13.0,7.0,2.0,1.0,0.0,8.0,6.0,0.0,3.0,23.0,26.0,7.0,17.0,5.0,1.0,17.0,37.0,2.0,1.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,2.0,7.0,4.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,6.0,3.0,94.0,0.0,7.0,7.0,13.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
26,60598920.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,67208397.0,16.0,1.0,94.0,33.0,11.0,5.0,142.0,21.0,19.0,0.0,0.0,5.0,27.0,12.0,15.0,1.0,0.0,7.0,0.0,7.0,0.0,26.0,18.0,2.0,18.0,0.0,0.0,15.0,22.0,5.0,28.0,0.0,2.0,9.0,0.0,9.0,8.0,4.0,5.0,1.0,13.0,13.0,0.0,2.0,11.0,20.0,12.0,2.0,0.0,3.0,8.0,12.0,0.0,1.0,20.0,28.0,6.0,20.0,1.0,1.0,30.0,18.0,1.0,1.0,7.0,0.0,1.0,1.0,7.0,0.0,0.0,12.0,7.0,11.0,1.0,2.0,3.0,8.0,2.0,0.0,1.0,1.0,4.0,9.0,10.0,26.0,1.0,13.0,9.0,5.0,7.0,13.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0
28,69049211.0,14.0,3.0,91.0,28.0,13.0,4.0,170.0,15.0,11.0,18.0,0.0,42.0,32.0,15.0,42.0,1.0,0.0,3.0,0.0,5.0,0.0,17.0,15.0,1.0,7.0,0.0,15.0,0.0,13.0,5.0,43.0,4.0,2.0,28.0,0.0,17.0,10.0,2.0,9.0,7.0,9.0,57.0,0.0,8.0,9.0,10.0,4.0,3.0,1.0,0.0,4.0,4.0,0.0,1.0,31.0,32.0,10.0,15.0,2.0,1.0,15.0,23.0,0.0,0.0,14.0,0.0,1.0,0.0,4.0,0.0,0.0,6.0,3.0,4.0,0.0,1.0,2.0,7.0,3.0,0.0,2.0,1.0,3.0,13.0,3.0,26.0,0.0,20.0,3.0,16.0,3.0,9.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
29,70983758.0,62.0,3.0,163.0,148.0,47.0,21.0,74.0,68.0,78.0,4.0,0.0,13.0,64.0,21.0,34.0,2.0,1.0,16.0,2.0,15.0,2.0,60.0,35.0,8.0,20.0,1.0,22.0,13.0,0.0,10.0,36.0,5.0,0.0,14.0,0.0,29.0,26.0,14.0,40.0,8.0,22.0,42.0,8.0,6.0,66.0,80.0,37.0,37.0,19.0,5.0,35.0,20.0,0.0,12.0,59.0,67.0,32.0,105.0,13.0,4.0,179.0,105.0,7.0,7.0,16.0,1.0,22.0,24.0,29.0,3.0,7.0,44.0,47.0,28.0,3.0,12.0,15.0,33.0,25.0,9.0,9.0,2.0,28.0,20.0,57.0,58.0,3.0,18.0,13.0,36.0,36.0,57.0,3.0,0.0,0.0,11.0,5.0,4.0,5.0,0.0,1.0,0.0
30,75055396.0,5.0,1.0,12.0,13.0,6.0,1.0,16.0,12.0,6.0,0.0,0.0,0.0,7.0,10.0,7.0,0.0,0.0,4.0,0.0,5.0,0.0,14.0,9.0,1.0,3.0,0.0,5.0,5.0,10.0,0.0,11.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,5.0,1.0,4.0,9.0,1.0,1.0,4.0,8.0,5.0,0.0,0.0,2.0,2.0,5.0,0.0,1.0,9.0,12.0,4.0,11.0,3.0,0.0,11.0,10.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,1.0,3.0,5.0,8.0,0.0,6.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
