,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
22,210824047.0,1.0,0.0,4.0,4.0,13.0,13.0,18.0,3.0,0.0,35.0,2.0,7.0,14.0,13.0,0.0,12.0,1.0,25.0,3.0,6.0,2.0,0.0,1.0,18.0,0.0,27.0,3.0,4.0,15.0,11.0,12.0,1.0,27.0,0.0,5.0,1.0,20.0,0.0,30.0,1.0,57.0,1.0,5.0,7.0,5.0,4.0,4.0,1.0,1.0,0.0,1.0,6.0,23.0,1.0,2.0,0.0,0.0,3.0,8.0,0.0,32.0,39.0,2.0,7.0,0.0
23,219260808.0,13.0,2.0,11.0,23.0,30.0,29.0,15.0,14.0,2.0,28.0,2.0,8.0,18.0,21.0,1.0,14.0,13.0,25.0,10.0,20.0,9.0,1.0,0.0,30.0,10.0,16.0,5.0,7.0,8.0,6.0,41.0,8.0,29.0,0.0,6.0,10.0,10.0,1.0,6.0,0.0,10.0,0.0,2.0,17.0,2.0,11.0,0.0,2.0,0.0,1.0,7.0,0.0,4.0,3.0,24.0,0.0,11.0,28.0,15.0,0.0,12.0,16.0,3.0,3.0,0.0
24,238169051.0,39.0,10.0,10.0,54.0,104.0,100.0,54.0,65.0,3.0,138.0,11.0,32.0,106.0,67.0,1.0,55.0,61.0,99.0,46.0,67.0,13.0,18.0,30.0,0.0,41.0,71.0,23.0,35.0,39.0,30.0,90.0,21.0,197.0,1.0,36.0,34.0,28.0,1.0,69.0,5.0,52.0,0.0,6.0,28.0,6.0,25.0,1.0,14.0,1.0,0.0,10.0,1.0,30.0,4.0,90.0,1.0,5.0,57.0,44.0,2.0,35.0,90.0,15.0,3.0,0.0
25,243483518.0,63.0,9.0,16.0,36.0,38.0,25.0,19.0,72.0,1.0,14.0,2.0,6.0,41.0,10.0,1.0,18.0,18.0,31.0,22.0,15.0,8.0,0.0,10.0,41.0,0.0,15.0,6.0,12.0,9.0,6.0,40.0,4.0,71.0,1.0,19.0,57.0,12.0,1.0,6.0,5.0,5.0,2.0,1.0,93.0,2.0,8.0,0.0,4.0,1.0,1.0,16.0,0.0,6.0,1.0,67.0,0.0,18.0,50.0,56.0,0.0,16.0,14.0,21.0,2.0,0.0
26,244152633.0,7.0,15.0,48.0,47.0,169.0,176.0,93.0,23.0,3.0,490.0,4.0,33.0,112.0,102.0,1.0,41.0,23.0,158.0,21.0,75.0,41.0,27.0,16.0,71.0,15.0,0.0,17.0,32.0,77.0,39.0,128.0,14.0,107.0,0.0,16.0,3.0,41.0,2.0,68.0,2.0,53.0,1.0,7.0,14.0,91.0,76.0,1.0,18.0,0.0,1.0,6.0,2.0,62.0,10.0,74.0,5.0,12.0,51.0,60.0,2.0,78.0,196.0,6.0,13.0,0.0
27,246476333.0,3.0,2.0,6.0,32.0,23.0,23.0,15.0,10.0,1.0,36.0,1.0,0.0,30.0,13.0,1.0,9.0,8.0,23.0,12.0,20.0,8.0,3.0,5.0,23.0,6.0,17.0,0.0,13.0,4.0,10.0,20.0,8.0,31.0,0.0,5.0,6.0,12.0,0.0,8.0,1.0,7.0,0.0,0.0,9.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,19.0,1.0,3.0,19.0,8.0,0.0,15.0,19.0,1.0,1.0,0.0
28,256659219.0,13.0,3.0,6.0,25.0,27.0,32.0,19.0,13.0,4.0,30.0,2.0,8.0,34.0,26.0,0.0,13.0,16.0,31.0,11.0,21.0,11.0,4.0,7.0,35.0,12.0,32.0,13.0,0.0,15.0,16.0,34.0,12.0,43.0,0.0,8.0,2.0,15.0,1.0,11.0,1.0,11.0,1.0,2.0,7.0,2.0,13.0,2.0,2.0,0.0,1.0,3.0,1.0,15.0,2.0,11.0,0.0,8.0,16.0,25.0,0.0,14.0,26.0,4.0,5.0,0.0
29,258047934.0,7.0,2.0,54.0,31.0,39.0,51.0,70.0,11.0,0.0,90.0,0.0,7.0,53.0,29.0,0.0,28.0,14.0,78.0,12.0,38.0,14.0,15.0,8.0,39.0,9.0,77.0,4.0,15.0,0.0,11.0,51.0,12.0,46.0,0.0,15.0,5.0,22.0,1.0,24.0,2.0,30.0,1.0,5.0,13.0,50.0,55.0,2.0,1.0,0.0,0.0,5.0,1.0,50.0,2.0,20.0,0.0,9.0,26.0,34.0,2.0,40.0,60.0,5.0,9.0,0.0
30,260046126.0,2.0,0.0,7.0,15.0,25.0,33.0,22.0,4.0,1.0,56.0,4.0,15.0,34.0,23.0,0.0,35.0,16.0,35.0,10.0,23.0,8.0,11.0,6.0,30.0,6.0,39.0,10.0,16.0,11.0,0.0,41.0,7.0,55.0,0.0,7.0,4.0,19.0,0.0,28.0,2.0,24.0,2.0,1.0,14.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,0.0,16.0,1.0,12.0,0.0,5.0,17.0,21.0,1.0,25.0,63.0,1.0,4.0,0.0
31,260706920.0,50.0,18.0,85.0,123.0,500.0,307.0,87.0,58.0,5.0,377.0,5.0,20.0,276.0,132.0,3.0,156.0,59.0,182.0,56.0,124.0,73.0,12.0,41.0,90.0,40.0,128.0,20.0,34.0,51.0,41.0,0.0,24.0,294.0,0.0,31.0,10.0,41.0,2.0,19.0,9.0,23.0,2.0,3.0,70.0,17.0,47.0,1.0,16.0,0.0,1.0,7.0,0.0,46.0,7.0,125.0,2.0,30.0,193.0,80.0,0.0,70.0,139.0,7.0,7.0,0.0
32,261905897.0,4.0,0.0,5.0,17.0,14.0,18.0,16.0,17.0,5.0,18.0,2.0,2.0,19.0,7.0,0.0,6.0,18.0,26.0,6.0,19.0,12.0,1.0,8.0,21.0,4.0,14.0,8.0,12.0,12.0,7.0,24.0,0.0,20.0,0.0,10.0,6.0,13.0,0.0,7.0,0.0,4.0,0.0,1.0,5.0,2.0,11.0,1.0,1.0,0.0,1.0,3.0,1.0,11.0,3.0,6.0,0.0,6.0,18.0,15.0,0.0,8.0,14.0,2.0,1.0,0.0
33,263022323.0,81.0,18.0,35.0,80.0,200.0,166.0,86.0,141.0,0.0,211.0,7.0,39.0,202.0,115.0,1.0,87.0,59.0,166.0,67.0,95.0,37.0,27.0,29.0,197.0,71.0,107.0,31.0,43.0,46.0,55.0,294.0,20.0,0.0,1.0,43.0,62.0,38.0,0.0,85.0,11.0,66.0,2.0,8.0,89.0,9.0,32.0,0.0,14.0,1.0,0.0,25.0,0.0,39.0,6.0,110.0,1.0,16.0,161.0,70.0,2.0,68.0,160.0,20.0,11.0,0.0
34,268870600.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,271618974.0,15.0,3.0,13.0,35.0,37.0,34.0,18.0,18.0,3.0,14.0,5.0,2.0,34.0,6.0,1.0,22.0,20.0,28.0,49.0,20.0,74.0,5.0,6.0,36.0,19.0,16.0,5.0,8.0,15.0,7.0,31.0,10.0,43.0,19.0,0.0,5.0,12.0,10.0,7.0,2.0,25.0,1.0,1.0,9.0,8.0,11.0,11.0,6.0,16.0,0.0,2.0,14.0,17.0,1.0,25.0,0.0,7.0,17.0,41.0,0.0,27.0,12.0,1.0,3.0,0.0
36,271791007.0,50.0,8.0,4.0,20.0,19.0,17.0,16.0,71.0,0.0,11.0,2.0,5.0,12.0,7.0,1.0,11.0,11.0,19.0,16.0,12.0,2.0,1.0,10.0,34.0,57.0,3.0,6.0,2.0,5.0,4.0,10.0,6.0,62.0,0.0,5.0,0.0,4.0,0.0,5.0,6.0,4.0,0.0,2.0,24.0,0.0,2.0,0.0,2.0,0.0,1.0,27.0,0.0,2.0,1.0,51.0,0.0,6.0,43.0,44.0,0.0,8.0,8.0,28.0,0.0,0.0
37,274246546.0,4.0,3.0,14.0,22.0,17.0,36.0,14.0,11.0,3.0,41.0,2.0,11.0,42.0,15.0,0.0,19.0,18.0,38.0,13.0,28.0,23.0,20.0,10.0,28.0,12.0,41.0,12.0,15.0,22.0,19.0,41.0,13.0,38.0,0.0,12.0,4.0,0.0,0.0,31.0,1.0,42.0,0.0,3.0,20.0,7.0,18.0,2.0,1.0,0.0,1.0,7.0,1.0,32.0,4.0,23.0,1.0,9.0,32.0,39.0,3.0,31.0,46.0,5.0,5.0,0.0
38,278431499.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
39,279039469.0,1.0,0.0,13.0,16.0,42.0,42.0,38.0,12.0,0.0,105.0,2.0,36.0,27.0,50.0,0.0,32.0,12.0,67.0,4.0,25.0,5.0,30.0,6.0,69.0,6.0,68.0,8.0,11.0,24.0,28.0,19.0,7.0,85.0,1.0,7.0,5.0,31.0,0.0,0.0,0.0,103.0,0.0,6.0,6.0,7.0,16.0,4.0,2.0,0.0,1.0,10.0,6.0,39.0,3.0,17.0,1.0,0.0,12.0,27.0,5.0,36.0,125.0,4.0,12.0,0.0
40,281037352.0,17.0,2.0,3.0,2.0,4.0,5.0,7.0,11.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,10.0,6.0,3.0,2.0,1.0,0.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,9.0,0.0,11.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,19.0,0.0,0.0,12.0,4.0,0.0,3.0,2.0,3.0,1.0,0.0
41,281628306.0,7.0,0.0,12.0,24.0,39.0,46.0,41.0,7.0,4.0,101.0,2.0,34.0,25.0,46.0,1.0,28.0,8.0,66.0,7.0,17.0,15.0,57.0,10.0,52.0,5.0,53.0,7.0,11.0,30.0,24.0,23.0,4.0,66.0,1.0,25.0,4.0,42.0,0.0,103.0,0.0,0.0,0.0,13.0,8.0,9.0,12.0,3.0,0.0,0.0,0.0,7.0,23.0,47.0,4.0,10.0,0.0,6.0,16.0,25.0,4.0,90.0,127.0,4.0,14.0,0.0
42,292801277.0,0.0,0.0,2.0,1.0,4.0,8.0,1.0,2.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,399.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
43,292999669.0,0.0,0.0,2.0,3.0,8.0,7.0,5.0,0.0,0.0,15.0,0.0,6.0,4.0,7.0,0.0,3.0,1.0,10.0,0.0,3.0,0.0,5.0,2.0,6.0,1.0,7.0,0.0,2.0,5.0,1.0,3.0,1.0,8.0,0.0,1.0,2.0,3.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,12.0,3.0,2.0,0.0
44,293967375.0,43.0,18.0,11.0,16.0,18.0,21.0,18.0,77.0,1.0,17.0,2.0,2.0,71.0,7.0,0.0,44.0,15.0,17.0,33.0,16.0,15.0,7.0,17.0,28.0,93.0,14.0,9.0,7.0,13.0,14.0,70.0,5.0,89.0,0.0,9.0,24.0,20.0,1.0,6.0,8.0,8.0,34.0,0.0,0.0,3.0,9.0,1.0,4.0,1.0,1.0,12.0,0.0,9.0,1.0,111.0,3.0,11.0,58.0,45.0,0.0,15.0,10.0,14.0,3.0,0.0
45,295123952.0,4.0,1.0,33.0,7.0,9.0,14.0,40.0,3.0,0.0,72.0,0.0,1.0,17.0,6.0,0.0,13.0,3.0,27.0,2.0,11.0,25.0,5.0,2.0,6.0,2.0,91.0,2.0,2.0,50.0,2.0,17.0,2.0,9.0,0.0,8.0,0.0,7.0,2.0,7.0,0.0,9.0,0.0,0.0,3.0,0.0,93.0,2.0,3.0,1.0,0.0,1.0,4.0,33.0,1.0,7.0,1.0,2.0,3.0,21.0,1.0,18.0,12.0,1.0,4.0,0.0
46,295125390.0,6.0,3.0,44.0,30.0,45.0,58.0,66.0,13.0,3.0,104.0,3.0,7.0,47.0,22.0,0.0,21.0,21.0,69.0,15.0,42.0,21.0,4.0,11.0,25.0,8.0,76.0,5.0,13.0,55.0,9.0,47.0,11.0,32.0,0.0,11.0,2.0,18.0,2.0,16.0,1.0,12.0,0.0,2.0,9.0,93.0,0.0,2.0,4.0,0.0,1.0,3.0,1.0,32.0,2.0,16.0,3.0,10.0,34.0,29.0,0.0,19.0,35.0,1.0,4.0,0.0
47,298347324.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,10.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,13.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0
48,302144631.0,4.0,37.0,0.0,1.0,12.0,17.0,5.0,10.0,0.0,32.0,1.0,2.0,9.0,3.0,1.0,8.0,4.0,10.0,12.0,2.0,10.0,1.0,2.0,14.0,4.0,18.0,0.0,2.0,1.0,1.0,16.0,1.0,14.0,0.0,6.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,117.0,46.0,0.0,26.0,62.0,0.0,0.0,4.0,0.0,1.0,0.0
49,305840713.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
