,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
20,262158535.0,10.0,3.0,108.0,1.0,58.0,17.0,97.0,21.0,110.0,38.0,1.0,0.0,31.0,19.0,48.0,1.0,41.0,28.0,82.0,0.0,8.0,129.0,64.0,116.0,30.0,27.0,3.0,0.0,42.0,148.0,0.0,62.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0,18.0,1.0,100.0,12.0,0.0,49.0,1.0,118.0,0.0,67.0,2.0,55.0,43.0,30.0,1.0,0.0,46.0,6.0,0.0,42.0,7.0,0.0,29.0,67.0,5.0,26.0
21,266608011.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,3.0,0.0,1.0,3.0,2.0,0.0,2.0,4.0,3.0,8.0,0.0,10.0,4.0,3.0,2.0,1.0,4.0,0.0,0.0,3.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,5.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,9.0,0.0,0.0
22,268236675.0,3.0,1.0,134.0,2.0,164.0,26.0,149.0,30.0,187.0,71.0,12.0,0.0,42.0,8.0,70.0,0.0,78.0,24.0,114.0,129.0,10.0,0.0,80.0,216.0,39.0,38.0,1.0,0.0,67.0,191.0,0.0,95.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,19.0,7.0,190.0,26.0,2.0,63.0,1.0,163.0,0.0,89.0,3.0,73.0,70.0,51.0,0.0,0.0,40.0,5.0,7.0,23.0,11.0,0.0,45.0,145.0,9.0,30.0
23,270762885.0,6.0,5.0,86.0,25.0,114.0,13.0,49.0,17.0,76.0,34.0,0.0,0.0,32.0,9.0,62.0,1.0,56.0,36.0,50.0,64.0,4.0,80.0,0.0,131.0,28.0,14.0,0.0,0.0,17.0,116.0,0.0,38.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,54.0,7.0,96.0,7.0,2.0,66.0,2.0,115.0,0.0,46.0,5.0,52.0,13.0,10.0,0.0,0.0,39.0,5.0,1.0,32.0,3.0,0.0,18.0,55.0,4.0,9.0
24,271428783.0,10.0,5.0,157.0,19.0,210.0,16.0,112.0,24.0,198.0,59.0,5.0,0.0,49.0,7.0,77.0,1.0,77.0,34.0,108.0,116.0,3.0,216.0,131.0,0.0,39.0,34.0,0.0,0.0,34.0,233.0,0.0,94.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,0.0,28.0,4.0,185.0,20.0,0.0,74.0,2.0,231.0,0.0,78.0,1.0,91.0,55.0,39.0,1.0,0.0,78.0,7.0,1.0,30.0,7.0,0.0,40.0,102.0,18.0,33.0
25,279779428.0,3.0,2.0,65.0,6.0,25.0,5.0,58.0,2.0,50.0,8.0,0.0,0.0,19.0,7.0,10.0,1.0,8.0,14.0,34.0,30.0,2.0,39.0,28.0,39.0,0.0,19.0,0.0,0.0,0.0,56.0,0.0,18.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,4.0,3.0,45.0,3.0,0.0,22.0,0.0,59.0,0.0,23.0,1.0,30.0,21.0,11.0,0.0,0.0,33.0,4.0,0.0,7.0,0.0,0.0,23.0,17.0,4.0,19.0
26,281014187.0,1.0,0.0,75.0,1.0,10.0,3.0,80.0,1.0,69.0,1.0,0.0,0.0,20.0,2.0,4.0,0.0,1.0,6.0,24.0,27.0,1.0,38.0,14.0,34.0,19.0,0.0,0.0,0.0,0.0,50.0,0.0,8.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,56.0,2.0,0.0,12.0,0.0,61.0,0.0,17.0,0.0,24.0,15.0,26.0,0.0,0.0,24.0,0.0,0.0,2.0,0.0,0.0,17.0,3.0,5.0,26.0
27,281512993.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
28,285094191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,287229977.0,2.0,1.0,13.0,2.0,40.0,10.0,14.0,38.0,27.0,12.0,7.0,0.0,5.0,4.0,21.0,1.0,23.0,11.0,30.0,42.0,0.0,67.0,17.0,34.0,0.0,0.0,5.0,0.0,0.0,36.0,0.0,17.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,24.0,22.0,2.0,22.0,0.0,22.0,0.0,44.0,0.0,4.0,13.0,0.0,0.0,0.0,4.0,3.0,9.0,14.0,10.0,0.0,6.0,40.0,0.0,0.0
30,288479798.0,11.0,5.0,224.0,13.0,185.0,24.0,172.0,22.0,219.0,29.0,2.0,0.0,53.0,14.0,52.0,1.0,47.0,35.0,106.0,148.0,3.0,191.0,116.0,233.0,56.0,50.0,3.0,0.0,36.0,0.0,0.0,84.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,4.0,0.0,17.0,3.0,229.0,17.0,1.0,74.0,2.0,259.0,0.0,88.0,5.0,94.0,65.0,69.0,1.0,0.0,91.0,6.0,1.0,36.0,7.0,0.0,44.0,60.0,15.0,35.0
31,289513787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,290436372.0,3.0,3.0,52.0,2.0,71.0,9.0,47.0,18.0,67.0,30.0,1.0,0.0,21.0,6.0,30.0,0.0,29.0,21.0,45.0,62.0,4.0,95.0,38.0,94.0,18.0,8.0,1.0,0.0,17.0,84.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,8.0,2.0,60.0,9.0,0.0,28.0,0.0,70.0,0.0,35.0,0.0,28.0,23.0,15.0,1.0,0.0,24.0,6.0,1.0,16.0,6.0,0.0,12.0,48.0,6.0,5.0
33,291811441.0,19.0,3.0,217.0,17.0,109.0,43.0,179.0,34.0,182.0,41.0,2.0,0.0,68.0,29.0,82.0,3.0,50.0,41.0,142.0,109.0,10.0,182.0,107.0,191.0,58.0,52.0,2.0,0.0,26.0,203.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,89.0,8.0,1.0,24.0,10.0,202.0,24.0,4.0,101.0,2.0,202.0,0.0,106.0,13.0,104.0,58.0,54.0,3.0,0.0,85.0,16.0,1.0,50.0,7.0,0.0,59.0,94.0,17.0,45.0
34,292655292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,292700867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,292701683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,292702777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,292703780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,293550520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,295342500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
41,300918727.0,2.0,1.0,82.0,2.0,34.0,8.0,79.0,5.0,77.0,6.0,0.0,0.0,25.0,5.0,12.0,0.0,15.0,11.0,45.0,41.0,1.0,70.0,32.0,70.0,31.0,30.0,0.0,0.0,6.0,69.0,0.0,34.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,74.0,9.0,0.0,27.0,0.0,68.0,0.0,28.0,0.0,45.0,30.0,25.0,1.0,0.0,27.0,5.0,0.0,8.0,2.0,0.0,33.0,27.0,6.0,18.0
42,302144631.0,2.0,1.0,7.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,6.0,3.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
43,306219093.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,307251688.0,2.0,2.0,12.0,4.0,27.0,2.0,10.0,4.0,14.0,8.0,0.0,0.0,3.0,4.0,21.0,0.0,14.0,15.0,11.0,18.0,1.0,19.0,54.0,28.0,4.0,1.0,0.0,0.0,1.0,17.0,0.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,17.0,3.0,0.0,16.0,2.0,32.0,0.0,14.0,4.0,10.0,3.0,1.0,0.0,0.0,7.0,3.0,0.0,3.0,1.0,0.0,1.0,16.0,0.0,2.0
45,309229420.0,5.0,0.0,5.0,2.0,3.0,4.0,6.0,11.0,2.0,16.0,7.0,0.0,0.0,1.0,96.0,0.0,2.0,2.0,6.0,1.0,0.0,7.0,7.0,4.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,17.0,3.0,0.0,4.0,3.0,0.0,6.0,0.0,6.0,0.0,4.0,0.0,2.0,2.0,0.0,45.0,0.0,3.0,47.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0
46,310715125.0,3.0,3.0,221.0,16.0,143.0,31.0,259.0,18.0,256.0,26.0,5.0,0.0,68.0,10.0,43.0,3.0,50.0,28.0,112.0,100.0,4.0,190.0,96.0,185.0,45.0,56.0,1.0,0.0,24.0,229.0,0.0,60.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,0.0,17.0,4.0,0.0,16.0,1.0,91.0,1.0,267.0,0.0,91.0,1.0,97.0,60.0,87.0,0.0,0.0,75.0,5.0,2.0,17.0,4.0,0.0,75.0,49.0,12.0,45.0
