,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
20,74120884.0,3.0,147.0,89.0,4.0,14.0,3.0,107.0,18.0,42.0,21.0,55.0,5.0,38.0,50.0,67.0,38.0,2.0,60.0,65.0,0.0,15.0,20.0,11.0,47.0,3.0,8.0,89.0,14.0,24.0,35.0,0.0,47.0,21.0,38.0,18.0,3.0,46.0,10.0,6.0,3.0,17.0,21.0,4.0,13.0,2.0,14.0,40.0,165.0,5.0,2.0,63.0,6.0,0.0,7.0,8.0,31.0,13.0,32.0,6.0,10.0,5.0,23.0,0.0,28.0,3.0,11.0,8.0,0.0,7.0,14.0,34.0,8.0,1.0,14.0,0.0,55.0,24.0,32.0,81.0,49.0,2.0,2.0,37.0,7.0,66.0,40.0,0.0,2.0,0.0,228.0,0.0,0.0
21,75055396.0,1.0,8.0,12.0,1.0,4.0,1.0,11.0,2.0,8.0,2.0,14.0,2.0,5.0,3.0,3.0,0.0,1.0,5.0,5.0,15.0,0.0,0.0,2.0,7.0,1.0,0.0,6.0,4.0,5.0,1.0,0.0,5.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,11.0,1.0,1.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0
22,84669536.0,0.0,13.0,21.0,2.0,1.0,2.0,6.0,1.0,4.0,3.0,3.0,0.0,3.0,5.0,2.0,3.0,0.0,150.0,12.0,20.0,0.0,0.0,0.0,6.0,0.0,4.0,3.0,1.0,1.0,20.0,1.0,8.0,1.0,4.0,3.0,1.0,2.0,2.0,5.0,1.0,7.0,8.0,0.0,4.0,0.0,4.0,6.0,14.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,3.0,2.0,9.0,0.0,8.0,0.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,6.0,2.0,14.0,1.0,0.0,3.0,0.0,38.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0
23,108021761.0,2.0,8.0,8.0,9.0,7.0,3.0,48.0,2.0,9.0,6.0,8.0,1.0,7.0,17.0,1.0,2.0,0.0,6.0,10.0,11.0,2.0,0.0,0.0,9.0,1.0,0.0,4.0,14.0,5.0,1.0,0.0,8.0,11.0,5.0,0.0,0.0,26.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,0.0,1.0,5.0,14.0,1.0,6.0,10.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,20.0,7.0,2.0,4.0,20.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0
24,125343949.0,1.0,24.0,19.0,1.0,7.0,0.0,51.0,9.0,13.0,5.0,18.0,2.0,14.0,15.0,5.0,7.0,0.0,15.0,29.0,47.0,7.0,6.0,9.0,0.0,2.0,9.0,31.0,11.0,5.0,10.0,0.0,20.0,7.0,24.0,6.0,21.0,8.0,13.0,6.0,0.0,55.0,14.0,0.0,45.0,3.0,9.0,5.0,33.0,1.0,2.0,13.0,1.0,0.0,24.0,2.0,17.0,11.0,20.0,2.0,4.0,0.0,8.0,0.0,8.0,0.0,3.0,2.0,0.0,4.0,0.0,6.0,6.0,0.0,1.0,0.0,19.0,12.0,15.0,16.0,16.0,0.0,3.0,40.0,5.0,31.0,9.0,0.0,0.0,0.0,19.0,0.0,0.0
25,126130919.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
26,130104044.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,12.0,8.0,0.0,4.0,0.0,9.0,0.0,0.0,1.0,8.0,0.0,8.0,0.0,4.0,1.0,5.0,0.0,3.0,0.0,4.0,4.0,0.0,3.0,8.0,0.0,4.0,0.0,3.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,3.0,4.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,9.0,2.0,14.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0
27,144105935.0,4.0,17.0,5.0,1.0,2.0,0.0,36.0,6.0,6.0,6.0,14.0,1.0,14.0,15.0,2.0,10.0,0.0,19.0,17.0,89.0,6.0,3.0,4.0,31.0,1.0,1.0,0.0,1.0,5.0,11.0,3.0,30.0,7.0,12.0,6.0,2.0,12.0,6.0,4.0,1.0,13.0,11.0,0.0,8.0,3.0,11.0,4.0,38.0,1.0,4.0,11.0,2.0,0.0,1.0,7.0,16.0,6.0,10.0,3.0,4.0,0.0,3.0,0.0,6.0,0.0,2.0,3.0,1.0,0.0,1.0,18.0,6.0,0.0,1.0,0.0,15.0,8.0,13.0,38.0,10.0,2.0,1.0,12.0,2.0,17.0,9.0,0.0,0.0,0.0,97.0,0.0,0.0
28,152988012.0,0.0,7.0,12.0,3.0,4.0,2.0,31.0,9.0,6.0,1.0,10.0,1.0,7.0,11.0,2.0,1.0,0.0,7.0,13.0,14.0,4.0,1.0,14.0,11.0,0.0,8.0,1.0,0.0,7.0,0.0,0.0,9.0,3.0,4.0,0.0,0.0,12.0,0.0,1.0,0.0,5.0,3.0,0.0,4.0,2.0,4.0,4.0,14.0,0.0,2.0,6.0,0.0,0.0,2.0,2.0,1.0,8.0,11.0,0.0,1.0,0.0,8.0,0.0,17.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,21.0,7.0,4.0,14.0,0.0,2.0,2.0,0.0,8.0,10.0,0.0,2.0,0.0,9.0,0.0,0.0
29,153992051.0,2.0,15.0,149.0,2.0,5.0,4.0,50.0,1.0,24.0,15.0,37.0,3.0,7.0,21.0,4.0,0.0,5.0,7.0,7.0,24.0,5.0,1.0,5.0,5.0,0.0,0.0,5.0,7.0,0.0,5.0,0.0,16.0,8.0,2.0,4.0,0.0,22.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,23.0,37.0,0.0,1.0,47.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,10.0,0.0,11.0,15.0,0.0,11.0,20.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,14.0,0.0,0.0
30,162151197.0,1.0,30.0,45.0,1.0,5.0,1.0,9.0,2.0,3.0,6.0,9.0,1.0,3.0,15.0,1.0,15.0,0.0,6.0,20.0,35.0,1.0,20.0,1.0,10.0,0.0,8.0,11.0,0.0,5.0,0.0,0.0,13.0,3.0,7.0,5.0,0.0,2.0,8.0,42.0,0.0,5.0,28.0,1.0,9.0,0.0,10.0,16.0,27.0,0.0,0.0,21.0,1.0,0.0,5.0,0.0,7.0,2.0,5.0,6.0,34.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,0.0,7.0,3.0,2.0,11.0,13.0,0.0,1.0,22.0,4.0,73.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0
31,183138723.0,32.0,5.0,5.0,11.0,12.0,6.0,28.0,0.0,1.0,0.0,10.0,0.0,21.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,20.0,12.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,4.0,1.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,5.0,8.0,0.0,2.0,103.0,17.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
32,194920096.0,12.0,20.0,44.0,8.0,13.0,0.0,72.0,15.0,18.0,4.0,31.0,0.0,22.0,41.0,6.0,3.0,1.0,11.0,14.0,47.0,5.0,8.0,8.0,20.0,0.0,4.0,30.0,9.0,16.0,13.0,7.0,0.0,15.0,17.0,2.0,2.0,30.0,2.0,5.0,2.0,6.0,17.0,2.0,6.0,5.0,11.0,18.0,57.0,0.0,11.0,37.0,1.0,0.0,5.0,14.0,7.0,9.0,28.0,11.0,9.0,0.0,15.0,0.0,23.0,5.0,4.0,10.0,0.0,2.0,7.0,4.0,4.0,0.0,4.0,0.0,29.0,31.0,10.0,19.0,49.0,1.0,6.0,13.0,5.0,23.0,18.0,0.0,1.0,0.0,11.0,0.0,0.0
33,198093342.0,8.0,21.0,11.0,7.0,5.0,4.0,70.0,5.0,17.0,11.0,68.0,0.0,12.0,21.0,2.0,3.0,0.0,12.0,7.0,21.0,4.0,1.0,11.0,7.0,2.0,1.0,7.0,3.0,8.0,3.0,8.0,15.0,0.0,9.0,1.0,0.0,13.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,0.0,1.0,22.0,31.0,2.0,9.0,14.0,2.0,0.0,1.0,4.0,4.0,1.0,0.0,2.0,0.0,2.0,9.0,0.0,16.0,0.0,2.0,3.0,0.0,1.0,10.0,1.0,0.0,1.0,10.0,0.0,15.0,10.0,1.0,10.0,30.0,0.0,0.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0
34,209651406.0,3.0,40.0,15.0,1.0,7.0,3.0,33.0,30.0,8.0,4.0,28.0,2.0,9.0,16.0,1.0,39.0,0.0,12.0,38.0,38.0,5.0,4.0,5.0,24.0,0.0,5.0,12.0,4.0,2.0,7.0,0.0,17.0,9.0,0.0,28.0,4.0,6.0,13.0,12.0,1.0,7.0,37.0,2.0,29.0,2.0,9.0,15.0,94.0,0.0,1.0,37.0,19.0,0.0,21.0,2.0,49.0,26.0,16.0,3.0,12.0,3.0,9.0,0.0,7.0,5.0,35.0,1.0,1.0,6.0,9.0,21.0,17.0,0.0,3.0,1.0,28.0,7.0,37.0,40.0,13.0,1.0,4.0,65.0,1.0,89.0,50.0,3.0,3.0,0.0,15.0,0.0,0.0
