,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
35,210824047.0,0.0,24.0,9.0,0.0,2.0,2.0,12.0,10.0,1.0,2.0,21.0,2.0,4.0,2.0,1.0,66.0,0.0,9.0,37.0,18.0,0.0,3.0,0.0,6.0,0.0,0.0,6.0,0.0,4.0,5.0,0.0,2.0,1.0,28.0,0.0,0.0,3.0,4.0,6.0,0.0,2.0,7.0,0.0,7.0,0.0,4.0,6.0,81.0,0.0,0.0,27.0,12.0,0.0,9.0,0.0,36.0,6.0,12.0,0.0,10.0,5.0,7.0,0.0,0.0,2.0,24.0,1.0,0.0,5.0,12.0,11.0,5.0,0.0,12.0,0.0,10.0,2.0,18.0,23.0,2.0,0.0,3.0,23.0,1.0,39.0,39.0,3.0,2.0,0.0,11.0,0.0,0.0
36,222816980.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,21.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,4.0,0.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,37.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
37,225185044.0,55.0,25.0,84.0,18.0,42.0,9.0,90.0,4.0,43.0,18.0,36.0,2.0,11.0,52.0,3.0,8.0,2.0,5.0,22.0,46.0,5.0,2.0,26.0,8.0,2.0,0.0,12.0,12.0,22.0,2.0,22.0,30.0,13.0,6.0,3.0,0.0,0.0,0.0,0.0,10.0,9.0,6.0,0.0,2.0,0.0,1.0,59.0,40.0,18.0,8.0,60.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,0.0,39.0,0.0,20.0,0.0,2.0,15.0,1.0,1.0,3.0,1.0,0.0,0.0,15.0,0.0,45.0,47.0,2.0,12.0,138.0,7.0,0.0,1.0,0.0,17.0,10.0,0.0,0.0,0.0,26.0,0.0,0.0
38,228637188.0,0.0,12.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,10.0,0.0,2.0,0.0,13.0,0.0,4.0,6.0,0.0,0.0,8.0,0.0,2.0,0.0,13.0,4.0,4.0,0.0,0.0,5.0,0.0,3.0,22.0,0.0,13.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,2.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,4.0,0.0,3.0,7.0,0.0,0.0,1.0,33.0,0.0,66.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0
39,235097780.0,1.0,11.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,12.0,0.0,2.0,15.0,6.0,0.0,5.0,1.0,6.0,0.0,4.0,4.0,1.0,0.0,42.0,0.0,5.0,1.0,12.0,6.0,0.0,0.0,5.0,0.0,0.0,3.0,59.0,0.0,18.0,0.0,4.0,1.0,19.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,10.0,3.0,11.0,3.0,35.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,4.0,0.0,5.0,6.0,0.0,1.0,0.0,13.0,2.0,5.0,5.0,1.0,0.0,3.0,33.0,5.0,64.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0
40,235683308.0,1.0,1.0,5.0,1.0,3.0,4.0,1.0,1.0,6.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
41,244042517.0,0.0,9.0,2.0,1.0,2.0,0.0,13.0,10.0,3.0,3.0,2.0,0.0,3.0,7.0,3.0,2.0,0.0,11.0,10.0,17.0,2.0,7.0,4.0,55.0,1.0,3.0,13.0,5.0,1.0,5.0,1.0,6.0,1.0,7.0,2.0,18.0,9.0,3.0,3.0,0.0,0.0,6.0,0.0,25.0,4.0,2.0,0.0,9.0,1.0,2.0,2.0,0.0,0.0,11.0,1.0,4.0,8.0,18.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,5.0,5.0,0.0,0.0,0.0,10.0,8.0,20.0,4.0,4.0,0.0,1.0,25.0,6.0,11.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0
42,247247093.0,0.0,26.0,13.0,1.0,0.0,0.0,21.0,8.0,3.0,1.0,5.0,0.0,3.0,6.0,1.0,17.0,1.0,8.0,36.0,21.0,0.0,8.0,1.0,14.0,0.0,8.0,11.0,3.0,2.0,28.0,0.0,17.0,0.0,37.0,7.0,4.0,6.0,22.0,59.0,2.0,6.0,0.0,0.0,29.0,2.0,7.0,3.0,42.0,0.0,1.0,9.0,14.0,0.0,13.0,1.0,22.0,11.0,20.0,2.0,37.0,0.0,1.0,0.0,5.0,2.0,11.0,0.0,0.0,7.0,3.0,12.0,15.0,0.0,2.0,0.0,27.0,10.0,15.0,16.0,12.0,1.0,4.0,64.0,4.0,128.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0
43,250373044.0,0.0,28.0,23.0,0.0,5.0,16.0,28.0,1.0,12.0,1.0,12.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0
44,252991272.0,0.0,13.0,3.0,1.0,0.0,4.0,12.0,14.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,11.0,0.0,3.0,25.0,13.0,2.0,4.0,6.0,45.0,1.0,4.0,8.0,4.0,1.0,9.0,0.0,6.0,3.0,29.0,7.0,19.0,2.0,13.0,18.0,0.0,25.0,29.0,0.0,0.0,0.0,7.0,1.0,16.0,1.0,2.0,1.0,5.0,0.0,34.0,1.0,15.0,14.0,20.0,0.0,10.0,0.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,8.0,0.0,11.0,12.0,0.0,1.0,0.0,15.0,1.0,15.0,9.0,2.0,0.0,5.0,63.0,7.0,56.0,3.0,0.0,1.0,0.0,9.0,0.0,0.0
45,253601596.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,16.0,0.0,22.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
46,255107141.0,0.0,10.0,1.0,0.0,0.0,0.0,3.0,13.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,7.0,0.0,2.0,10.0,14.0,0.0,4.0,1.0,9.0,0.0,3.0,11.0,4.0,2.0,10.0,0.0,11.0,1.0,9.0,4.0,2.0,1.0,4.0,4.0,0.0,2.0,7.0,0.0,7.0,3.0,0.0,0.0,10.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,10.0,13.0,22.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,1.0,0.0,12.0,0.0,11.0,11.0,0.0,0.0,4.0,12.0,3.0,10.0,2.0,0.0,3.0,0.0,10.0,0.0,0.0
47,256927558.0,3.0,47.0,129.0,2.0,22.0,2.0,60.0,2.0,16.0,9.0,53.0,4.0,17.0,28.0,2.0,14.0,0.0,9.0,21.0,40.0,4.0,6.0,5.0,5.0,0.0,1.0,4.0,4.0,23.0,16.0,3.0,18.0,22.0,15.0,6.0,1.0,59.0,0.0,1.0,9.0,0.0,3.0,11.0,1.0,0.0,0.0,0.0,74.0,0.0,0.0,97.0,2.0,0.0,0.0,1.0,8.0,0.0,3.0,6.0,1.0,6.0,7.0,0.0,19.0,0.0,2.0,4.0,0.0,0.0,25.0,0.0,0.0,1.0,31.0,0.0,20.0,15.0,2.0,20.0,43.0,0.0,0.0,1.0,0.0,20.0,71.0,1.0,0.0,0.0,17.0,0.0,0.0
48,258536563.0,14.0,141.0,155.0,4.0,26.0,14.0,224.0,22.0,43.0,12.0,140.0,7.0,42.0,56.0,14.0,189.0,4.0,36.0,130.0,165.0,11.0,14.0,14.0,33.0,2.0,5.0,38.0,14.0,37.0,27.0,8.0,57.0,31.0,94.0,81.0,0.0,40.0,10.0,19.0,2.0,9.0,42.0,13.0,16.0,2.0,10.0,74.0,0.0,1.0,5.0,195.0,70.0,0.0,16.0,10.0,107.0,27.0,18.0,3.0,27.0,14.0,48.0,0.0,36.0,7.0,59.0,17.0,0.0,5.0,68.0,34.0,18.0,1.0,74.0,1.0,102.0,41.0,43.0,133.0,66.0,2.0,7.0,68.0,3.0,157.0,232.0,8.0,2.0,0.0,66.0,0.0,0.0
49,259337896.0,20.0,0.0,3.0,1.0,2.0,2.0,3.0,0.0,4.0,1.0,2.0,0.0,5.0,10.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,3.0,0.0,0.0,44.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,260883187.0,16.0,3.0,5.0,16.0,7.0,1.0,16.0,1.0,2.0,1.0,5.0,0.0,9.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0,2.0,1.0,0.0,4.0,2.0,1.0,0.0,12.0,11.0,9.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,17.0,0.0,1.0,48.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
51,263022323.0,18.0,131.0,283.0,8.0,104.0,27.0,168.0,5.0,51.0,17.0,109.0,8.0,21.0,65.0,5.0,38.0,1.0,14.0,35.0,63.0,10.0,10.0,10.0,13.0,0.0,2.0,11.0,6.0,47.0,21.0,5.0,37.0,14.0,37.0,27.0,1.0,60.0,0.0,1.0,2.0,2.0,9.0,40.0,1.0,0.0,3.0,97.0,195.0,1.0,3.0,0.0,11.0,0.0,0.0,2.0,18.0,2.0,2.0,8.0,2.0,8.0,89.0,0.0,19.0,0.0,14.0,14.0,0.0,0.0,69.0,9.0,3.0,0.0,78.0,0.0,52.0,46.0,9.0,39.0,110.0,1.0,0.0,5.0,0.0,38.0,160.0,5.0,0.0,0.0,46.0,0.0,0.0
52,269244408.0,1.0,22.0,2.0,0.0,2.0,0.0,5.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,30.0,0.0,2.0,25.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,19.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0,14.0,2.0,5.0,0.0,1.0,2.0,70.0,0.0,0.0,11.0,0.0,0.0,6.0,1.0,18.0,3.0,2.0,0.0,19.0,2.0,0.0,0.0,3.0,1.0,15.0,0.0,4.0,1.0,6.0,4.0,1.0,0.0,4.0,0.0,8.0,1.0,5.0,23.0,2.0,0.0,3.0,14.0,2.0,51.0,29.0,2.0,0.0,0.0,1.0,0.0,0.0
53,269680826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,271344336.0,0.0,15.0,2.0,0.0,1.0,1.0,4.0,18.0,1.0,0.0,0.0,0.0,12.0,2.0,1.0,9.0,0.0,2.0,23.0,7.0,0.0,0.0,2.0,24.0,0.0,7.0,1.0,2.0,0.0,5.0,0.0,5.0,1.0,21.0,9.0,12.0,3.0,7.0,7.0,0.0,11.0,13.0,0.0,34.0,0.0,5.0,0.0,16.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,15.0,17.0,19.0,1.0,13.0,1.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,8.0,1.0,9.0,14.0,0.0,0.0,0.0,16.0,0.0,20.0,6.0,1.0,0.0,5.0,61.0,7.0,43.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0
55,272259832.0,14.0,5.0,3.0,12.0,5.0,0.0,15.0,1.0,4.0,1.0,4.0,0.0,20.0,17.0,0.0,0.0,0.0,4.0,1.0,8.0,3.0,2.0,2.0,2.0,0.0,0.0,7.0,2.0,1.0,0.0,18.0,14.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,5.0,0.0,5.0,35.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
56,272308325.0,1.0,37.0,11.0,0.0,1.0,2.0,21.0,10.0,6.0,1.0,13.0,2.0,9.0,3.0,0.0,50.0,0.0,9.0,47.0,31.0,0.0,3.0,2.0,17.0,0.0,3.0,16.0,1.0,3.0,7.0,0.0,7.0,4.0,49.0,36.0,0.0,1.0,7.0,10.0,0.0,4.0,22.0,0.0,15.0,2.0,10.0,8.0,107.0,0.0,0.0,18.0,18.0,0.0,15.0,0.0,0.0,14.0,12.0,1.0,7.0,3.0,4.0,0.0,4.0,1.0,27.0,0.0,0.0,6.0,8.0,17.0,15.0,1.0,3.0,0.0,18.0,3.0,21.0,43.0,1.0,0.0,3.0,37.0,3.0,56.0,44.0,2.0,2.0,0.0,9.0,0.0,0.0
57,275115527.0,0.0,18.0,1.0,0.0,2.0,1.0,6.0,177.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,3.0,0.0,5.0,10.0,13.0,0.0,2.0,1.0,11.0,0.0,4.0,6.0,8.0,0.0,2.0,0.0,9.0,1.0,26.0,6.0,3.0,1.0,2.0,3.0,1.0,8.0,11.0,1.0,14.0,21.0,13.0,0.0,27.0,0.0,0.0,2.0,3.0,0.0,17.0,0.0,14.0,0.0,180.0,0.0,3.0,0.0,0.0,0.0,1.0,50.0,17.0,0.0,0.0,50.0,1.0,9.0,38.0,0.0,0.0,0.0,146.0,1.0,225.0,6.0,1.0,0.0,41.0,78.0,3.0,33.0,3.0,0.0,20.0,0.0,6.0,0.0,0.0
58,279154506.0,0.0,27.0,7.0,0.0,0.0,29.0,4.0,270.0,2.0,0.0,1.0,0.0,2.0,12.0,10.0,11.0,0.0,19.0,19.0,32.0,0.0,9.0,0.0,20.0,0.0,6.0,10.0,11.0,1.0,5.0,0.0,28.0,0.0,16.0,12.0,11.0,1.0,12.0,11.0,0.0,18.0,20.0,3.0,20.0,19.0,22.0,3.0,18.0,0.0,0.0,2.0,2.0,0.0,19.0,0.0,12.0,180.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,46.0,28.0,1.0,0.0,63.0,0.0,17.0,35.0,0.0,0.0,0.0,144.0,2.0,517.0,10.0,2.0,0.0,50.0,128.0,5.0,43.0,1.0,0.0,19.0,0.0,6.0,0.0,0.0
59,282636043.0,2.0,4.0,11.0,2.0,3.0,0.0,5.0,2.0,3.0,0.0,4.0,1.0,6.0,18.0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,6.0,1.0,11.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,7.0,1.0,0.0,2.0,7.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0
60,292447173.0,0.0,16.0,5.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,12.0,0.0,1.0,15.0,10.0,1.0,8.0,0.0,4.0,0.0,3.0,4.0,1.0,0.0,34.0,0.0,9.0,0.0,12.0,10.0,0.0,4.0,12.0,35.0,0.0,1.0,37.0,1.0,10.0,0.0,2.0,1.0,27.0,0.0,0.0,2.0,19.0,0.0,13.0,0.0,7.0,3.0,7.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,11.0,5.0,3.0,3.0,3.0,0.0,2.0,31.0,3.0,71.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0
61,292999669.0,0.0,8.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,6.0,0.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
62,293967375.0,18.0,18.0,68.0,6.0,67.0,113.0,98.0,9.0,177.0,12.0,50.0,3.0,8.0,50.0,1.0,3.0,0.0,6.0,8.0,23.0,7.0,4.0,5.0,8.0,0.0,0.0,3.0,8.0,20.0,0.0,7.0,15.0,9.0,9.0,7.0,0.0,39.0,0.0,0.0,6.0,3.0,1.0,11.0,1.0,0.0,0.0,7.0,48.0,1.0,10.0,89.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,2.0,4.0,0.0,0.0,11.0,0.0,1.0,1.0,4.0,0.0,19.0,22.0,7.0,9.0,111.0,3.0,0.0,1.0,0.0,7.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0
63,294523668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,296148236.0,6.0,11.0,26.0,6.0,16.0,3.0,63.0,5.0,19.0,8.0,38.0,0.0,17.0,22.0,2.0,0.0,0.0,9.0,11.0,28.0,2.0,2.0,10.0,8.0,1.0,0.0,6.0,17.0,15.0,2.0,4.0,23.0,16.0,7.0,0.0,0.0,20.0,0.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,1.0,19.0,36.0,1.0,5.0,19.0,3.0,0.0,0.0,3.0,4.0,1.0,0.0,2.0,3.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,20.0,289.0,3.0,14.0,35.0,1.0,0.0,1.0,0.0,7.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0
65,297864735.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,9.0,3.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,50.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,1.0,3.0,0.0,0.0,0.0,59.0,0.0,47.0,0.0,1.0,0.0,24.0,15.0,0.0,3.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0
66,298112519.0,0.0,23.0,1.0,0.0,1.0,3.0,5.0,22.0,2.0,1.0,10.0,0.0,2.0,1.0,1.0,41.0,1.0,3.0,15.0,11.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,2.0,35.0,24.0,2.0,2.0,6.0,5.0,0.0,1.0,11.0,0.0,7.0,1.0,2.0,2.0,59.0,0.0,0.0,14.0,15.0,0.0,13.0,0.0,27.0,17.0,28.0,0.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,7.0,3.0,19.0,20.0,0.0,0.0,0.0,8.0,1.0,51.0,16.0,0.0,0.0,1.0,35.0,1.0,50.0,24.0,2.0,0.0,0.0,4.0,0.0,0.0
67,302144631.0,37.0,3.0,11.0,7.0,14.0,4.0,23.0,1.0,3.0,1.0,2.0,0.0,65.0,43.0,1.0,2.0,1.0,2.0,3.0,8.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,41.0,10.0,3.0,1.0,1.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,17.0,15.0,4.0,14.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,4.0,6.0,0.0,5.0,117.0,46.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0
68,302481554.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,306072972.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,6.0,5.0,2.0,1.0,2.0,4.0,0.0,7.0,7.0,0.0,8.0,6.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,6.0,50.0,63.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,7.0,0.0,0.0,0.0,0.0,8.0,19.0,0.0,0.0,0.0,54.0,0.0,62.0,1.0,0.0,0.0,25.0,39.0,1.0,23.0,2.0,0.0,14.0,0.0,2.0,0.0,0.0
70,309930491.0,1.0,23.0,56.0,2.0,6.0,1.0,98.0,1.0,8.0,2.0,54.0,3.0,3.0,10.0,0.0,22.0,0.0,4.0,18.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,4.0,1.0,7.0,10.0,9.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,25.0,68.0,0.0,0.0,69.0,6.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,7.0,11.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,57.0,0.0,4.0,4.0,1.0,10.0,19.0,0.0,0.0,1.0,0.0,19.0,145.0,1.0,0.0,0.0,5.0,0.0,0.0
