,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142
0,-1.0,11277572.0,14321397.0,16079937.0,17658786.0,18594520.0,18714842.0,19480571.0,20024170.0,20801977.0,21850395.0,21906466.0,22362396.0,23282031.0,24655962.0,32841180.0,43022178.0,48959778.0,49052075.0,49817093.0,50552213.0,51738668.0,52192979.0,52915212.0,53400136.0,71442697.0,74446328.0,80473367.0,83869098.0,98730352.0,100682954.0,105992516.0,110440287.0,118414215.0,122928586.0,130434830.0,134683680.0,144219102.0,149994547.0,150881077.0,151058995.0,160547588.0,165404712.0,167992419.0,168498034.0,171866673.0,182360370.0,186240871.0,192477353.0,194008664.0,194920096.0,205887871.0,207320806.0,210824047.0,217078361.0,218808148.0,220639964.0,224191683.0,231672811.0,235718672.0,244152633.0,244646001.0,245901604.0,246484984.0,247182392.0,250373044.0,252075312.0,252488678.0,253531983.0,253742998.0,253766102.0,258047934.0,260004196.0,260706920.0,261905897.0,262067630.0,265814972.0,266141540.0,266263003.0,267605023.0,268445390.0,270934983.0,273325600.0,274246546.0,275093764.0,275179952.0,275212935.0,275942684.0,278431499.0,278440078.0,280196372.0,281553266.0,282080237.0,282806019.0,285115375.0,286694714.0,294523668.0,299231191.0,300864688.0,302144631.0,302817075.0,306461651.0,311729738.0,314182036.0,315467525.0,317185026.0,317262357.0,317773504.0,319225412.0,326991289.0,328933147.0,329409390.0,336041527.0,338676684.0,346585747.0,348934165.0,357742193.0,363763442.0,366222982.0,366252804.0,369028288.0,371624190.0,380252053.0,381696542.0,386082293.0,387346317.0,388938259.0,400339588.0,402037439.0,406558256.0,408190913.0,412282117.0,412663554.0,415931947.0,418834841.0,424028809.0,427538029.0,437360414.0,440592967.0,442650840.0,444279470.0,448691746.0,453889416.0
1,11277572.0,0.0,0.0,13.0,0.0,9.0,0.0,0.0,1.0,8.0,3.0,2.0,2.0,20.0,2.0,32.0,8.0,10.0,0.0,14.0,6.0,1.0,2.0,43.0,13.0,12.0,0.0,23.0,6.0,0.0,3.0,23.0,14.0,11.0,20.0,1.0,0.0,0.0,0.0,65.0,3.0,11.0,8.0,1.0,1.0,0.0,2.0,1.0,34.0,7.0,12.0,6.0,6.0,0.0,30.0,1.0,2.0,2.0,0.0,29.0,15.0,15.0,8.0,1.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,18.0,0.0,0.0,0.0,7.0,15.0,0.0,1.0,0.0,0.0,3.0,1.0,53.0,1.0,1.0,1.0,18.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,37.0,10.0,46.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,8.0,87.0,11.0,0.0,6.0,145.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,8.0,1.0,0.0
2,14321397.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
3,16079937.0,13.0,3.0,0.0,9.0,29.0,12.0,30.0,12.0,259.0,8.0,20.0,40.0,63.0,102.0,44.0,9.0,88.0,4.0,325.0,125.0,21.0,3.0,74.0,115.0,110.0,2.0,221.0,31.0,38.0,50.0,53.0,38.0,19.0,208.0,52.0,2.0,20.0,2.0,126.0,177.0,119.0,122.0,25.0,14.0,0.0,62.0,4.0,262.0,108.0,53.0,213.0,91.0,7.0,180.0,34.0,14.0,9.0,2.0,359.0,92.0,63.0,344.0,8.0,140.0,11.0,61.0,1.0,4.0,3.0,7.0,45.0,29.0,214.0,23.0,12.0,0.0,80.0,42.0,0.0,67.0,0.0,3.0,31.0,17.0,14.0,24.0,13.0,2.0,82.0,23.0,11.0,20.0,2.0,11.0,23.0,0.0,1.0,1.0,5.0,35.0,53.0,0.0,34.0,0.0,1.0,3.0,2.0,0.0,2.0,11.0,10.0,7.0,3.0,1.0,19.0,13.0,27.0,14.0,0.0,187.0,17.0,0.0,19.0,32.0,40.0,1.0,0.0,102.0,0.0,1.0,5.0,7.0,40.0,7.0,0.0,11.0,0.0,22.0,0.0,39.0,18.0,0.0
4,17658786.0,0.0,0.0,9.0,0.0,0.0,82.0,0.0,2.0,18.0,0.0,2.0,3.0,0.0,34.0,1.0,0.0,7.0,0.0,10.0,29.0,1.0,0.0,9.0,22.0,16.0,0.0,55.0,2.0,17.0,0.0,3.0,2.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,28.0,9.0,90.0,38.0,0.0,116.0,0.0,45.0,4.0,2.0,4.0,60.0,2.0,22.0,0.0,0.0,0.0,0.0,12.0,10.0,1.0,8.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,76.0,0.0,0.0,0.0,7.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0
5,18594520.0,9.0,1.0,29.0,0.0,0.0,0.0,5.0,0.0,28.0,2.0,1.0,3.0,26.0,6.0,7.0,7.0,17.0,0.0,43.0,16.0,7.0,1.0,21.0,15.0,23.0,0.0,36.0,11.0,2.0,10.0,18.0,13.0,3.0,37.0,10.0,0.0,2.0,1.0,33.0,28.0,18.0,16.0,1.0,0.0,1.0,5.0,0.0,31.0,13.0,15.0,26.0,4.0,3.0,22.0,3.0,4.0,3.0,3.0,36.0,19.0,24.0,25.0,2.0,12.0,1.0,8.0,1.0,1.0,1.0,2.0,6.0,4.0,26.0,4.0,7.0,0.0,12.0,11.0,1.0,8.0,0.0,8.0,6.0,5.0,12.0,4.0,1.0,1.0,25.0,7.0,2.0,6.0,0.0,1.0,5.0,0.0,0.0,2.0,5.0,11.0,21.0,0.0,6.0,1.0,3.0,1.0,4.0,1.0,4.0,7.0,5.0,10.0,0.0,1.0,3.0,6.0,10.0,5.0,1.0,38.0,6.0,0.0,1.0,12.0,12.0,2.0,0.0,16.0,0.0,0.0,2.0,1.0,8.0,2.0,0.0,2.0,0.0,2.0,0.0,9.0,4.0,0.0
6,18714842.0,0.0,0.0,12.0,82.0,0.0,0.0,0.0,3.0,13.0,0.0,5.0,7.0,0.0,38.0,1.0,0.0,10.0,0.0,21.0,37.0,1.0,0.0,10.0,21.0,20.0,0.0,39.0,2.0,16.0,3.0,1.0,1.0,1.0,9.0,3.0,0.0,3.0,0.0,3.0,5.0,32.0,18.0,68.0,11.0,0.0,85.0,0.0,49.0,5.0,0.0,4.0,46.0,1.0,28.0,1.0,0.0,0.0,0.0,16.0,11.0,4.0,10.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,73.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
7,19480571.0,0.0,0.0,30.0,0.0,5.0,0.0,0.0,3.0,30.0,1.0,1.0,7.0,16.0,8.0,4.0,5.0,11.0,2.0,36.0,15.0,4.0,0.0,44.0,22.0,24.0,0.0,26.0,5.0,5.0,11.0,7.0,3.0,8.0,56.0,13.0,1.0,3.0,3.0,11.0,19.0,9.0,17.0,1.0,1.0,2.0,5.0,0.0,30.0,23.0,38.0,20.0,7.0,1.0,35.0,8.0,2.0,2.0,15.0,31.0,15.0,34.0,23.0,1.0,21.0,3.0,15.0,8.0,5.0,0.0,2.0,17.0,14.0,14.0,8.0,81.0,1.0,14.0,6.0,3.0,3.0,0.0,3.0,9.0,2.0,2.0,3.0,3.0,7.0,89.0,113.0,108.0,14.0,7.0,0.0,15.0,0.0,0.0,12.0,2.0,8.0,14.0,0.0,11.0,1.0,1.0,0.0,3.0,2.0,1.0,55.0,4.0,108.0,2.0,0.0,3.0,1.0,10.0,86.0,1.0,16.0,9.0,0.0,3.0,24.0,9.0,3.0,0.0,13.0,0.0,0.0,2.0,2.0,9.0,1.0,4.0,35.0,0.0,6.0,0.0,10.0,3.0,0.0
8,20024170.0,1.0,0.0,12.0,2.0,0.0,3.0,3.0,0.0,12.0,0.0,7.0,5.0,2.0,37.0,3.0,1.0,6.0,1.0,49.0,29.0,1.0,0.0,13.0,42.0,22.0,0.0,37.0,2.0,15.0,2.0,6.0,0.0,1.0,9.0,1.0,0.0,2.0,0.0,4.0,4.0,39.0,21.0,4.0,3.0,0.0,9.0,0.0,20.0,3.0,2.0,3.0,24.0,0.0,24.0,0.0,0.0,1.0,0.0,44.0,2.0,2.0,11.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,7.0,20.0,0.0,0.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,8.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,2.0,0.0,4.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0
9,20801977.0,8.0,3.0,259.0,18.0,28.0,13.0,30.0,12.0,0.0,10.0,14.0,34.0,72.0,200.0,45.0,8.0,185.0,19.0,510.0,199.0,15.0,5.0,74.0,292.0,159.0,5.0,300.0,40.0,129.0,54.0,139.0,33.0,31.0,230.0,78.0,8.0,10.0,1.0,91.0,274.0,139.0,130.0,29.0,5.0,0.0,78.0,4.0,587.0,130.0,47.0,324.0,88.0,25.0,316.0,22.0,14.0,7.0,2.0,451.0,221.0,73.0,415.0,8.0,347.0,32.0,58.0,1.0,5.0,18.0,6.0,74.0,32.0,367.0,31.0,14.0,1.0,74.0,64.0,0.0,159.0,0.0,9.0,63.0,23.0,17.0,19.0,13.0,2.0,86.0,23.0,8.0,14.0,1.0,29.0,22.0,0.0,1.0,5.0,4.0,71.0,74.0,0.0,35.0,1.0,1.0,1.0,5.0,1.0,4.0,10.0,22.0,16.0,2.0,1.0,13.0,12.0,33.0,16.0,1.0,103.0,18.0,0.0,11.0,87.0,65.0,1.0,0.0,311.0,3.0,0.0,17.0,12.0,65.0,27.0,0.0,12.0,0.0,29.0,0.0,45.0,38.0,0.0
10,21850395.0,3.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,6.0,3.0,2.0,1.0,2.0,0.0,13.0,2.0,1.0,2.0,2.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,17.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,14.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,4.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,27.0,0.0,2.0,10.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
11,21906466.0,2.0,0.0,20.0,2.0,1.0,5.0,1.0,7.0,14.0,1.0,0.0,11.0,8.0,14.0,18.0,1.0,9.0,3.0,14.0,12.0,1.0,0.0,12.0,18.0,12.0,0.0,11.0,2.0,5.0,4.0,4.0,2.0,6.0,9.0,2.0,2.0,4.0,0.0,10.0,7.0,8.0,18.0,5.0,2.0,0.0,7.0,3.0,65.0,2.0,2.0,3.0,10.0,1.0,14.0,0.0,3.0,3.0,1.0,25.0,4.0,3.0,5.0,0.0,15.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,10.0,18.0,0.0,0.0,0.0,6.0,5.0,0.0,5.0,0.0,0.0,2.0,6.0,3.0,3.0,1.0,0.0,5.0,0.0,0.0,4.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,20.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,14.0,1.0,0.0,5.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
