,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
22,262647765.0,57.0,74.0,12.0,0.0,76.0,73.0,1.0,2.0,4.0,11.0,3.0,12.0,1.0,2.0,13.0,11.0,13.0,47.0,8.0,1.0,0.0,0.0,0.0,0.0,23.0,21.0,17.0,40.0,76.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,24.0,0.0,0.0,2.0,35.0,42.0,57.0,36.0,19.0,28.0,6.0,68.0,2.0,6.0,4.0,60.0,1.0,4.0,1.0,14.0,25.0,47.0,0.0,16.0,1.0,2.0,8.0
23,268445390.0,4.0,4.0,34.0,0.0,7.0,0.0,3.0,52.0,3.0,10.0,4.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,14.0,1.0,1.0,20.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,5.0,27.0,0.0
24,268870600.0,1.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,10.0,10.0,20.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,1.0,6.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0
25,271344336.0,9.0,18.0,3.0,0.0,70.0,28.0,3.0,0.0,2.0,5.0,0.0,13.0,0.0,3.0,2.0,2.0,0.0,7.0,5.0,0.0,0.0,23.0,1.0,2.0,0.0,7.0,4.0,8.0,17.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,12.0,11.0,5.0,6.0,18.0,3.0,20.0,0.0,2.0,4.0,18.0,1.0,1.0,1.0,0.0,5.0,18.0,0.0,8.0,1.0,2.0,1.0
26,271618974.0,26.0,27.0,65.0,1.0,68.0,63.0,59.0,22.0,7.0,74.0,222.0,326.0,19.0,59.0,3.0,6.0,7.0,11.0,17.0,0.0,7.0,21.0,5.0,19.0,7.0,0.0,4.0,8.0,25.0,113.0,136.0,2.0,30.0,29.0,1.0,0.0,9.0,0.0,0.0,16.0,10.0,20.0,17.0,7.0,12.0,14.0,1.0,22.0,64.0,12.0,282.0,20.0,25.0,8.0,7.0,6.0,12.0,23.0,1.0,4.0,3.0,15.0,244.0
27,271630118.0,17.0,32.0,5.0,0.0,9.0,18.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,3.0,3.0,11.0,10.0,19.0,7.0,0.0,0.0,17.0,0.0,0.0,4.0,4.0,0.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,10.0,15.0,31.0,14.0,12.0,9.0,2.0,34.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,7.0,8.0,11.0,0.0,10.0,0.0,0.0,0.0
28,271941454.0,45.0,79.0,4.0,0.0,19.0,32.0,0.0,0.0,3.0,6.0,2.0,8.0,0.0,2.0,12.0,10.0,17.0,44.0,7.0,0.0,0.0,40.0,0.0,0.0,8.0,8.0,17.0,0.0,71.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,28.0,36.0,64.0,37.0,28.0,18.0,9.0,72.0,1.0,2.0,2.0,64.0,0.0,1.0,0.0,12.0,29.0,32.0,0.0,11.0,1.0,1.0,0.0
29,275115527.0,85.0,177.0,8.0,0.0,71.0,97.0,1.0,1.0,8.0,9.0,4.0,11.0,0.0,6.0,14.0,14.0,21.0,92.0,13.0,0.0,1.0,76.0,2.0,1.0,17.0,25.0,27.0,71.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,50.0,81.0,189.0,81.0,48.0,39.0,15.0,225.0,2.0,6.0,5.0,182.0,1.0,2.0,0.0,34.0,41.0,61.0,0.0,31.0,2.0,2.0,2.0
30,275661557.0,2.0,3.0,4.0,0.0,3.0,5.0,25.0,2.0,0.0,34.0,92.0,117.0,3.0,36.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,6.0,1.0,113.0,0.0,2.0,2.0,0.0,51.0,0.0,9.0,8.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,29.0,1.0,112.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,91.0
31,278893978.0,3.0,3.0,7.0,0.0,15.0,9.0,26.0,9.0,1.0,28.0,98.0,114.0,7.0,28.0,1.0,1.0,0.0,0.0,8.0,1.0,5.0,2.0,8.0,3.0,2.0,136.0,0.0,2.0,5.0,51.0,0.0,1.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,6.0,97.0,2.0,10.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,6.0,76.0
32,281037352.0,3.0,1.0,7.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
33,281425389.0,2.0,1.0,3.0,0.0,11.0,3.0,14.0,1.0,0.0,10.0,15.0,31.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,2.0,30.0,0.0,2.0,3.0,9.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,21.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0
34,282636043.0,3.0,2.0,6.0,0.0,17.0,4.0,31.0,0.0,0.0,11.0,18.0,38.0,5.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,29.0,0.0,0.0,0.0,8.0,11.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,17.0,0.0,7.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,11.0
35,292801277.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0,397.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,294521931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,297864735.0,26.0,57.0,5.0,0.0,7.0,29.0,0.0,1.0,2.0,5.0,1.0,6.0,1.0,3.0,3.0,8.0,9.0,33.0,3.0,0.0,0.0,24.0,0.0,0.0,5.0,9.0,12.0,31.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,36.0,47.0,32.0,23.0,14.0,4.0,47.0,1.0,2.0,1.0,60.0,1.0,0.0,0.0,7.0,24.0,22.0,0.0,12.0,0.0,2.0,1.0
38,298070708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,305787501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,305840713.0,2.0,4.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,6.0,9.0,10.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,16.0,1.0,0.0,2.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,11.0
41,306072972.0,31.0,66.0,4.0,0.0,22.0,38.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,6.0,7.0,6.0,30.0,5.0,0.0,0.0,35.0,0.0,0.0,8.0,10.0,10.0,28.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,38.0,58.0,34.0,21.0,26.0,7.0,62.0,0.0,0.0,2.0,74.0,0.0,2.0,0.0,5.0,25.0,38.0,0.0,15.0,0.0,2.0,0.0
42,319085150.0,48.0,73.0,10.0,0.0,50.0,54.0,0.0,3.0,3.0,9.0,1.0,15.0,1.0,2.0,7.0,11.0,8.0,43.0,8.0,1.0,1.0,42.0,0.0,0.0,12.0,20.0,15.0,36.0,81.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,36.0,0.0,0.0,1.0,38.0,0.0,69.0,46.0,34.0,27.0,8.0,84.0,1.0,4.0,2.0,89.0,0.0,5.0,3.0,13.0,34.0,48.0,0.0,23.0,2.0,5.0,0.0
43,319225412.0,59.0,207.0,8.0,0.0,27.0,73.0,0.0,4.0,9.0,4.0,2.0,5.0,0.0,2.0,14.0,17.0,17.0,89.0,10.0,0.0,0.0,57.0,0.0,0.0,11.0,17.0,31.0,64.0,189.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,0.0,0.0,1.0,58.0,69.0,0.0,84.0,36.0,21.0,13.0,299.0,0.0,1.0,2.0,194.0,0.0,1.0,0.0,27.0,38.0,51.0,0.0,31.0,1.0,0.0,1.0
44,323278429.0,35.0,82.0,7.0,0.0,27.0,31.0,0.0,2.0,3.0,3.0,1.0,3.0,0.0,2.0,6.0,8.0,9.0,44.0,5.0,0.0,0.0,36.0,0.0,0.0,5.0,7.0,14.0,37.0,81.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,34.0,46.0,84.0,0.0,17.0,19.0,7.0,100.0,1.0,2.0,2.0,84.0,1.0,3.0,0.0,14.0,20.0,24.0,0.0,19.0,1.0,2.0,0.0
45,330398551.0,25.0,43.0,4.0,0.0,16.0,25.0,0.0,0.0,5.0,7.0,0.0,5.0,0.0,3.0,4.0,10.0,10.0,18.0,9.0,0.0,0.0,19.0,0.0,0.0,6.0,12.0,12.0,28.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,21.0,34.0,36.0,17.0,0.0,14.0,5.0,33.0,0.0,0.0,4.0,44.0,0.0,0.0,0.0,4.0,29.0,28.0,0.0,13.0,0.0,1.0,0.0
46,335022271.0,17.0,34.0,3.0,0.0,69.0,28.0,1.0,0.0,2.0,11.0,2.0,7.0,0.0,1.0,6.0,4.0,3.0,15.0,5.0,0.0,0.0,28.0,0.0,0.0,18.0,14.0,9.0,18.0,39.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,26.0,27.0,21.0,19.0,14.0,0.0,4.0,33.0,0.0,2.0,2.0,36.0,0.0,0.0,0.0,9.0,16.0,56.0,0.0,11.0,1.0,1.0,0.0
47,338067793.0,8.0,14.0,2.0,0.0,3.0,6.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,5.0,1.0,0.0,2.0,6.0,1.0,0.0,3.0,1.0,2.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,7.0,8.0,13.0,7.0,5.0,4.0,0.0,11.0,0.0,2.0,0.0,14.0,0.0,1.0,0.0,3.0,4.0,7.0,0.0,7.0,1.0,2.0,0.0
48,339034131.0,78.0,348.0,15.0,0.0,62.0,126.0,0.0,8.0,7.0,10.0,0.0,19.0,2.0,2.0,13.0,11.0,22.0,107.0,11.0,1.0,4.0,68.0,4.0,1.0,20.0,22.0,34.0,72.0,225.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,47.0,0.0,0.0,2.0,62.0,84.0,299.0,100.0,33.0,33.0,11.0,0.0,2.0,12.0,4.0,231.0,1.0,3.0,2.0,77.0,39.0,54.0,0.0,30.0,2.0,2.0,1.0
49,339474731.0,1.0,0.0,0.0,0.0,3.0,1.0,13.0,0.0,0.0,13.0,43.0,49.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,64.0,0.0,1.0,2.0,29.0,21.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,55.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,62.0
50,359179176.0,7.0,6.0,21.0,0.0,19.0,4.0,1.0,11.0,1.0,9.0,2.0,19.0,9.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,10.0,6.0,14.0,0.0,2.0,12.0,0.0,2.0,6.0,1.0,6.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,2.0,12.0,0.0,0.0,2.0,5.0,10.0,6.0,8.0,1.0,1.0,4.0,0.0,0.0,4.0,13.0,0.0
