,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
51,362982252.0,3.0,4.0,9.0,0.0,41.0,14.0,47.0,4.0,1.0,64.0,185.0,241.0,7.0,54.0,1.0,2.0,0.0,0.0,10.0,0.0,3.0,4.0,1.0,8.0,4.0,282.0,0.0,2.0,5.0,112.0,97.0,1.0,21.0,17.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,4.0,55.0,2.0,0.0,2.0,9.0,2.0,2.0,0.0,4.0,5.0,2.0,0.0,0.0,6.0,213.0
52,368554948.0,54.0,195.0,6.0,0.0,41.0,103.0,0.0,9.0,4.0,8.0,2.0,10.0,0.0,1.0,13.0,10.0,13.0,82.0,5.0,0.0,1.0,60.0,1.0,0.0,18.0,20.0,24.0,64.0,182.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,74.0,89.0,194.0,84.0,44.0,36.0,14.0,231.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,16.0,61.0,50.0,0.0,39.0,2.0,3.0,1.0
53,369028288.0,11.0,10.0,134.0,0.0,14.0,4.0,49.0,51.0,14.0,49.0,39.0,83.0,67.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,12.0,1.0,20.0,1.0,1.0,25.0,0.0,0.0,1.0,3.0,10.0,19.0,4.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,10.0,9.0,1.0,0.0,4.0,12.0,2.0,0.0,1.0,25.0,0.0,4.0,20.0,5.0
54,370797277.0,7.0,4.0,11.0,0.0,7.0,3.0,2.0,4.0,1.0,2.0,0.0,15.0,5.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,5.0,4.0,2.0,0.0,1.0,8.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,6.0,2.0,1.0,4.0,0.0,3.0,3.0,0.0,4.0,1.0,0.0,4.0,5.0,0.0
55,376061066.0,7.0,4.0,49.0,0.0,12.0,5.0,2.0,28.0,7.0,9.0,0.0,11.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,12.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,8.0,0.0
56,376624739.0,16.0,43.0,6.0,0.0,18.0,16.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,1.0,11.0,6.0,8.0,13.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,7.0,12.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,5.0,13.0,27.0,14.0,4.0,9.0,3.0,77.0,0.0,1.0,0.0,16.0,2.0,3.0,0.0,0.0,5.0,15.0,0.0,2.0,1.0,0.0,0.0
57,379047891.0,22.0,47.0,3.0,0.0,20.0,29.0,0.0,0.0,2.0,6.0,1.0,5.0,0.0,2.0,5.0,7.0,7.0,27.0,4.0,0.0,0.0,25.0,0.0,0.0,5.0,12.0,8.0,29.0,41.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,25.0,34.0,38.0,20.0,29.0,16.0,4.0,39.0,1.0,1.0,4.0,61.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,14.0,0.0,1.0,1.0
58,395520618.0,36.0,63.0,12.0,0.0,70.0,60.0,1.0,1.0,5.0,7.0,1.0,17.0,2.0,4.0,11.0,8.0,9.0,30.0,10.0,0.0,2.0,47.0,0.0,0.0,18.0,23.0,11.0,32.0,61.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,22.0,0.0,0.0,2.0,38.0,48.0,51.0,24.0,28.0,56.0,7.0,54.0,1.0,4.0,5.0,50.0,1.0,4.0,3.0,15.0,30.0,0.0,0.0,17.0,2.0,3.0,3.0
59,405452697.0,2.0,2.0,16.0,0.0,3.0,1.0,4.0,4.0,1.0,5.0,3.0,2.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
60,409876365.0,9.0,32.0,1.0,0.0,9.0,12.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,3.0,19.0,3.0,0.0,0.0,16.0,0.0,0.0,8.0,4.0,10.0,11.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,15.0,23.0,31.0,19.0,13.0,11.0,7.0,30.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,2.0,14.0,17.0,0.0,0.0,0.0,1.0,0.0
61,412663554.0,4.0,3.0,9.0,0.0,4.0,1.0,2.0,9.0,1.0,3.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,2.0,4.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0
62,415931947.0,9.0,4.0,36.0,0.0,14.0,4.0,6.0,23.0,21.0,12.0,6.0,27.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,18.0,2.0,27.0,1.0,2.0,15.0,0.0,1.0,2.0,3.0,6.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,13.0,6.0,3.0,20.0,5.0,8.0,0.0,1.0,3.0,3.0,1.0,8.0,0.0,2.0
63,424509446.0,0.0,1.0,0.0,0.0,3.0,8.0,44.0,0.0,0.0,43.0,165.0,191.0,2.0,59.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,16.0,1.0,244.0,0.0,0.0,2.0,91.0,76.0,0.0,16.0,11.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,213.0,1.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0
