,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,53223847.0,33.0,1.0,116.0,106.0,102.0,36.0,7.0,80.0,27.0,47.0,1.0,41.0,14.0,27.0,107.0,12.0,12.0,78.0,40.0,0.0,28.0,26.0,31.0,30.0,21.0,91.0,10.0,7.0,5.0,72.0,16.0,4.0,20.0,0.0,13.0,1.0,8.0,6.0,3.0,7.0,4.0,18.0,6.0,150.0,1.0,43.0,4.0,41.0,11.0,13.0,0.0,8.0,32.0,31.0,1.0,7.0,2.0,16.0,24.0,0.0,20.0,14.0,0.0,0.0,0.0,1.0,13.0,0.0,3.0,0.0,4.0,1.0,0.0,6.0,0.0,0.0,11.0,3.0,35.0,0.0,1.0,18.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,51.0,0.0,8.0,0.0,15.0,0.0,0.0,0.0,4.0
21,53416347.0,10.0,1.0,47.0,74.0,22.0,29.0,6.0,89.0,0.0,2.0,1.0,173.0,59.0,5.0,371.0,4.0,104.0,100.0,46.0,28.0,0.0,536.0,1.0,8.0,0.0,29.0,3.0,4.0,14.0,33.0,9.0,0.0,17.0,21.0,169.0,7.0,1.0,1.0,0.0,2.0,44.0,108.0,10.0,372.0,2.0,12.0,0.0,21.0,46.0,50.0,0.0,40.0,21.0,8.0,1.0,5.0,0.0,3.0,6.0,0.0,1.0,166.0,0.0,0.0,0.0,13.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,41.0,9.0,6.0,1.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,54182296.0,5.0,2.0,91.0,246.0,54.0,37.0,27.0,203.0,6.0,8.0,1.0,637.0,311.0,30.0,2273.0,18.0,966.0,154.0,241.0,26.0,536.0,0.0,5.0,12.0,4.0,45.0,11.0,9.0,83.0,38.0,23.0,7.0,53.0,157.0,560.0,2.0,7.0,3.0,3.0,0.0,210.0,527.0,20.0,1824.0,7.0,34.0,9.0,36.0,350.0,47.0,0.0,862.0,23.0,13.0,2.0,3.0,0.0,9.0,17.0,3.0,6.0,1407.0,0.0,13.0,0.0,18.0,17.0,0.0,11.0,1.0,2.0,4.0,1.0,3.0,4.0,8.0,285.0,83.0,8.0,1.0,19.0,862.0,0.0,0.0,0.0,3.0,6.0,1.0,22.0,44.0,9.0,10.0,4.0,0.0,4.0,0.0,2.0,1.0,2.0
23,55005704.0,56.0,13.0,40.0,10.0,180.0,88.0,16.0,173.0,176.0,43.0,9.0,3.0,66.0,55.0,87.0,77.0,69.0,145.0,130.0,31.0,1.0,5.0,0.0,77.0,1.0,50.0,33.0,30.0,5.0,127.0,225.0,60.0,86.0,22.0,1.0,0.0,81.0,86.0,13.0,12.0,1.0,33.0,40.0,149.0,47.0,154.0,32.0,129.0,15.0,29.0,0.0,0.0,120.0,271.0,28.0,19.0,102.0,100.0,122.0,15.0,98.0,19.0,6.0,45.0,0.0,10.0,40.0,0.0,57.0,8.0,25.0,33.0,5.0,51.0,18.0,29.0,9.0,6.0,302.0,5.0,74.0,2.0,0.0,1.0,4.0,81.0,19.0,10.0,6.0,25.0,13.0,4.0,100.0,2.0,83.0,0.0,44.0,2.0,50.0
24,59219851.0,114.0,16.0,29.0,17.0,157.0,89.0,31.0,140.0,94.0,35.0,6.0,13.0,65.0,58.0,167.0,56.0,32.0,151.0,164.0,30.0,8.0,12.0,77.0,0.0,1.0,37.0,21.0,25.0,4.0,107.0,113.0,76.0,54.0,62.0,5.0,3.0,42.0,42.0,6.0,38.0,25.0,36.0,54.0,237.0,9.0,132.0,7.0,100.0,46.0,50.0,0.0,2.0,69.0,99.0,26.0,36.0,3.0,65.0,56.0,3.0,45.0,39.0,0.0,12.0,0.0,17.0,26.0,0.0,12.0,2.0,9.0,12.0,1.0,18.0,9.0,11.0,11.0,12.0,92.0,5.0,9.0,1.0,0.0,1.0,0.0,31.0,0.0,0.0,5.0,19.0,17.0,5.0,43.0,0.0,54.0,0.0,3.0,3.0,17.0
25,69772862.0,4.0,0.0,26.0,34.0,19.0,10.0,2.0,16.0,2.0,15.0,0.0,8.0,1.0,8.0,17.0,7.0,0.0,17.0,5.0,21.0,0.0,4.0,1.0,1.0,0.0,24.0,7.0,1.0,1.0,7.0,0.0,7.0,5.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,25.0,1.0,9.0,0.0,6.0,2.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,86976234.0,13.0,15.0,111.0,103.0,148.0,101.0,13.0,153.0,39.0,84.0,13.0,57.0,62.0,52.0,152.0,78.0,27.0,156.0,74.0,91.0,29.0,45.0,50.0,37.0,24.0,0.0,36.0,12.0,4.0,70.0,78.0,32.0,103.0,25.0,13.0,0.0,39.0,26.0,11.0,3.0,9.0,30.0,48.0,217.0,8.0,53.0,5.0,62.0,27.0,33.0,0.0,4.0,47.0,59.0,8.0,11.0,6.0,29.0,64.0,7.0,16.0,29.0,1.0,21.0,0.0,9.0,15.0,0.0,13.0,3.0,6.0,11.0,1.0,16.0,18.0,11.0,15.0,5.0,74.0,7.0,9.0,18.0,0.0,1.0,1.0,21.0,0.0,4.0,2.0,12.0,5.0,2.0,23.0,0.0,22.0,0.0,4.0,2.0,27.0
27,98730352.0,6.0,11.0,23.0,42.0,129.0,55.0,10.0,75.0,30.0,25.0,7.0,4.0,54.0,75.0,51.0,486.0,15.0,84.0,26.0,10.0,3.0,11.0,33.0,21.0,7.0,36.0,0.0,8.0,4.0,13.0,92.0,48.0,62.0,10.0,1.0,0.0,43.0,19.0,7.0,1.0,3.0,16.0,36.0,141.0,6.0,96.0,13.0,58.0,14.0,12.0,0.0,5.0,19.0,29.0,10.0,4.0,3.0,40.0,56.0,14.0,45.0,15.0,5.0,20.0,0.0,2.0,52.0,0.0,59.0,6.0,0.0,12.0,2.0,18.0,10.0,2.0,3.0,0.0,45.0,2.0,11.0,1.0,0.0,0.0,2.0,38.0,8.0,3.0,0.0,10.0,14.0,0.0,31.0,1.0,69.0,0.0,9.0,6.0,22.0
28,99731681.0,5.0,2.0,8.0,4.0,35.0,30.0,8.0,47.0,24.0,16.0,4.0,5.0,18.0,18.0,30.0,24.0,15.0,32.0,36.0,7.0,4.0,9.0,30.0,25.0,1.0,12.0,8.0,0.0,2.0,29.0,37.0,18.0,27.0,8.0,1.0,1.0,14.0,11.0,5.0,2.0,1.0,17.0,18.0,52.0,7.0,33.0,2.0,28.0,10.0,12.0,0.0,0.0,15.0,23.0,9.0,9.0,3.0,19.0,25.0,3.0,7.0,10.0,0.0,9.0,0.0,5.0,12.0,0.0,10.0,2.0,4.0,3.0,2.0,3.0,10.0,5.0,5.0,2.0,38.0,2.0,6.0,4.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,8.0,7.0,2.0,14.0,1.0,14.0,0.0,7.0,0.0,5.0
29,103144765.0,2.0,1.0,5.0,11.0,15.0,6.0,7.0,27.0,3.0,1.0,1.0,21.0,24.0,5.0,100.0,10.0,20.0,24.0,15.0,5.0,14.0,83.0,5.0,4.0,1.0,4.0,4.0,2.0,0.0,39.0,5.0,8.0,5.0,7.0,17.0,0.0,3.0,1.0,0.0,2.0,7.0,17.0,0.0,81.0,1.0,7.0,1.0,7.0,9.0,12.0,0.0,12.0,4.0,8.0,1.0,0.0,0.0,1.0,11.0,0.0,2.0,23.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,3.0,7.0,0.0,2.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,16.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0
30,104771512.0,78.0,3.0,67.0,89.0,177.0,68.0,42.0,177.0,97.0,45.0,4.0,38.0,68.0,70.0,216.0,54.0,30.0,183.0,140.0,72.0,33.0,38.0,127.0,107.0,7.0,70.0,13.0,29.0,39.0,0.0,125.0,52.0,67.0,20.0,17.0,0.0,42.0,28.0,10.0,21.0,10.0,72.0,14.0,254.0,7.0,148.0,6.0,99.0,19.0,86.0,0.0,5.0,141.0,91.0,59.0,32.0,7.0,88.0,113.0,2.0,59.0,75.0,0.0,11.0,0.0,18.0,23.0,0.0,12.0,1.0,8.0,9.0,1.0,9.0,8.0,6.0,16.0,11.0,122.0,3.0,8.0,30.0,0.0,1.0,0.0,18.0,0.0,2.0,4.0,14.0,45.0,11.0,59.0,0.0,61.0,0.0,6.0,1.0,15.0
31,114775132.0,50.0,24.0,45.0,37.0,275.0,166.0,31.0,243.0,309.0,50.0,15.0,17.0,141.0,116.0,173.0,182.0,103.0,273.0,193.0,16.0,9.0,23.0,225.0,113.0,0.0,78.0,92.0,37.0,5.0,125.0,0.0,143.0,169.0,62.0,6.0,0.0,121.0,78.0,21.0,18.0,15.0,52.0,110.0,288.0,59.0,369.0,46.0,162.0,38.0,34.0,0.0,3.0,68.0,157.0,60.0,42.0,35.0,86.0,187.0,31.0,162.0,49.0,18.0,52.0,0.0,17.0,152.0,0.0,113.0,11.0,21.0,53.0,6.0,67.0,18.0,29.0,13.0,11.0,359.0,5.0,86.0,10.0,0.0,1.0,5.0,152.0,20.0,11.0,11.0,41.0,45.0,6.0,149.0,4.0,199.0,0.0,46.0,8.0,240.0
