,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
20,143531181.0,3.0,5.0,0.0,2.0,2.0,16.0,3.0,0.0,6.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
21,153321487.0,17.0,0.0,34.0,8.0,11.0,14.0,10.0,5.0,30.0,0.0,10.0,14.0,12.0,86.0,0.0,22.0,1.0,50.0,17.0,0.0,0.0,34.0,9.0,308.0,4.0,14.0,2.0,5.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,1.0,9.0,0.0,4.0,0.0,8.0,0.0,1.0,2.0,1.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,6.0,0.0,3.0,1.0,0.0,3.0,36.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0
22,165748245.0,2.0,48.0,5.0,27.0,2.0,78.0,7.0,1.0,4.0,17.0,12.0,13.0,10.0,6.0,0.0,2.0,0.0,0.0,4.0,0.0,34.0,0.0,1.0,16.0,7.0,23.0,35.0,35.0,12.0,23.0,0.0,1.0,25.0,2.0,12.0,95.0,3.0,2.0,83.0,0.0,4.0,9.0,1.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,5.0,5.0,38.0,19.0,0.0,1.0,26.0,1.0,0.0,1.0,0.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,5.0,3.0
23,187670741.0,51.0,4.0,9.0,20.0,134.0,40.0,37.0,20.0,137.0,0.0,28.0,39.0,64.0,160.0,0.0,572.0,10.0,124.0,35.0,1.0,9.0,1.0,0.0,199.0,18.0,54.0,10.0,4.0,5.0,1.0,0.0,35.0,14.0,0.0,0.0,5.0,0.0,18.0,0.0,10.0,1.0,22.0,3.0,2.0,3.0,2.0,0.0,24.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,54.0,6.0,45.0,0.0,0.0,0.0,1.0,12.0,22.0,19.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,21.0
24,192477353.0,139.0,12.0,331.0,99.0,622.0,274.0,255.0,282.0,511.0,1.0,261.0,178.0,353.0,1606.0,0.0,665.0,23.0,466.0,152.0,2.0,308.0,16.0,199.0,0.0,56.0,333.0,38.0,22.0,16.0,9.0,0.0,70.0,56.0,9.0,0.0,28.0,3.0,77.0,11.0,129.0,6.0,55.0,21.0,16.0,10.0,4.0,0.0,611.0,20.0,58.0,16.0,0.0,3.0,1.0,12.0,178.0,30.0,156.0,8.0,8.0,3.0,5.0,49.0,306.0,60.0,5.0,11.0,1.0,4.0,0.0,40.0,3.0,5.0,9.0,0.0,17.0,9.0,0.0,100.0
25,194920096.0,34.0,14.0,6.0,22.0,19.0,78.0,23.0,10.0,48.0,2.0,30.0,31.0,39.0,32.0,1.0,47.0,5.0,0.0,26.0,1.0,4.0,7.0,18.0,56.0,0.0,36.0,17.0,2.0,13.0,4.0,0.0,3.0,15.0,22.0,3.0,17.0,23.0,33.0,21.0,2.0,2.0,23.0,34.0,38.0,17.0,5.0,1.0,16.0,36.0,8.0,27.0,0.0,1.0,0.0,43.0,32.0,6.0,29.0,13.0,3.0,7.0,1.0,12.0,49.0,9.0,17.0,15.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,0.0,43.0,0.0,0.0,17.0
26,203533542.0,89.0,24.0,60.0,159.0,133.0,539.0,127.0,183.0,189.0,4.0,350.0,133.0,156.0,167.0,0.0,195.0,11.0,36.0,102.0,2.0,14.0,23.0,54.0,333.0,36.0,0.0,24.0,23.0,28.0,11.0,0.0,36.0,110.0,2.0,2.0,94.0,1.0,42.0,16.0,19.0,10.0,42.0,4.0,7.0,3.0,4.0,0.0,73.0,4.0,9.0,3.0,0.0,3.0,1.0,3.0,125.0,50.0,41.0,3.0,9.0,0.0,14.0,22.0,112.0,12.0,9.0,1.0,0.0,9.0,0.0,10.0,0.0,3.0,12.0,0.0,2.0,8.0,0.0,32.0
27,209651406.0,16.0,20.0,5.0,36.0,20.0,79.0,18.0,10.0,20.0,10.0,32.0,28.0,34.0,24.0,0.0,17.0,5.0,2.0,15.0,1.0,2.0,35.0,10.0,38.0,17.0,24.0,0.0,28.0,23.0,28.0,0.0,7.0,47.0,2.0,7.0,103.0,1.0,13.0,91.0,9.0,13.0,27.0,4.0,7.0,5.0,1.0,1.0,21.0,3.0,3.0,3.0,0.0,2.0,0.0,7.0,20.0,53.0,28.0,0.0,0.0,40.0,4.0,4.0,13.0,5.0,22.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,6.0,5.0,1.0,1.0,1.0,10.0
28,210824047.0,7.0,16.0,5.0,35.0,12.0,59.0,16.0,7.0,5.0,4.0,36.0,21.0,14.0,8.0,0.0,9.0,0.0,1.0,9.0,0.0,5.0,35.0,4.0,22.0,2.0,23.0,28.0,0.0,15.0,26.0,0.0,1.0,44.0,1.0,4.0,94.0,0.0,3.0,42.0,1.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,19.0,57.0,10.0,0.0,1.0,10.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,7.0,3.0,0.0,1.0,4.0,3.0
29,222492390.0,16.0,9.0,3.0,51.0,9.0,92.0,9.0,14.0,8.0,5.0,56.0,13.0,10.0,13.0,0.0,12.0,2.0,0.0,7.0,1.0,1.0,12.0,5.0,16.0,13.0,28.0,23.0,15.0,0.0,40.0,0.0,3.0,64.0,1.0,4.0,86.0,1.0,5.0,24.0,5.0,6.0,22.0,1.0,7.0,2.0,1.0,1.0,6.0,2.0,0.0,4.0,0.0,2.0,1.0,6.0,24.0,22.0,10.0,2.0,0.0,6.0,6.0,6.0,9.0,4.0,16.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,3.0
30,223055984.0,6.0,21.0,0.0,34.0,7.0,58.0,5.0,2.0,3.0,8.0,21.0,5.0,8.0,5.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,23.0,1.0,9.0,4.0,11.0,28.0,26.0,40.0,0.0,0.0,2.0,42.0,3.0,3.0,133.0,0.0,2.0,53.0,0.0,4.0,11.0,1.0,5.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,11.0,40.0,13.0,0.0,0.0,12.0,5.0,2.0,1.0,0.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0
31,232823702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,234333247.0,12.0,3.0,7.0,11.0,77.0,10.0,17.0,11.0,31.0,0.0,19.0,14.0,21.0,60.0,0.0,56.0,6.0,26.0,12.0,0.0,4.0,1.0,35.0,70.0,3.0,36.0,7.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,1.0,7.0,0.0,5.0,2.0,3.0,2.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0,9.0,0.0,0.0,0.0,2.0,4.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0
33,244529400.0,29.0,15.0,3.0,240.0,25.0,231.0,34.0,32.0,34.0,8.0,169.0,59.0,48.0,35.0,0.0,40.0,3.0,4.0,31.0,3.0,3.0,25.0,14.0,56.0,15.0,110.0,47.0,44.0,64.0,42.0,0.0,3.0,0.0,0.0,4.0,184.0,1.0,12.0,61.0,4.0,20.0,40.0,3.0,3.0,7.0,2.0,0.0,16.0,2.0,1.0,4.0,0.0,7.0,0.0,10.0,62.0,90.0,16.0,2.0,0.0,6.0,2.0,8.0,21.0,6.0,14.0,0.0,0.0,7.0,0.0,5.0,0.0,1.0,14.0,1.0,1.0,2.0,0.0,10.0
34,246223044.0,5.0,2.0,1.0,2.0,3.0,6.0,0.0,4.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,9.0,22.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,3.0,1.0,0.0,0.0,36.0,36.0,12.0,0.0,0.0,4.0,36.0,0.0,29.0,0.0,0.0,0.0,33.0,0.0,0.0,3.0,17.0,0.0,4.0,0.0,1.0,2.0,0.0,4.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,0.0,0.0,0.0
35,253303368.0,2.0,16.0,0.0,1.0,0.0,9.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,2.0,7.0,4.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,32.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,254688158.0,26.0,68.0,8.0,138.0,12.0,288.0,15.0,37.0,19.0,21.0,134.0,43.0,23.0,16.0,0.0,24.0,0.0,0.0,26.0,5.0,3.0,95.0,5.0,28.0,17.0,94.0,103.0,94.0,86.0,133.0,0.0,3.0,184.0,4.0,17.0,0.0,1.0,6.0,216.0,4.0,16.0,49.0,4.0,9.0,4.0,0.0,3.0,5.0,4.0,2.0,4.0,0.0,5.0,1.0,8.0,45.0,180.0,34.0,2.0,0.0,50.0,7.0,8.0,15.0,1.0,58.0,1.0,0.0,7.0,0.0,4.0,1.0,0.0,14.0,10.0,2.0,1.0,0.0,6.0
37,257171724.0,2.0,3.0,1.0,1.0,1.0,8.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,23.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,11.0,10.0,7.0,0.0,0.0,1.0,12.0,0.0,13.0,0.0,0.0,0.0,18.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
38,266263003.0,39.0,2.0,11.0,17.0,38.0,36.0,29.0,16.0,67.0,0.0,34.0,37.0,49.0,37.0,0.0,45.0,9.0,5.0,23.0,2.0,9.0,2.0,18.0,77.0,33.0,42.0,13.0,3.0,5.0,2.0,0.0,5.0,12.0,1.0,0.0,6.0,1.0,0.0,0.0,6.0,3.0,26.0,1.0,3.0,3.0,3.0,0.0,22.0,3.0,7.0,2.0,0.0,1.0,1.0,3.0,30.0,3.0,25.0,1.0,3.0,1.0,2.0,15.0,38.0,10.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,3.0,0.0,28.0
39,268236675.0,2.0,112.0,2.0,46.0,4.0,129.0,1.0,10.0,3.0,26.0,28.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,83.0,0.0,11.0,21.0,16.0,91.0,42.0,24.0,53.0,0.0,1.0,61.0,3.0,32.0,216.0,4.0,0.0,0.0,0.0,8.0,22.0,2.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,3.0,0.0,17.0,20.0,69.0,31.0,1.0,0.0,63.0,4.0,0.0,0.0,0.0,91.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0
40,271791007.0,11.0,0.0,9.0,9.0,20.0,41.0,9.0,30.0,18.0,0.0,22.0,14.0,6.0,137.0,0.0,22.0,3.0,16.0,20.0,0.0,4.0,0.0,10.0,129.0,2.0,19.0,9.0,1.0,5.0,0.0,0.0,7.0,4.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,0.0,0.0,66.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,6.0,3.0,5.0,1.0,0.0,0.0,7.0,9.0,50.0,6.0,1.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
