,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
10,17550245.0,8.0,0.0,6.0,3.0,12.0,5.0,7.0,5.0,9.0,0.0,2.0,8.0,0.0,1.0,9.0,6.0,7.0,10.0,9.0,4.0,3.0,1.0,13.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,12.0,1.0,3.0,0.0,0.0,1.0,9.0,1.0,2.0,24.0,10.0,3.0,14.0,19.0,0.0,5.0,2.0,19.0,2.0,3.0,4.0,1.0,7.0,1.0,40.0,13.0,0.0,13.0,6.0,4.0,1.0,0.0,2.0,0.0,5.0,1.0,4.0,6.0,15.0,2.0,2.0,1.0,4.0,0.0,8.0,13.0,11.0,1.0,5.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,11.0,6.0,1.0,0.0,9.0,0.0,0.0,10.0,11.0,5.0,7.0,8.0,0.0,7.0,0.0,5.0,12.0,2.0,0.0,12.0,0.0,6.0,0.0,2.0,5.0,0.0,10.0,4.0,8.0,12.0,7.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,6.0,3.0,5.0,6.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,1.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
11,22540492.0,2.0,0.0,2.0,3.0,5.0,15.0,7.0,10.0,14.0,2.0,0.0,15.0,0.0,0.0,7.0,13.0,13.0,12.0,17.0,16.0,0.0,5.0,6.0,1.0,7.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,5.0,6.0,0.0,2.0,4.0,0.0,10.0,0.0,3.0,0.0,7.0,0.0,0.0,1.0,13.0,7.0,1.0,0.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,13.0,8.0,1.0,0.0,0.0,1.0,4.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,4.0,2.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,24436542.0,24.0,0.0,17.0,49.0,40.0,116.0,11.0,94.0,132.0,8.0,15.0,0.0,2.0,10.0,71.0,141.0,58.0,165.0,39.0,52.0,4.0,14.0,88.0,17.0,97.0,10.0,83.0,17.0,0.0,3.0,14.0,18.0,24.0,58.0,3.0,18.0,5.0,2.0,35.0,27.0,16.0,18.0,60.0,6.0,59.0,26.0,0.0,113.0,0.0,28.0,6.0,37.0,0.0,4.0,26.0,141.0,23.0,6.0,0.0,83.0,113.0,0.0,9.0,2.0,9.0,0.0,55.0,38.0,12.0,0.0,1.0,6.0,40.0,0.0,63.0,67.0,4.0,8.0,5.0,1.0,4.0,32.0,15.0,39.0,1.0,0.0,7.0,0.0,0.0,3.0,20.0,11.0,13.0,0.0,21.0,1.0,0.0,23.0,28.0,126.0,70.0,30.0,0.0,4.0,0.0,4.0,1.0,51.0,8.0,88.0,0.0,18.0,9.0,12.0,5.0,0.0,25.0,9.0,17.0,14.0,10.0,0.0,1.0,3.0,3.0,84.0,0.0,0.0,0.0,0.0,0.0,41.0,16.0,3.0,1.0,3.0,5.0,2.0,16.0,2.0,76.0,4.0,0.0,0.0,35.0,0.0,1.0,7.0,0.0,33.0,0.0,0.0,0.0,0.0,5.0,2.0,14.0,59.0,9.0,118.0,16.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
13,25286086.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,26140273.0,7.0,0.0,1.0,4.0,5.0,13.0,0.0,15.0,17.0,1.0,0.0,10.0,0.0,0.0,12.0,13.0,1.0,24.0,0.0,3.0,1.0,2.0,16.0,1.0,11.0,3.0,10.0,1.0,0.0,0.0,4.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,5.0,4.0,1.0,10.0,0.0,0.0,12.0,0.0,0.0,3.0,3.0,9.0,1.0,2.0,14.0,1.0,1.0,0.0,10.0,6.0,0.0,2.0,0.0,2.0,0.0,5.0,6.0,1.0,0.0,0.0,1.0,5.0,0.0,9.0,11.0,1.0,0.0,4.0,2.0,1.0,4.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,5.0,0.0,0.0,2.0,3.0,20.0,16.0,3.0,0.0,1.0,0.0,4.0,0.0,5.0,0.0,14.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,15.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,26903410.0,41.0,0.0,9.0,78.0,82.0,65.0,36.0,111.0,125.0,9.0,7.0,71.0,8.0,12.0,0.0,135.0,26.0,191.0,20.0,27.0,5.0,15.0,54.0,18.0,91.0,3.0,97.0,9.0,1.0,2.0,25.0,11.0,17.0,24.0,4.0,15.0,4.0,0.0,56.0,58.0,57.0,16.0,85.0,3.0,13.0,12.0,0.0,141.0,0.0,20.0,9.0,36.0,2.0,7.0,12.0,124.0,18.0,8.0,2.0,60.0,14.0,0.0,34.0,2.0,5.0,2.0,48.0,29.0,9.0,3.0,4.0,2.0,18.0,0.0,59.0,95.0,3.0,8.0,1.0,2.0,3.0,42.0,3.0,26.0,0.0,2.0,4.0,0.0,2.0,7.0,13.0,10.0,14.0,0.0,57.0,1.0,0.0,31.0,30.0,32.0,40.0,21.0,0.0,10.0,0.0,13.0,0.0,27.0,2.0,197.0,0.0,10.0,3.0,9.0,7.0,0.0,27.0,6.0,12.0,41.0,54.0,0.0,0.0,10.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,38.0,12.0,7.0,1.0,1.0,5.0,0.0,12.0,1.0,21.0,1.0,1.0,2.0,12.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,9.0,11.0,15.0,1.0,82.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
16,27187343.0,72.0,0.0,47.0,229.0,64.0,322.0,65.0,97.0,464.0,6.0,13.0,141.0,1.0,13.0,135.0,0.0,265.0,255.0,36.0,194.0,8.0,28.0,166.0,25.0,107.0,31.0,135.0,33.0,0.0,3.0,26.0,17.0,27.0,118.0,7.0,40.0,12.0,3.0,71.0,62.0,43.0,43.0,74.0,9.0,60.0,18.0,0.0,210.0,0.0,29.0,9.0,53.0,4.0,14.0,33.0,230.0,25.0,10.0,3.0,144.0,150.0,0.0,29.0,1.0,9.0,3.0,78.0,101.0,14.0,2.0,4.0,15.0,84.0,0.0,120.0,122.0,10.0,16.0,6.0,2.0,7.0,51.0,10.0,46.0,5.0,0.0,8.0,0.0,1.0,7.0,20.0,19.0,20.0,0.0,46.0,1.0,0.0,29.0,35.0,101.0,100.0,31.0,0.0,7.0,0.0,6.0,6.0,67.0,13.0,143.0,0.0,29.0,6.0,12.0,8.0,0.0,38.0,5.0,21.0,23.0,22.0,0.0,1.0,9.0,2.0,160.0,0.0,0.0,0.0,0.0,0.0,51.0,18.0,6.0,1.0,2.0,5.0,2.0,9.0,4.0,69.0,3.0,3.0,2.0,92.0,0.0,0.0,10.0,2.0,94.0,0.0,0.0,0.0,1.0,21.0,4.0,16.0,51.0,7.0,294.0,29.0,12.0,3.0,0.0,0.0,0.0,0.0,1.0
17,27799851.0,18.0,0.0,6.0,82.0,22.0,200.0,118.0,27.0,198.0,7.0,13.0,58.0,2.0,1.0,26.0,265.0,0.0,93.0,30.0,244.0,2.0,9.0,63.0,36.0,22.0,1.0,42.0,13.0,3.0,0.0,6.0,7.0,16.0,32.0,3.0,22.0,2.0,0.0,11.0,13.0,8.0,15.0,22.0,2.0,11.0,12.0,0.0,56.0,0.0,9.0,0.0,27.0,0.0,2.0,9.0,72.0,13.0,3.0,2.0,90.0,109.0,0.0,6.0,0.0,1.0,5.0,34.0,81.0,4.0,0.0,0.0,18.0,15.0,0.0,42.0,22.0,2.0,6.0,0.0,1.0,4.0,10.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,4.0,0.0,14.0,0.0,0.0,19.0,5.0,17.0,32.0,6.0,0.0,1.0,0.0,1.0,0.0,10.0,4.0,34.0,0.0,8.0,0.0,6.0,3.0,0.0,15.0,1.0,8.0,8.0,6.0,0.0,1.0,1.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,51.0,5.0,3.0,0.0,3.0,3.0,0.0,54.0,1.0,38.0,1.0,0.0,0.0,116.0,0.0,2.0,9.0,0.0,136.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,13.0,9.0,197.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
18,31922032.0,97.0,0.0,21.0,216.0,155.0,363.0,50.0,229.0,389.0,10.0,12.0,165.0,2.0,24.0,191.0,255.0,93.0,0.0,34.0,181.0,10.0,39.0,303.0,38.0,115.0,26.0,187.0,16.0,0.0,5.0,36.0,14.0,20.0,158.0,3.0,22.0,17.0,4.0,125.0,137.0,76.0,26.0,61.0,3.0,115.0,13.0,1.0,227.0,0.0,10.0,16.0,63.0,2.0,23.0,34.0,279.0,46.0,10.0,3.0,158.0,218.0,0.0,59.0,0.0,6.0,4.0,60.0,89.0,5.0,1.0,2.0,13.0,77.0,0.0,139.0,152.0,11.0,13.0,9.0,1.0,12.0,39.0,59.0,64.0,0.0,0.0,6.0,0.0,0.0,9.0,20.0,11.0,20.0,0.0,119.0,1.0,0.0,45.0,14.0,441.0,150.0,21.0,0.0,22.0,0.0,15.0,5.0,52.0,13.0,293.0,0.0,39.0,11.0,8.0,13.0,1.0,45.0,3.0,37.0,45.0,51.0,0.0,1.0,3.0,2.0,115.0,0.0,0.0,0.0,0.0,1.0,69.0,28.0,7.0,2.0,3.0,6.0,1.0,33.0,2.0,167.0,6.0,1.0,1.0,77.0,3.0,3.0,11.0,1.0,77.0,1.0,0.0,0.0,0.0,26.0,8.0,22.0,211.0,33.0,130.0,10.0,9.0,4.0,0.0,0.0,0.0,0.0,2.0
19,32623318.0,4.0,0.0,12.0,6.0,14.0,37.0,12.0,20.0,33.0,9.0,17.0,39.0,1.0,0.0,20.0,36.0,30.0,34.0,0.0,34.0,3.0,5.0,16.0,7.0,24.0,0.0,14.0,6.0,1.0,1.0,6.0,4.0,6.0,11.0,4.0,9.0,4.0,2.0,7.0,5.0,15.0,12.0,38.0,1.0,5.0,18.0,0.0,37.0,0.0,13.0,0.0,18.0,0.0,2.0,9.0,43.0,14.0,2.0,1.0,24.0,13.0,0.0,2.0,2.0,0.0,1.0,34.0,16.0,7.0,1.0,1.0,2.0,14.0,0.0,25.0,17.0,2.0,4.0,1.0,1.0,2.0,10.0,7.0,4.0,1.0,0.0,3.0,0.0,0.0,3.0,12.0,7.0,6.0,0.0,16.0,0.0,0.0,24.0,13.0,10.0,20.0,7.0,0.0,2.0,0.0,0.0,0.0,7.0,3.0,26.0,0.0,7.0,2.0,10.0,3.0,0.0,14.0,6.0,7.0,8.0,10.0,0.0,1.0,2.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,1.0,0.0,2.0,4.0,0.0,10.0,2.0,13.0,0.0,2.0,0.0,8.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,4.0,49.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0
20,38700230.0,12.0,0.0,5.0,70.0,20.0,280.0,339.0,27.0,158.0,4.0,16.0,52.0,1.0,3.0,27.0,194.0,244.0,181.0,34.0,0.0,1.0,9.0,65.0,35.0,30.0,2.0,56.0,13.0,0.0,1.0,7.0,4.0,24.0,49.0,2.0,14.0,8.0,0.0,23.0,10.0,9.0,14.0,27.0,3.0,19.0,10.0,0.0,53.0,0.0,17.0,2.0,27.0,0.0,1.0,9.0,57.0,14.0,5.0,0.0,123.0,143.0,0.0,5.0,1.0,3.0,4.0,34.0,115.0,3.0,3.0,5.0,9.0,21.0,0.0,34.0,35.0,2.0,5.0,1.0,0.0,7.0,8.0,17.0,7.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,3.0,6.0,0.0,10.0,1.0,0.0,24.0,8.0,32.0,24.0,8.0,0.0,1.0,0.0,2.0,0.0,11.0,3.0,33.0,0.0,12.0,8.0,3.0,1.0,0.0,9.0,3.0,10.0,9.0,7.0,0.0,1.0,2.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,64.0,11.0,3.0,0.0,3.0,3.0,0.0,103.0,1.0,54.0,5.0,1.0,0.0,76.0,0.0,5.0,4.0,1.0,151.0,0.0,0.0,0.0,1.0,37.0,2.0,4.0,14.0,31.0,270.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,42171470.0,7.0,0.0,0.0,4.0,13.0,4.0,23.0,4.0,6.0,3.0,0.0,4.0,0.0,1.0,5.0,8.0,2.0,10.0,3.0,1.0,0.0,0.0,9.0,12.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,4.0,16.0,0.0,2.0,61.0,16.0,3.0,15.0,7.0,4.0,2.0,0.0,26.0,0.0,2.0,4.0,1.0,4.0,0.0,23.0,11.0,2.0,10.0,1.0,5.0,8.0,0.0,4.0,2.0,3.0,0.0,2.0,3.0,6.0,0.0,4.0,0.0,0.0,0.0,10.0,18.0,5.0,4.0,4.0,0.0,4.0,6.0,9.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,9.0,0.0,0.0,10.0,9.0,4.0,7.0,6.0,0.0,19.0,0.0,7.0,6.0,1.0,0.0,27.0,0.0,11.0,1.0,4.0,22.0,3.0,10.0,2.0,3.0,19.0,15.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,1.0,0.0,0.0,6.0,5.0,11.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
22,44070912.0,60.0,0.0,2.0,47.0,5.0,21.0,6.0,42.0,76.0,1.0,5.0,14.0,1.0,2.0,15.0,28.0,9.0,39.0,5.0,9.0,0.0,0.0,35.0,1.0,21.0,6.0,47.0,0.0,0.0,0.0,3.0,3.0,7.0,13.0,1.0,4.0,2.0,0.0,15.0,18.0,4.0,6.0,23.0,2.0,3.0,2.0,0.0,25.0,0.0,11.0,2.0,11.0,0.0,10.0,2.0,78.0,4.0,0.0,0.0,12.0,5.0,0.0,3.0,0.0,10.0,1.0,17.0,10.0,0.0,0.0,1.0,2.0,18.0,0.0,17.0,17.0,1.0,3.0,0.0,0.0,0.0,38.0,1.0,16.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,30.0,3.0,0.0,5.0,0.0,0.0,3.0,11.0,10.0,14.0,31.0,0.0,1.0,0.0,0.0,6.0,48.0,1.0,29.0,0.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,13.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
23,44859460.0,103.0,0.0,13.0,157.0,75.0,206.0,24.0,148.0,277.0,13.0,6.0,88.0,2.0,16.0,54.0,166.0,63.0,303.0,16.0,65.0,9.0,35.0,0.0,19.0,81.0,20.0,119.0,19.0,3.0,0.0,26.0,18.0,16.0,110.0,3.0,35.0,23.0,10.0,55.0,81.0,34.0,22.0,202.0,34.0,75.0,5.0,1.0,197.0,0.0,13.0,13.0,41.0,6.0,28.0,66.0,422.0,24.0,37.0,11.0,73.0,106.0,0.0,29.0,3.0,10.0,0.0,35.0,49.0,16.0,0.0,4.0,13.0,64.0,0.0,81.0,157.0,27.0,36.0,10.0,4.0,27.0,33.0,17.0,43.0,2.0,0.0,12.0,0.0,5.0,6.0,29.0,13.0,17.0,0.0,44.0,4.0,0.0,29.0,36.0,180.0,137.0,32.0,0.0,31.0,0.0,4.0,15.0,44.0,12.0,179.0,0.0,82.0,10.0,5.0,6.0,0.0,65.0,11.0,36.0,27.0,17.0,0.0,1.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,1.0,21.0,41.0,4.0,0.0,1.0,5.0,4.0,20.0,7.0,115.0,8.0,3.0,1.0,49.0,3.0,0.0,5.0,2.0,49.0,1.0,0.0,0.0,0.0,8.0,7.0,19.0,110.0,20.0,73.0,10.0,6.0,15.0,0.0,0.0,0.0,0.0,1.0
24,45275775.0,9.0,0.0,3.0,7.0,7.0,29.0,178.0,14.0,28.0,3.0,1.0,17.0,0.0,1.0,18.0,25.0,36.0,38.0,7.0,35.0,12.0,1.0,19.0,0.0,46.0,0.0,8.0,0.0,1.0,2.0,6.0,1.0,33.0,5.0,3.0,18.0,12.0,0.0,2.0,63.0,31.0,17.0,107.0,26.0,8.0,7.0,0.0,47.0,0.0,9.0,23.0,7.0,8.0,4.0,17.0,40.0,8.0,14.0,2.0,17.0,73.0,11.0,8.0,15.0,5.0,0.0,14.0,12.0,8.0,3.0,4.0,2.0,2.0,0.0,20.0,31.0,8.0,12.0,4.0,1.0,7.0,9.0,18.0,7.0,0.0,0.0,6.0,0.0,1.0,25.0,19.0,4.0,0.0,0.0,7.0,1.0,0.0,14.0,15.0,20.0,13.0,11.0,0.0,17.0,0.0,0.0,4.0,3.0,1.0,19.0,0.0,12.0,2.0,8.0,2.0,1.0,31.0,1.0,11.0,2.0,15.0,0.0,0.0,1.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,50.0,12.0,13.0,0.0,6.0,19.0,2.0,98.0,1.0,10.0,0.0,7.0,5.0,5.0,1.0,3.0,0.0,3.0,12.0,0.0,0.0,0.0,2.0,5.0,3.0,9.0,3.0,3.0,26.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
25,52696957.0,35.0,0.0,11.0,37.0,31.0,72.0,82.0,98.0,136.0,0.0,7.0,97.0,3.0,11.0,91.0,107.0,22.0,115.0,24.0,30.0,6.0,21.0,81.0,46.0,0.0,4.0,81.0,4.0,0.0,5.0,14.0,19.0,177.0,44.0,5.0,13.0,7.0,0.0,26.0,36.0,28.0,31.0,124.0,11.0,112.0,18.0,0.0,125.0,0.0,45.0,9.0,56.0,1.0,11.0,14.0,180.0,27.0,10.0,2.0,49.0,76.0,0.0,13.0,2.0,14.0,0.0,66.0,43.0,12.0,2.0,2.0,3.0,29.0,0.0,72.0,79.0,9.0,12.0,4.0,1.0,2.0,50.0,69.0,31.0,0.0,0.0,9.0,0.0,8.0,12.0,24.0,17.0,19.0,0.0,26.0,1.0,0.0,23.0,38.0,76.0,79.0,52.0,0.0,4.0,0.0,6.0,2.0,44.0,1.0,97.0,0.0,20.0,9.0,13.0,9.0,0.0,22.0,9.0,12.0,18.0,10.0,0.0,1.0,7.0,4.0,126.0,0.0,0.0,0.0,0.0,0.0,146.0,24.0,6.0,1.0,0.0,18.0,1.0,85.0,3.0,75.0,5.0,2.0,0.0,10.0,3.0,0.0,4.0,1.0,14.0,0.0,0.0,0.0,1.0,41.0,2.0,12.0,32.0,28.0,63.0,18.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0
26,53507617.0,8.0,0.0,8.0,26.0,3.0,16.0,0.0,16.0,43.0,0.0,0.0,10.0,0.0,3.0,3.0,31.0,1.0,26.0,0.0,2.0,1.0,6.0,20.0,0.0,4.0,0.0,8.0,2.0,0.0,0.0,5.0,0.0,0.0,30.0,0.0,2.0,2.0,0.0,10.0,3.0,2.0,4.0,2.0,0.0,10.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,10.0,7.0,26.0,1.0,0.0,1.0,7.0,10.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,48.0,0.0,5.0,4.0,0.0,1.0,3.0,0.0,0.0,5.0,1.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,23.0,10.0,6.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
27,58711646.0,85.0,0.0,16.0,139.0,64.0,93.0,33.0,145.0,264.0,5.0,5.0,83.0,2.0,10.0,97.0,135.0,42.0,187.0,14.0,56.0,4.0,47.0,119.0,8.0,81.0,8.0,0.0,4.0,1.0,2.0,19.0,6.0,12.0,65.0,3.0,8.0,6.0,1.0,62.0,68.0,27.0,20.0,56.0,4.0,51.0,5.0,0.0,153.0,1.0,18.0,11.0,43.0,1.0,14.0,14.0,195.0,16.0,5.0,1.0,81.0,35.0,0.0,26.0,0.0,13.0,1.0,88.0,58.0,4.0,0.0,1.0,6.0,53.0,0.0,89.0,90.0,9.0,15.0,1.0,1.0,6.0,58.0,10.0,38.0,0.0,0.0,5.0,0.0,1.0,4.0,11.0,11.0,16.0,0.0,41.0,1.0,0.0,13.0,13.0,64.0,52.0,36.0,0.0,6.0,0.0,6.0,10.0,60.0,3.0,168.0,0.0,15.0,13.0,1.0,6.0,0.0,15.0,3.0,5.0,17.0,9.0,0.0,1.0,1.0,2.0,77.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,4.0,1.0,0.0,6.0,0.0,35.0,3.0,41.0,2.0,1.0,0.0,28.0,1.0,0.0,3.0,0.0,24.0,1.0,0.0,0.0,0.0,3.0,3.0,6.0,21.0,9.0,69.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0
28,59289456.0,1.0,0.0,3.0,4.0,7.0,19.0,0.0,6.0,18.0,2.0,4.0,17.0,0.0,1.0,9.0,33.0,13.0,16.0,6.0,13.0,0.0,0.0,19.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,3.0,6.0,0.0,4.0,2.0,0.0,4.0,1.0,1.0,5.0,6.0,1.0,5.0,5.0,0.0,12.0,0.0,1.0,1.0,3.0,0.0,1.0,6.0,16.0,2.0,3.0,0.0,10.0,9.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,2.0,0.0,7.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,4.0,1.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,0.0,3.0,2.0,2.0,1.0,0.0,6.0,1.0,7.0,4.0,2.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,12.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,60585863.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
