,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
12,76888172.0,19.0,11.0,4.0,2.0,56.0,70.0,1.0,2.0,43.0,6.0,5.0,0.0,59.0,8.0,6.0,9.0,1.0,10.0,7.0,22.0,8.0,19.0,0.0,8.0,15.0,6.0,3.0,21.0,8.0,9.0,3.0,1.0,19.0,4.0,0.0,8.0,9.0,4.0,7.0,23.0,1.0,9.0,3.0,9.0,15.0,2.0,12.0,10.0,12.0,14.0,16.0,7.0,63.0,6.0,0.0,42.0,7.0,7.0,2.0,13.0,5.0,13.0,30.0,20.0,3.0,46.0,3.0,2.0,9.0,15.0,71.0,35.0,5.0,1.0,6.0,4.0,94.0,1.0,5.0,2.0,1.0,5.0,0.0,2.0,0.0,20.0,4.0,25.0,0.0,1.0,29.0,7.0,4.0,0.0,0.0,6.0,29.0,10.0,31.0,6.0,70.0,4.0,22.0,0.0,6.0,3.0,8.0,1.0,0.0,13.0,31.0,67.0,6.0,7.0,31.0,0.0,4.0,0.0,27.0,5.0,1.0,5.0,7.0,1.0,3.0,0.0,14.0,11.0
13,77685623.0,101.0,58.0,20.0,5.0,100.0,69.0,1.0,10.0,241.0,12.0,89.0,59.0,0.0,45.0,55.0,37.0,5.0,27.0,41.0,52.0,41.0,19.0,7.0,37.0,39.0,8.0,4.0,56.0,51.0,8.0,15.0,1.0,53.0,14.0,0.0,7.0,42.0,22.0,11.0,107.0,4.0,71.0,4.0,9.0,41.0,31.0,10.0,10.0,18.0,65.0,104.0,13.0,88.0,15.0,8.0,77.0,16.0,31.0,28.0,59.0,2.0,30.0,70.0,7.0,4.0,34.0,7.0,5.0,54.0,64.0,59.0,46.0,5.0,3.0,18.0,6.0,162.0,11.0,5.0,9.0,2.0,32.0,0.0,5.0,0.0,61.0,18.0,11.0,0.0,2.0,18.0,14.0,16.0,0.0,1.0,12.0,25.0,17.0,9.0,5.0,135.0,3.0,50.0,0.0,13.0,42.0,33.0,1.0,0.0,16.0,217.0,34.0,37.0,24.0,11.0,0.0,6.0,0.0,43.0,9.0,9.0,20.0,34.0,11.0,1.0,0.0,5.0,62.0
14,86835353.0,20.0,31.0,33.0,13.0,14.0,4.0,1.0,110.0,23.0,10.0,20.0,8.0,45.0,0.0,7.0,39.0,17.0,2.0,3.0,0.0,57.0,10.0,0.0,3.0,1.0,1.0,4.0,8.0,13.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,42.0,0.0,10.0,1.0,0.0,4.0,5.0,5.0,0.0,1.0,24.0,13.0,3.0,4.0,0.0,0.0,2.0,0.0,7.0,18.0,0.0,0.0,1.0,23.0,0.0,7.0,0.0,0.0,15.0,4.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,30.0,3.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,70.0,15.0,0.0,0.0,4.0,4.0,1.0,95.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,13.0,20.0,0.0,0.0,0.0,0.0,18.0
15,101250325.0,61.0,44.0,1.0,0.0,7.0,9.0,0.0,1.0,38.0,1.0,41.0,6.0,55.0,7.0,0.0,4.0,0.0,51.0,105.0,25.0,1.0,0.0,0.0,4.0,30.0,1.0,1.0,63.0,34.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,4.0,14.0,5.0,16.0,3.0,12.0,0.0,1.0,41.0,58.0,1.0,1.0,6.0,77.0,15.0,3.0,20.0,4.0,0.0,10.0,4.0,25.0,39.0,65.0,0.0,16.0,8.0,0.0,2.0,2.0,0.0,2.0,82.0,3.0,7.0,14.0,0.0,0.0,6.0,0.0,33.0,1.0,1.0,1.0,0.0,62.0,1.0,0.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,15.0,0.0,9.0,0.0,3.0,1.0,35.0,1.0,0.0,1.0,28.0,6.0,2.0,3.0,2.0,0.0,1.0,0.0,6.0,9.0,9.0,5.0,23.0,1.0,0.0,0.0,0.0,12.0
16,104900245.0,29.0,54.0,33.0,43.0,14.0,6.0,8.0,82.0,21.0,11.0,13.0,9.0,37.0,39.0,4.0,0.0,51.0,4.0,1.0,0.0,36.0,9.0,0.0,5.0,0.0,3.0,28.0,17.0,10.0,9.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,37.0,0.0,15.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,24.0,22.0,4.0,5.0,0.0,0.0,1.0,1.0,5.0,7.0,3.0,0.0,2.0,20.0,0.0,87.0,2.0,1.0,6.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,0.0,22.0,3.0,1.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,48.0,10.0,0.0,0.0,8.0,6.0,1.0,162.0,1.0,0.0,2.0,4.0,0.0,5.0,0.0,1.0,12.0,13.0,0.0,2.0,0.0,0.0,13.0
17,111596475.0,3.0,9.0,6.0,7.0,3.0,1.0,4.0,65.0,2.0,4.0,5.0,1.0,5.0,17.0,0.0,51.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,113855131.0,20.0,17.0,1.0,0.0,8.0,9.0,0.0,1.0,20.0,0.0,15.0,10.0,27.0,2.0,51.0,4.0,0.0,0.0,29.0,15.0,2.0,2.0,0.0,2.0,18.0,2.0,1.0,39.0,11.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,8.0,5.0,10.0,3.0,6.0,0.0,2.0,17.0,17.0,1.0,1.0,3.0,22.0,13.0,4.0,15.0,3.0,0.0,5.0,4.0,14.0,12.0,22.0,0.0,10.0,5.0,0.0,2.0,5.0,0.0,1.0,32.0,5.0,8.0,7.0,2.0,0.0,6.0,1.0,20.0,2.0,2.0,0.0,1.0,25.0,0.0,0.0,0.0,13.0,3.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,4.0,14.0,0.0,10.0,0.0,3.0,2.0,11.0,1.0,0.0,2.0,24.0,7.0,0.0,1.0,1.0,0.0,2.0,0.0,8.0,8.0,4.0,2.0,8.0,1.0,0.0,0.0,1.0,10.0
19,124407978.0,50.0,31.0,2.0,0.0,4.0,3.0,0.0,5.0,35.0,2.0,43.0,7.0,41.0,3.0,105.0,1.0,0.0,29.0,0.0,12.0,3.0,0.0,1.0,2.0,30.0,2.0,0.0,32.0,29.0,0.0,3.0,0.0,5.0,6.0,0.0,4.0,7.0,22.0,4.0,25.0,5.0,24.0,2.0,0.0,34.0,78.0,1.0,0.0,8.0,48.0,20.0,2.0,14.0,3.0,0.0,1.0,8.0,14.0,34.0,33.0,0.0,14.0,9.0,1.0,1.0,1.0,1.0,0.0,37.0,4.0,5.0,9.0,2.0,0.0,6.0,1.0,37.0,1.0,3.0,2.0,0.0,32.0,0.0,1.0,0.0,21.0,2.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,5.0,0.0,4.0,0.0,5.0,6.0,19.0,1.0,0.0,6.0,25.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,9.0,2.0,23.0,3.0,0.0,0.0,0.0,13.0
20,124872294.0,25.0,5.0,2.0,0.0,19.0,24.0,0.0,0.0,63.0,2.0,10.0,22.0,52.0,0.0,25.0,0.0,0.0,15.0,12.0,0.0,2.0,0.0,29.0,6.0,57.0,4.0,0.0,34.0,10.0,3.0,1.0,0.0,54.0,4.0,0.0,21.0,1.0,31.0,33.0,17.0,2.0,7.0,1.0,4.0,42.0,15.0,4.0,4.0,5.0,18.0,18.0,3.0,55.0,33.0,4.0,17.0,8.0,12.0,2.0,32.0,2.0,19.0,20.0,7.0,0.0,13.0,1.0,2.0,25.0,12.0,40.0,33.0,1.0,3.0,5.0,11.0,52.0,1.0,13.0,10.0,0.0,20.0,0.0,14.0,0.0,107.0,3.0,7.0,0.0,0.0,7.0,23.0,1.0,0.0,0.0,25.0,17.0,31.0,5.0,5.0,43.0,1.0,96.0,0.0,19.0,9.0,10.0,1.0,0.0,10.0,108.0,39.0,1.0,4.0,4.0,0.0,0.0,0.0,14.0,12.0,7.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0
21,144065119.0,19.0,27.0,18.0,16.0,12.0,5.0,3.0,164.0,19.0,12.0,18.0,8.0,41.0,57.0,1.0,36.0,9.0,2.0,3.0,2.0,0.0,24.0,2.0,4.0,0.0,1.0,4.0,16.0,8.0,7.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,43.0,0.0,20.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,13.0,18.0,4.0,7.0,2.0,1.0,3.0,0.0,5.0,12.0,3.0,0.0,1.0,12.0,1.0,8.0,2.0,0.0,7.0,5.0,1.0,4.0,2.0,0.0,3.0,4.0,1.0,37.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,9.0,0.0,2.0,0.0,1.0,77.0,12.0,0.0,0.0,3.0,7.0,2.0,104.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,12.0
