,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
21,235623809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,159.0,174.0,0.0,190.0,16.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,235667782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,380.0,491.0,360.0,190.0,0.0,450.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,235685482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,405.0,370.0,2.0,16.0,450.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,235698786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,25.0,157.0,317.0,166.0,597.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,243997708.0,46.0,27.0,52.0,1.0,103.0,3.0,45.0,6.0,42.0,8.0,12.0,11.0,18.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,3.0,29.0,16.0,5.0,10.0,6.0,25.0,4.0,0.0,34.0,9.0,10.0,13.0,6.0,1.0,35.0,0.0,42.0,0.0,1.0,11.0,1.0,45.0,1.0,3.0,25.0,26.0,7.0,29.0,39.0,6.0,29.0,2.0,10.0,3.0
26,246701967.0,57.0,68.0,136.0,22.0,174.0,11.0,86.0,24.0,63.0,56.0,50.0,64.0,41.0,9.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,18.0,94.0,44.0,30.0,61.0,45.0,104.0,14.0,2.0,60.0,35.0,41.0,43.0,23.0,10.0,82.0,4.0,90.0,2.0,9.0,31.0,2.0,144.0,6.0,9.0,108.0,81.0,24.0,231.0,134.0,14.0,110.0,15.0,29.0,7.0
27,248891587.0,1.0,0.0,41.0,0.0,1.0,1.0,37.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,39.0,0.0,30.0,31.0,1.0,74.0,1.0,1.0,59.0,42.0,0.0,0.0,45.0,2.0,47.0,0.0,1.0,0.0,0.0,56.0,0.0,64.0,1.0,24.0,72.0,2.0,0.0,6.0,3.0,31.0,1.0,24.0,0.0,1.0
28,253714495.0,13.0,2.0,122.0,6.0,21.0,1.0,80.0,2.0,6.0,7.0,101.0,12.0,6.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,94.0,39.0,0.0,13.0,67.0,162.0,4.0,186.0,6.0,1.0,141.0,132.0,9.0,9.0,72.0,11.0,204.0,2.0,21.0,0.0,2.0,92.0,0.0,188.0,1.0,30.0,263.0,13.0,7.0,14.0,21.0,49.0,20.0,38.0,7.0,2.0
29,255408158.0,16.0,17.0,26.0,12.0,39.0,8.0,18.0,22.0,19.0,15.0,4.0,31.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,44.0,0.0,13.0,0.0,6.0,3.0,6.0,9.0,4.0,0.0,6.0,0.0,40.0,34.0,4.0,2.0,8.0,3.0,91.0,6.0,1.0,3.0,0.0,18.0,1.0,0.0,11.0,29.0,33.0,15.0,14.0,0.0,47.0,3.0,29.0,12.0
30,258744432.0,3.0,1.0,71.0,0.0,7.0,1.0,37.0,4.0,3.0,2.0,65.0,5.0,3.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,30.0,67.0,6.0,0.0,62.0,3.0,87.0,3.0,0.0,82.0,57.0,2.0,3.0,45.0,5.0,72.0,0.0,6.0,0.0,1.0,47.0,0.0,110.0,0.0,13.0,119.0,6.0,3.0,15.0,5.0,25.0,4.0,19.0,3.0,1.0
31,262067630.0,5.0,3.0,100.0,0.0,9.0,1.0,58.0,3.0,3.0,3.0,77.0,5.0,3.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,61.0,31.0,162.0,3.0,62.0,0.0,4.0,135.0,2.0,1.0,99.0,115.0,3.0,3.0,49.0,5.0,146.0,0.0,3.0,0.0,2.0,72.0,0.0,150.0,0.0,22.0,216.0,5.0,2.0,10.0,5.0,35.0,4.0,28.0,1.0,1.0
32,262647765.0,0.0,2.0,11.0,2.0,4.0,0.0,9.0,5.0,1.0,25.0,3.0,25.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,1.0,4.0,6.0,3.0,4.0,0.0,17.0,34.0,4.0,3.0,0.0,14.0,2.0,2.0,0.0,8.0,0.0,6.0,0.0,25.0,2.0,0.0,15.0,6.0,0.0,8.0,15.0,6.0,70.0,1.0,0.0,10.0,4.0,2.0,1.0
33,264140888.0,14.0,3.0,181.0,0.0,19.0,2.0,151.0,7.0,6.0,19.0,158.0,16.0,10.0,7.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,104.0,74.0,186.0,9.0,87.0,135.0,17.0,0.0,11.0,3.0,251.0,198.0,15.0,7.0,106.0,16.0,176.0,0.0,10.0,0.0,7.0,166.0,0.0,320.0,1.0,45.0,360.0,20.0,6.0,47.0,10.0,60.0,16.0,42.0,4.0,1.0
34,264429719.0,1.0,0.0,5.0,1.0,1.0,2.0,10.0,7.0,0.0,10.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,1.0,6.0,4.0,3.0,2.0,34.0,11.0,0.0,3.0,4.0,0.0,4.0,2.0,2.0,0.0,6.0,0.0,4.0,0.0,34.0,3.0,0.0,11.0,5.0,0.0,8.0,7.0,1.0,19.0,0.0,0.0,4.0,2.0,0.0,0.0
35,268809866.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36,269927326.0,14.0,9.0,161.0,1.0,32.0,3.0,104.0,2.0,14.0,1.0,122.0,8.0,4.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,60.0,59.0,141.0,6.0,82.0,99.0,3.0,251.0,4.0,0.0,0.0,128.0,2.0,3.0,101.0,6.0,156.0,0.0,17.0,1.0,0.0,129.0,0.0,228.0,0.0,30.0,263.0,11.0,3.0,19.0,13.0,50.0,9.0,36.0,5.0,1.0
37,271984723.0,2.0,2.0,96.0,2.0,4.0,0.0,49.0,0.0,1.0,3.0,84.0,0.0,0.0,1.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,42.0,132.0,0.0,57.0,115.0,0.0,198.0,0.0,0.0,128.0,0.0,2.0,1.0,68.0,7.0,110.0,0.0,1.0,0.0,1.0,82.0,0.0,205.0,0.0,23.0,220.0,0.0,1.0,13.0,5.0,32.0,0.0,33.0,0.0,0.0
38,272308325.0,3.0,8.0,14.0,1.0,20.0,9.0,11.0,32.0,4.0,19.0,1.0,49.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0,0.0,9.0,40.0,2.0,3.0,14.0,15.0,4.0,0.0,2.0,2.0,0.0,25.0,0.0,1.0,6.0,1.0,42.0,3.0,1.0,4.0,1.0,15.0,8.0,0.0,8.0,29.0,24.0,35.0,1.0,1.0,16.0,3.0,20.0,4.0
39,274246546.0,7.0,22.0,26.0,6.0,38.0,7.0,14.0,12.0,13.0,11.0,0.0,27.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,43.0,0.0,9.0,34.0,3.0,3.0,2.0,7.0,2.0,0.0,3.0,1.0,25.0,0.0,0.0,0.0,9.0,2.0,79.0,3.0,0.0,3.0,1.0,10.0,2.0,0.0,9.0,29.0,18.0,11.0,23.0,0.0,39.0,2.0,30.0,5.0
40,275661557.0,3.0,0.0,68.0,0.0,3.0,1.0,54.0,2.0,2.0,1.0,73.0,4.0,2.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,45.0,72.0,4.0,45.0,49.0,2.0,106.0,2.0,0.0,101.0,68.0,0.0,0.0,0.0,2.0,76.0,0.0,4.0,0.0,1.0,79.0,0.0,99.0,0.0,22.0,123.0,2.0,1.0,7.0,3.0,38.0,3.0,30.0,0.0,0.0
41,278431499.0,0.0,2.0,9.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,11.0,2.0,5.0,5.0,0.0,16.0,0.0,0.0,6.0,7.0,1.0,0.0,2.0,0.0,14.0,1.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,7.0,9.0,1.0,1.0,9.0,3.0,6.0,3.0,3.0,1.0,0.0
42,280492439.0,21.0,9.0,138.0,2.0,16.0,0.0,93.0,4.0,17.0,15.0,100.0,11.0,6.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,82.0,47.0,204.0,8.0,72.0,146.0,8.0,176.0,6.0,2.0,156.0,110.0,6.0,9.0,76.0,14.0,0.0,1.0,21.0,1.0,5.0,87.0,0.0,208.0,4.0,31.0,252.0,19.0,3.0,36.0,24.0,54.0,16.0,45.0,7.0,2.0
43,283718439.0,0.0,3.0,2.0,2.0,4.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,0.0,8.0,1.0,2.0,1.0
44,287755830.0,58.0,76.0,49.0,19.0,83.0,12.0,25.0,29.0,29.0,15.0,3.0,50.0,38.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,90.0,1.0,21.0,91.0,6.0,3.0,6.0,10.0,4.0,1.0,17.0,1.0,42.0,79.0,4.0,1.0,21.0,3.0,0.0,10.0,1.0,3.0,1.0,17.0,1.0,0.0,12.0,62.0,51.0,14.0,45.0,1.0,83.0,3.0,55.0,18.0
45,292999669.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0
46,305549322.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,1.0,0.0,11.0,2.0,6.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,1.0,1.0,2.0,25.0,7.0,34.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,6.0,0.0,5.0,2.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0
47,306016676.0,2.0,0.0,88.0,1.0,3.0,0.0,79.0,3.0,2.0,3.0,80.0,4.0,1.0,1.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,56.0,92.0,3.0,47.0,72.0,2.0,166.0,3.0,0.0,129.0,82.0,4.0,3.0,79.0,3.0,87.0,1.0,3.0,0.0,1.0,0.0,0.0,124.0,0.0,27.0,157.0,3.0,1.0,9.0,3.0,39.0,6.0,27.0,1.0,1.0
48,317262357.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
49,326219839.0,10.0,14.0,190.0,7.0,34.0,4.0,130.0,11.0,10.0,21.0,140.0,20.0,14.0,1.0,222.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,144.0,64.0,188.0,18.0,110.0,150.0,15.0,320.0,11.0,2.0,228.0,205.0,15.0,10.0,99.0,8.0,208.0,0.0,17.0,1.0,9.0,124.0,0.0,0.0,2.0,34.0,562.0,20.0,9.0,219.0,21.0,58.0,23.0,47.0,10.0,5.0
50,338067793.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,5.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0
51,342708375.0,1.0,0.0,24.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,24.0,30.0,0.0,13.0,22.0,0.0,45.0,0.0,0.0,30.0,23.0,0.0,0.0,22.0,7.0,31.0,0.0,0.0,0.0,0.0,27.0,0.0,34.0,0.0,0.0,33.0,0.0,0.0,3.0,2.0,20.0,2.0,15.0,0.0,0.0
52,344697893.0,9.0,5.0,216.0,0.0,19.0,1.0,150.0,4.0,8.0,18.0,162.0,13.0,10.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,108.0,72.0,263.0,11.0,119.0,216.0,8.0,360.0,8.0,2.0,263.0,220.0,8.0,9.0,123.0,9.0,252.0,1.0,12.0,0.0,5.0,157.0,0.0,562.0,1.0,33.0,0.0,15.0,6.0,63.0,13.0,74.0,19.0,50.0,5.0,2.0
